Time (sec),Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
14.99025,14.99025,1.197293,0.004052635,0.6009857,0.000714845,0,41.62574,37.71269,0.04481533,68.54546,101.3813,8.208954,-60.90520145,-60.53259,-6.726746,1282.550886,1245.595,293.927,76.21639,76.72262,21315.81,4323.768
15.00025,15.00025,1.196786,0.004055452,0.6011194,0.000715139,0,41.62574,37.66804,0.04477068,68.54546,101.3799,8.208611,-60.87073987,-60.49862,-6.720413,1281.947306,1244.99,293.8598,76.21287,76.71933,21328.26,4326.707
15.01025,15.01025,1.196279,0.004065566,0.6012532,0.000715513,0,41.62574,37.62344,0.04473111,68.54546,101.3785,8.208269,-60.83631937,-60.46469,-6.714091,1281.343752,1244.385,293.7927,76.20934,76.71602,21340.7,4329.645
15.02025,15.02025,1.195772,0.004068592,0.6013868,0.000717175,0,41.62574,37.57889,0.04477201,68.54546,101.3771,8.207922,-60.80193685,-60.43079,-6.707842,1280.741175,1243.781,293.7256,76.20582,76.71273,21353.14,4332.583
15.03025,15.03025,1.195266,0.004073414,0.6015204,0.000717586,0,41.62574,37.53442,0.04473469,68.54546,101.3758,8.207579,-60.76762798,-60.39697,-6.701539,1280.138631,1243.177,293.6586,76.20229,76.70943,21365.57,4335.52
15.04025,15.04025,1.194759,0.004081567,0.6016542,0.000718313,0,41.62574,37.49001,0.04471707,68.54546,101.3744,8.207235,-60.73335179,-60.36318,-6.695261,1279.536093,1242.573,293.5916,76.19876,76.70612,21377.99,4338.456
15.05025,15.05025,1.194253,0.004085268,0.6017878,0.000719627,0,41.62574,37.44565,0.04473598,68.54546,101.373,8.206888,-60.69909911,-60.32941,-6.689015,1278.934544,1241.97,293.5247,76.19523,76.70282,21390.41,4341.391
15.06025,15.06025,1.193747,0.004090779,0.6019215,0.000720156,0,41.62574,37.40137,0.04470595,68.54546,101.3716,8.206524,-60.66493334,-60.29573,-6.682745,1278.33303,1241.367,293.4579,76.19169,76.69952,21402.83,4344.326
15.07025,15.07025,1.193242,0.004099648,0.602055,0.000721003,0,41.62574,37.35711,0.04469569,68.54546,101.3702,8.206181,-60.63076921,-60.26205,-6.676489,1277.731529,1240.764,293.3911,76.18815,76.6962,21415.24,4347.26
15.08025,15.08025,1.192736,0.004098529,0.6021888,0.000722442,0,41.62574,37.31292,0.04472201,68.54546,101.3688,8.205833,-60.59666956,-60.22843,-6.670276,1277.131017,1240.162,293.3244,76.18461,76.69289,21427.64,4350.194
15.09025,15.09025,1.192231,0.004104756,0.6023223,0.000722121,0,41.62574,37.26881,0.04463935,68.54546,101.3674,8.205492,-60.56264138,-60.19489,-6.663989,1276.53054,1239.56,293.2578,76.18106,76.68957,21440.04,4353.127
15.10025,15.10025,1.191726,0.004114304,0.602456,0.000723093,0,41.62574,37.22476,0.0446367,68.54546,101.366,8.205145,-60.52863062,-60.16136,-6.657769,1275.93006,1238.958,293.1912,76.17751,76.68625,21452.42,4356.059
15.11025,15.11025,1.191221,0.004113896,0.6025897,0.00072465,0,41.62574,37.18076,0.04467009,68.54546,101.3646,8.204798,-60.49467362,-60.12788,-6.651585,1275.330586,1238.357,293.1247,76.17397,76.68293,21464.81,4358.991
15.12025,15.12025,1.190717,0.00411814,0.6027232,0.000724453,0,41.62574,37.13683,0.04459527,68.54546,101.3633,8.204456,-60.46076822,-60.09446,-6.645327,1274.731116,1237.756,293.0582,76.17041,76.67961,21477.18,4361.922
15.13025,15.13025,1.190213,0.004128415,0.6028567,0.000725075,0,41.62574,37.09295,0.04457095,68.54546,101.3619,8.204111,-60.42690752,-60.06108,-6.639113,1274.131673,1237.155,292.9918,76.16686,76.67628,21489.55,4364.852
15.14025,15.14025,1.189709,0.004130035,0.6029902,0.000726759,0,41.62574,37.04912,0.04461182,68.54546,101.3605,8.203762,-60.39307295,-60.02772,-6.632955,1273.533235,1236.555,292.9255,76.1633,76.67296,21501.92,4367.782
15.15025,15.15025,1.189206,0.004140318,0.6031236,0.000726919,0,41.62574,37.00535,0.04455903,68.54546,101.3591,8.203419,-60.35930125,-59.99443,-6.626735,1272.934824,1235.955,292.8593,76.15974,76.66962,21514.28,4370.71
15.16025,15.16025,1.188702,0.004151308,0.6032572,0.000728603,0,41.62574,36.96166,0.04459962,68.54546,101.3577,8.203072,-60.32557842,-59.96118,-6.620597,1272.336411,1235.355,292.7931,76.15619,76.66629,21526.63,4373.639
15.17025,15.17025,1.188199,0.004153634,0.6033907,0.00073041,0,41.62574,36.918,0.04464764,68.54546,101.3563,8.202702,-60.29187655,-59.92795,-6.614468,1271.739003,1234.756,292.727,76.15262,76.66296,21538.98,4376.566
15.18025,15.18025,1.187696,0.004159314,0.6035241,0.000730693,0,41.62574,36.87443,0.04460231,68.54546,101.3549,8.202358,-60.25825777,-59.89481,-6.60828,1271.1416,1234.157,292.6609,76.14906,76.65962,21551.32,4379.493
15.19025,15.19025,1.187194,0.004166865,0.6036575,0.000731565,0,41.62574,36.8309,0.04459297,68.54546,101.3535,8.202011,-60.2246627,-59.86169,-6.602126,1270.544231,1233.558,292.5949,76.14548,76.65628,21563.66,4382.419
15.20025,15.20025,1.186691,0.004169902,0.6037911,0.000732766,0,41.62574,36.78741,0.04460363,68.54546,101.3521,8.201664,-60.19109963,-59.8286,-6.595991,1269.947852,1232.96,292.529,76.14191,76.65293,21575.99,4385.345
15.21025,15.21025,1.186189,0.004176315,0.6039246,0.000733173,0,41.62574,36.74403,0.04456588,68.54546,101.3507,8.201319,-60.15761411,-59.79559,-6.589837,1269.351486,1232.362,292.4631,76.13834,76.64959,21588.31,4388.27
15.22025,15.22025,1.185687,0.004184597,0.604058,0.000734173,0,41.62574,36.70068,0.04456416,68.54546,101.3493,8.200972,-60.12416135,-59.76261,-6.583709,1268.755146,1231.764,292.3973,76.13476,76.64624,21600.63,4391.194
15.23025,15.23025,1.185186,0.004185675,0.6041912,0.000735502,0,41.62574,36.65736,0.04458231,68.54546,101.348,8.200624,-60.09072115,-59.72964,-6.577604,1268.159783,1231.167,292.3315,76.13118,76.64289,21612.94,4394.118
15.24025,15.24025,1.184685,0.004187302,0.6043245,0.000735563,0,41.62574,36.61414,0.04452362,68.54546,101.3466,8.200279,-60.05737543,-59.69677,-6.571453,1267.564446,1230.57,292.2658,76.12759,76.63954,21625.25,4397.041
15.25025,15.25025,1.184183,0.004194996,0.6044582,0.00073572,0,41.62574,36.57097,0.0444708,68.54546,101.3452,8.199934,-60.0240605,-59.66393,-6.56531,1266.969136,1229.973,292.2002,76.12401,76.63618,21637.55,4399.963
15.26025,15.26025,1.183682,0.004198133,0.6045915,0.000736944,0,41.62574,36.52783,0.04448245,68.54546,101.3437,8.199566,-59.99077178,-59.63111,-6.559224,1266.374809,1229.377,292.1346,76.12042,76.63283,21649.84,4402.885
15.27025,15.27025,1.183182,0.004199165,0.6047248,0.000737366,0,41.62574,36.48479,0.0444457,68.54546,101.3423,8.199221,-59.95755996,-59.59837,-6.553113,1265.780502,1228.781,292.0691,76.11683,76.62947,21662.13,4405.806
15.28025,15.28025,1.182682,0.004204915,0.604858,0.000737419,0,41.62574,36.44178,0.04438667,68.54546,101.341,8.198875,-59.92436692,-59.56565,-6.546991,1265.186207,1228.185,292.0036,76.11324,76.62611,21674.41,4408.727
15.29025,15.29025,1.182181,0.004208777,0.6049916,0.0007383,0,41.62574,36.39883,0.04437757,68.54546,101.3396,8.198526,-59.89122839,-59.53298,-6.540912,1264.59291,1227.59,291.9382,76.10964,76.62275,21686.69,4411.646
15.30025,15.30025,1.181682,0.004211884,0.6051247,0.000738849,0,41.62574,36.35595,0.04434847,68.54546,101.3382,8.198181,-59.85812906,-59.50035,-6.534827,1263.99964,1226.995,291.8729,76.10605,76.61938,21698.96,4414.565
15.31026,15.31026,1.181182,0.004218376,0.605258,0.000739265,0,41.62574,36.31313,0.0443114,68.54546,101.3368,8.197834,-59.8250898,-59.46778,-6.528745,1263.406375,1226.4,291.8076,76.10245,76.616,21711.22,4417.484
15.32026,15.32026,1.180682,0.004216153,0.6053914,0.000740275,0,41.62574,36.27036,0.04430993,68.54546,101.3354,8.197485,-59.79207445,-59.43523,-6.522699,1262.814115,1225.806,291.7424,76.09884,76.61264,21723.48,4420.402
15.33026,15.33026,1.180184,0.004215967,0.6055245,0.000739755,0,41.62574,36.22765,0.04421695,68.54546,101.3339,8.197123,-59.75912159,-59.40275,-6.516587,1262.221853,1225.212,291.6772,76.09523,76.60928,21735.73,4423.319
15.34026,15.34026,1.179685,0.004224548,0.6056577,0.000739592,0,41.62574,36.18499,0.04414547,68.54546,101.3326,8.196777,-59.72622116,-59.37032,-6.510499,1261.629625,1224.618,291.6121,76.09163,76.6059,21747.97,4426.235
15.35026,15.35026,1.179186,0.004223061,0.6057911,0.000740968,0,41.62574,36.1424,0.04416583,68.54546,101.3312,8.196426,-59.69334965,-59.33791,-6.504493,1261.038395,1224.025,291.5471,76.08801,76.60252,21760.21,4429.151
15.36026,15.36026,1.178688,0.004224962,0.6059241,0.000740577,0,41.62574,36.09987,0.04408088,68.54546,101.3298,8.196083,-59.66052982,-59.30556,-6.498413,1260.447169,1223.432,291.4821,76.0844,76.59914,21772.45,4432.066
15.37026,15.37026,1.17819,0.004235645,0.6060573,0.00074078,0,41.62574,36.05738,0.04403137,68.54546,101.3284,8.195736,-59.62774329,-59.27324,-6.492364,1259.855978,1222.839,291.4172,76.08079,76.59575,21784.68,4434.981
15.38026,15.38026,1.177691,0.004234901,0.6061908,0.000742523,0,41.62574,36.01495,0.04407336,68.54546,101.327,8.195383,-59.59498568,-59.24094,-6.486397,1259.265778,1222.247,291.3524,76.07716,76.59237,21796.9,4437.895
15.39026,15.39026,1.177194,0.004237561,0.6063238,0.000742262,0,41.62574,35.9726,0.04399638,68.54546,101.3256,8.195038,-59.56231843,-59.20874,-6.480346,1258.67559,1221.655,291.2876,76.07355,76.58898,21809.12,4440.808
15.40026,15.40026,1.176697,0.00424496,0.6064569,0.000742597,0,41.62574,35.93028,0.04395482,68.54546,101.3241,8.194672,-59.52965455,-59.17654,-6.474325,1258.085406,1221.063,291.2228,76.06993,76.58559,21821.33,4443.721
15.41026,15.41026,1.176199,0.004240924,0.6065903,0.000743763,0,41.62574,35.88803,0.04396241,68.54546,101.3227,8.194321,-59.49704602,-59.14439,-6.468355,1257.496221,1220.472,291.1581,76.0663,76.58221,21833.53,4446.633
15.42026,15.42026,1.175703,0.004245676,0.6067232,0.000742924,0,41.62574,35.84584,0.04385162,68.54546,101.3214,8.193977,-59.46449761,-59.11231,-6.462297,1256.907063,1219.881,291.0935,76.06268,76.57881,21845.73,4449.544
15.43026,15.43026,1.175206,0.004252492,0.6068564,0.000743625,0,41.62574,35.80371,0.04383177,68.54546,101.32,8.193628,-59.43198793,-59.08026,-6.45632,1256.317909,1219.29,291.0289,76.05904,76.57541,21857.93,4452.455
15.44026,15.44026,1.174709,0.004250543,0.6069896,0.000744688,0,41.62574,35.7616,0.04383319,68.54546,101.3186,8.193277,-59.3995003,-59.04823,-6.450362,1255.729753,1218.7,290.9644,76.05541,76.57201,21870.11,4455.365
15.45026,15.45026,1.174214,0.004252007,0.6071224,0.000744215,0,41.62574,35.71959,0.04374431,68.54546,101.3172,8.192932,-59.36707606,-59.01627,-6.444346,1255.14161,1218.11,290.8999,76.05178,76.56862,21882.29,4458.274
15.46026,15.46026,1.173718,0.004260937,0.6072556,0.000744339,0,41.62574,35.67763,0.04369063,68.54546,101.3158,8.192583,-59.33470532,-58.98436,-6.438364,1254.553494,1217.52,290.8355,76.04815,76.56521,21894.47,4461.183
15.47026,15.47026,1.173222,0.004266579,0.6073887,0.000745771,0,41.62574,35.6357,0.04371368,68.54546,101.3143,8.192213,-59.30234163,-58.95245,-6.432446,1253.966375,1216.931,290.7712,76.04451,76.56181,21906.64,4464.091
15.48026,15.48026,1.172727,0.004268799,0.6075217,0.000746626,0,41.62574,35.59386,0.04370284,68.54546,101.3129,8.191862,-59.27005593,-58.92062,-6.426513,1253.379262,1216.342,290.7069,76.04087,76.5584,21918.8,4466.998
15.49026,15.49026,1.172232,0.004278498,0.6076546,0.000746882,0,41.62574,35.55206,0.04365693,68.54546,101.3115,8.191513,-59.23779789,-58.88882,-6.420559,1252.792176,1215.753,290.6427,76.03723,76.55499,21930.96,4469.905
15.50026,15.50026,1.171737,0.004298388,0.6077877,0.000748446,0,41.62574,35.51031,0.04368738,68.54546,101.3101,8.191162,-59.20557681,-58.85705,-6.41467,1252.205124,1215.164,290.5786,76.03359,76.55157,21943.12,4472.811
15.51026,15.51026,1.171241,0.004300031,0.607921,0.000751793,0,41.62574,35.46859,0.0438216,68.54546,101.3087,8.190804,-59.17336493,-58.82528,-6.408865,1251.61904,1214.576,290.5145,76.02995,76.54816,21955.26,4475.716
15.52026,15.52026,1.170747,0.004311869,0.6080539,0.000751947,0,41.62574,35.42696,0.04376954,68.54546,101.3073,8.190454,-59.14124821,-58.79362,-6.402928,1251.032991,1213.988,290.4505,76.0263,76.54473,21967.4,4478.621
15.53026,15.53026,1.170253,0.004327136,0.6081868,0.000753883,0,41.62574,35.38537,0.04382113,68.54546,101.3058,8.190081,-59.10914079,-58.76196,-6.397076,1250.446947,1213.4,290.3865,76.02265,76.54131,21979.54,4481.525
15.54026,15.54026,1.169758,0.004332262,0.6083201,0.000756418,0,41.62574,35.34382,0.0439073,68.54546,101.3044,8.189724,-59.0770769,-58.73034,-6.391258,1249.861901,1212.813,290.3226,76.019,76.53789,21991.67,4484.429
15.55026,15.55026,1.169265,0.004344889,0.6084529,0.000757179,0,41.62574,35.30236,0.04389032,68.54546,101.3029,8.189373,-59.04507524,-58.69879,-6.385371,1249.276882,1212.226,290.2588,76.01534,76.53445,22003.79,4487.332
15.56026,15.56026,1.168771,0.004360957,0.6085859,0.000759251,0,41.62574,35.26094,0.04394916,68.54546,101.3015,8.189018,-59.01310059,-58.66726,-6.379549,1248.691875,1211.639,290.195,76.01169,76.53103,22015.91,4490.234
15.57026,15.57026,1.168277,0.004366866,0.608719,0.000761923,0,41.62574,35.21957,0.04404251,68.54546,101.3001,8.188662,-58.98116883,-58.63577,-6.373755,1248.107859,1211.053,290.1313,76.00803,76.52759,22028.02,4493.136
15.58026,15.58026,1.167785,0.004376212,0.6088517,0.00076282,0,41.62574,35.17827,0.04403299,68.54546,101.2986,8.18829,-58.94929,-58.60434,-6.367898,1247.523855,1210.467,290.0676,76.00436,76.52416,22040.12,4496.037
15.59026,15.59026,1.167292,0.004387605,0.6089847,0.000764316,0,41.62574,35.13702,0.044058,68.54546,101.2972,8.187937,-58.91746412,-58.57296,-6.36207,1246.939878,1209.881,290.004,76.00069,76.52072,22052.22,4498.937
15.60026,15.60026,1.166799,0.004390221,0.6091176,0.000766169,0,41.62574,35.09581,0.04410343,68.54546,101.2958,8.187582,-58.88565075,-58.54159,-6.356265,1246.356877,1209.296,289.9404,75.99703,76.51729,22064.32,4501.837
15.61026,15.61026,1.166307,0.004393528,0.6092505,0.000766488,0,41.62574,35.05468,0.04406048,68.54546,101.2944,8.187231,-58.85392038,-58.51031,-6.350399,1245.773903,1208.711,289.8769,75.99335,76.51385,22076.4,4504.736
15.62026,15.62026,1.165815,0.004401638,0.6093833,0.000766928,0,41.62574,35.0136,0.04402449,68.54546,101.293,8.18688,-58.82221171,-58.47905,-6.344549,1245.190935,1208.126,289.8134,75.98968,76.51041,22088.49,4507.634
15.63026,15.63026,1.165322,0.0044064,0.6095164,0.000768206,0,41.62574,34.97255,0.04403658,68.54546,101.2915,8.186506,-58.79054712,-58.44783,-6.338738,1244.608971,1207.542,289.75,75.98601,76.50697,22100.56,4510.532
15.64026,15.64026,1.164831,0.004411865,0.6096491,0.000768899,0,41.62574,34.9316,0.0440151,68.54546,101.2901,8.186153,-58.75894099,-58.41667,-6.332915,1244.027034,1206.958,289.6867,75.98232,76.50352,22112.63,4513.429
15.65026,15.65026,1.16434,0.004420782,0.6097819,0.000769715,0,41.62574,34.89067,0.04400057,68.54546,101.2887,8.185801,-58.72735581,-58.38553,-6.327101,1243.445103,1206.374,289.6234,75.97865,76.50006,22124.7,4516.326
15.66026,15.66026,1.163848,0.004419504,0.6099149,0.000771132,0,41.62574,34.8498,0.04402037,68.54546,101.2872,8.185446,-58.69581427,-58.35443,-6.321322,1242.864169,1205.791,289.5602,75.97495,76.49661,22136.76,4519.222
15.67026,15.67026,1.163358,0.004425772,0.6100476,0.00077077,0,41.62574,34.809,0.04393864,68.54546,101.2858,8.185097,-58.66433466,-58.3234,-6.315471,1242.283263,1205.208,289.4971,75.97127,76.49316,22148.81,4522.117
15.68026,15.68026,1.162867,0.004428666,0.6101804,0.000771724,0,41.62574,34.76825,0.04393195,68.54546,101.2843,8.184723,-58.63289242,-58.2924,-6.309689,1241.702361,1204.625,289.434,75.96757,76.4897,22160.86,4525.012
15.69026,15.69026,1.162376,0.004436389,0.6103133,0.000772089,0,41.62574,34.72754,0.04389169,68.54546,101.2829,8.18437,-58.60147762,-58.26143,-6.303884,1241.121472,1204.042,289.3709,75.96387,76.48624,22172.9,4527.906
15.70026,15.70026,1.161886,0.004439369,0.6104461,0.000773297,0,41.62574,34.68686,0.04389933,68.54546,101.2815,8.184015,-58.57008711,-58.23048,-6.298119,1240.541574,1203.46,289.3079,75.96018,76.48277,22184.93,4530.799
15.71026,15.71026,1.161396,0.00444308,0.6105789,0.000773676,0,41.62574,34.64629,0.04385993,68.54546,101.2801,8.183664,-58.53877408,-58.19961,-6.292334,1239.96171,1202.878,289.245,75.95647,76.47931,22196.96,4533.692
15.72026,15.72026,1.160906,0.004451629,0.6107116,0.000774183,0,41.62574,34.60573,0.04382775,68.54546,101.2787,8.18331,-58.50748158,-58.16876,-6.286554,1239.381851,1202.296,289.1821,75.95277,76.47583,22208.98,4536.584
15.73026,15.73026,1.160416,0.00444996,0.6108444,0.000775532,0,41.62574,34.56523,0.04384327,68.54546,101.2772,8.182934,-58.47622416,-58.13794,-6.280822,1238.80299,1201.715,289.1193,75.94907,76.47237,22221,4539.476
15.74026,15.74026,1.159927,0.004450385,0.6109771,0.000775101,0,41.62574,34.5248,0.04375811,68.54546,101.2758,8.182583,-58.44503876,-58.1072,-6.275019,1238.224134,1201.134,289.0565,75.94536,76.46889,22233.01,4542.367
15.75027,15.75027,1.159438,0.004454304,0.6111099,0.000775034,0,41.62574,34.48442,0.04369365,68.54546,101.2744,8.182232,-58.41388596,-58.07649,-6.269241,1237.645313,1200.553,288.9938,75.94164,76.46542,22245.02,4545.257
15.76027,15.76027,1.158949,0.00445345,0.6112427,0.000775576,0,41.62574,34.44407,0.04366361,68.54546,101.273,8.181877,-58.38275616,-58.0458,-6.263491,1237.06749,1199.973,288.9312,75.93793,76.46194,22257.02,4548.146
15.77027,15.77027,1.15846,0.004456071,0.6113754,0.000775286,0,41.62574,34.40382,0.04358679,68.54546,101.2715,8.181507,-58.35169402,-58.01518,-6.257722,1236.489664,1199.393,288.8686,75.93421,76.45847,22269.01,4551.036
15.78027,15.78027,1.157972,0.004459452,0.6115081,0.000775601,0,41.62574,34.3636,0.04354407,68.54546,101.2701,8.181152,-58.3206646,-57.98459,-6.251979,1235.911873,1198.813,288.8061,75.93049,76.45497,22281,4553.924
15.79027,15.79027,1.157483,0.004466318,0.6116409,0.000776049,0,41.62574,34.32343,0.04350878,68.54546,101.2686,8.180798,-58.28966681,-57.95403,-6.246252,1235.334087,1198.233,288.7436,75.92677,76.45148,22292.98,4556.812
15.80027,15.80027,1.156995,0.004471143,0.6117736,0.000777102,0,41.62574,34.28329,0.04350749,68.54546,101.2672,8.180443,-58.25869202,-57.92349,-6.240553,1234.757306,1197.654,288.6812,75.92304,76.448,22304.96,4559.699
15.81027,15.81027,1.156507,0.004476749,0.6119063,0.0007778,0,41.62574,34.24324,0.04348622,68.54546,101.2658,8.180086,-58.22777633,-57.89301,-6.234848,1234.180546,1197.075,288.6189,75.91931,76.4445,22316.93,4562.585
15.82027,15.82027,1.15602,0.004485842,0.6120389,0.000778633,0,41.62574,34.20321,0.0434725,68.54546,101.2643,8.17971,-58.19689196,-57.86256,-6.229156,1233.603798,1196.496,288.5566,75.91559,76.441,22328.9,4565.471
15.83027,15.83027,1.155532,0.004483304,0.6121717,0.000780072,0,41.62574,34.16323,0.04349256,68.54546,101.2629,8.179352,-58.16605078,-57.83215,-6.223495,1233.02804,1195.918,288.4944,75.91185,76.43751,22340.86,4568.356
15.84027,15.84027,1.155045,0.004485631,0.6123043,0.000779488,0,41.62574,34.12334,0.04339982,68.54546,101.2615,8.179001,-58.1352716,-57.80181,-6.217762,1232.452294,1195.34,288.4322,75.90811,76.43401,22352.81,4571.241
15.85027,15.85027,1.154558,0.004495582,0.612437,0.00077975,0,41.62574,34.08348,0.04335428,68.54546,101.26,8.178646,-58.1045263,-57.7715,-6.212066,1231.876577,1194.762,288.3701,75.90438,76.4305,22364.76,4574.125
15.86027,15.86027,1.154071,0.004491125,0.6125696,0.000781336,0,41.62574,34.04367,0.04338241,68.54546,101.2585,8.178267,-58.07379756,-57.7412,-6.206431,1231.301841,1194.185,288.308,75.90063,76.42701,22376.7,4577.008
15.87027,15.87027,1.153585,0.004494301,0.6127022,0.000780419,0,41.62574,34.00395,0.0432715,68.54546,101.2571,8.177914,-58.04314858,-57.71099,-6.200704,1230.727126,1193.608,288.246,75.89689,76.4235,22388.63,4579.891
15.88027,15.88027,1.153099,0.004506491,0.6128347,0.000780827,0,41.62574,33.96426,0.04323425,68.54546,101.2557,8.177559,-58.01252621,-57.6808,-6.195039,1230.152446,1193.031,288.1841,75.89315,76.41999,22400.56,4582.773
15.89027,15.89027,1.152613,0.004513982,0.6129673,0.000782801,0,41.62574,33.9246,0.04328358,68.54546,101.2542,8.177179,-57.98192114,-57.65062,-6.189442,1229.577764,1192.454,288.1222,75.8894,76.41647,22412.49,4585.655
15.90027,15.90027,1.152126,0.004518012,0.6131002,0.000783958,0,41.62574,33.88499,0.04328759,68.54546,101.2527,8.176819,-57.95135316,-57.62048,-6.183819,1229.004087,1191.878,288.0604,75.88565,76.41296,22424.4,4588.536
15.91027,15.91027,1.151641,0.004526937,0.6132326,0.000784514,0,41.62574,33.84546,0.04325839,68.54546,101.2513,8.176462,-57.92084333,-57.5904,-6.178181,1228.430415,1191.302,287.9986,75.8819,76.40944,22436.32,4591.416
15.92027,15.92027,1.151156,0.004536687,0.6133651,0.000785919,0,41.62574,33.80596,0.04327593,68.54546,101.2499,8.176104,-57.89035744,-57.56034,-6.17258,1227.85677,1190.726,287.9369,75.87814,76.40591,22448.22,4594.296
15.93027,15.93027,1.15067,0.004538819,0.6134979,0.000787467,0,41.62574,33.76652,0.04330123,68.54546,101.2483,8.175722,-57.85992317,-57.53033,-6.166996,1227.284108,1190.151,287.8752,75.87438,76.4024,22460.13,4597.175
15.94027,15.94027,1.150185,0.004540394,0.6136305,0.000787691,0,41.62574,33.72714,0.04325369,68.54546,101.2469,8.175365,-57.82955327,-57.50039,-6.161362,1226.711466,1189.576,287.8136,75.87062,76.39887,22472.02,4600.053
15.95027,15.95027,1.149701,0.004548261,0.6137023,0.000787824,0,41.62574,33.68448,0.04320119,68.54546,101.2455,8.175009,-57.79665368,-57.46797,-6.155128,1226.138837,1189.001,287.752,75.86686,76.39534,22483.91,4602.931
15.96027,15.96027,1.149216,0.004549872,0.61379,0.000789047,0,41.62574,33.64273,0.04320848,68.54546,101.244,8.174648,-57.76445239,-57.43623,-6.149101,1225.567198,1188.427,287.6905,75.8631,76.39182,22495.8,4605.809
15.97027,15.97027,1.148732,0.004553703,0.6138777,0.000789183,0,41.62574,33.60107,0.04315628,68.54546,101.2425,8.174273,-57.73231709,-57.40456,-6.143039,1224.995594,1187.853,287.6291,75.85932,76.38828,22507.68,4608.685
15.98027,15.98027,1.148248,0.004561057,0.6139653,0.000789705,0,41.62574,33.55946,0.04312514,68.54546,101.2411,8.173914,-57.70022435,-57.37293,-6.137002,1224.423996,1187.279,287.5677,75.85555,76.38474,22519.55,4611.561
15.99027,15.99027,1.147764,0.004566303,0.614053,0.000790837,0,41.62574,33.51789,0.04312738,68.54546,101.2397,8.173553,-57.66815491,-57.34132,-6.130996,1223.853402,1186.706,287.5064,75.85178,76.3812,22531.42,4614.437
16.00027,16.00027,1.147281,0.004571012,0.6141405,0.000791603,0,41.62574,33.47641,0.04310958,68.54546,101.2382,8.173174,-57.63616504,-57.30979,-6.124989,1223.282828,1186.133,287.4452,75.84801,76.37767,22543.28,4617.312
16.01027,16.01027,1.146798,0.004580637,0.6142281,0.000792276,0,41.62574,33.43498,0.04308666,68.54546,101.2367,8.172815,-57.60421505,-57.2783,-6.118982,1222.712268,1185.56,287.384,75.84423,76.37412,22555.13,4620.186
16.02027,16.02027,1.146315,0.004586757,0.6143157,0.000793801,0,41.62574,33.3936,0.04311004,68.54546,101.2353,8.172453,-57.57229958,-57.24684,-6.113018,1222.142704,1184.988,287.3229,75.84045,76.37057,22566.98,4623.059
16.03027,16.03027,1.145833,0.004589574,0.6144033,0.000794717,0,41.62574,33.3523,0.04310026,68.54546,101.2338,8.172092,-57.5404424,-57.21544,-6.10704,1221.573146,1184.416,287.2618,75.83667,76.36703,22578.83,4625.932
16.04027,16.04027,1.14535,0.00460009,0.614491,0.000795061,0,41.62574,33.31105,0.0430594,68.54546,101.2323,8.171713,-57.5086231,-57.18408,-6.101043,1221.003616,1183.844,287.2008,75.83289,76.36348,22590.67,4628.804
16.05027,16.05027,1.144868,0.004611485,0.6145786,0.000796737,0,41.62574,33.26984,0.04309066,68.54546,101.2309,8.17135,-57.47683038,-57.15274,-6.095108,1220.434113,1183.272,287.1399,75.82909,76.35992,22602.5,4631.676
16.06027,16.06027,1.144385,0.004615178,0.6146663,0.000798565,0,41.62574,33.22868,0.04313,68.54546,101.2294,8.170986,-57.44507904,-57.12144,-6.089187,1219.865593,1182.701,287.079,75.8253,76.35637,22614.32,4634.547
16.07027,16.07027,1.143903,0.004626597,0.614754,0.000799059,0,41.62574,33.18763,0.04309718,68.54546,101.2279,8.170605,-57.41341275,-57.09023,-6.083223,1219.297093,1182.13,287.0182,75.82151,76.35281,22626.15,4637.417
16.08027,16.08027,1.143422,0.004636123,0.6148415,0.00080089,0,41.62574,33.14658,0.04313636,68.54546,101.2264,8.170242,-57.38175283,-57.05902,-6.077318,1218.728606,1181.559,286.9574,75.81772,76.34924,22637.96,4640.288
16.09027,16.09027,1.14294,0.00464071,0.6149293,0.000802393,0,41.62574,33.10561,0.04315775,68.54546,101.225,8.169878,-57.35015236,-57.02787,-6.07141,1218.161117,1180.989,286.8967,75.81392,76.34568,22649.77,4643.157
16.10027,16.10027,1.142459,0.00465025,0.6150169,0.00080304,0,41.62574,33.06472,0.04313303,68.54546,101.2234,8.169497,-57.31860872,-56.99678,-6.065474,1217.593633,1180.419,286.836,75.81012,76.34212,22661.58,4646.025
16.11027,16.11027,1.141979,0.004659278,0.6151044,0.000804543,0,41.62574,33.02385,0.04315423,68.54546,101.222,8.169134,-57.2870891,-56.96571,-6.059576,1217.026176,1179.849,286.7754,75.80631,76.33855,22673.38,4648.894
16.12027,16.12027,1.141497,0.004661974,0.6151922,0.000805957,0,41.62574,32.98305,0.04317057,68.54546,101.2205,8.168768,-57.25561021,-56.93468,-6.053686,1216.459702,1179.28,286.7148,75.80251,76.33498,22685.17,4651.761
