 ,Stage Time (sec),Mach,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
89.66074,89.66074,0.9306847,0,0.4430871,0,0,34.64485,30.80997,0,-3.524121038,-3.524121038,-4.78482E-05,1050.471512,-1050.471512,0.001756352,-89.99991,-89.99991,6803.118,0.2516088
89.67075,89.67075,0.9306826,0,0.4430752,0,0,34.64485,30.82452,0,-3.510636108,-3.510636108,-4.78562E-05,1050.506619,-1050.506619,0.001755874,-89.99991,-89.99991,6792.613,0.2516264
89.68075,89.68075,0.9306804,0,0.443063,0,0,34.64485,30.83907,0,-3.497169928,-3.497169928,-4.78641E-05,1050.54159,-1050.54159,0.001755395,-89.99991,-89.99991,6782.108,0.2516439
89.69075,89.69075,0.930678,0,0.443051,0,0,34.64485,30.8536,0,-3.483705984,-3.483705983,-4.7872E-05,1050.576428,-1050.576428,0.001754916,-89.99991,-89.99991,6771.602,0.2516615
89.70075,89.70075,0.9306755,0,0.4430386,0,0,34.64485,30.86812,0,-3.470263273,-3.470263273,-4.78799E-05,1050.61113,-1050.61113,0.001754438,-89.99991,-89.99991,6761.096,0.251679
89.71075,89.71075,0.930673,0,0.4430261,0,0,34.64485,30.8826,0,-3.456848068,-3.456848068,-4.78877E-05,1050.645699,-1050.645699,0.001753959,-89.99991,-89.99991,6750.589,0.2516966
89.72076,89.72076,0.9306703,0,0.4430135,0,0,34.64485,30.8971,0,-3.44342237,-3.44342237,-4.78955E-05,1050.680133,-1050.680133,0.00175348,-89.99991,-89.99991,6740.083,0.2517141
89.73076,89.73076,0.9306675,0,0.4430008,0,0,34.64485,30.91157,0,-3.430015485,-3.430015484,-4.79033E-05,1050.714433,-1050.714433,0.001753001,-89.99991,-89.99991,6729.575,0.2517316
89.74076,89.74076,0.9306645,0,0.4429879,0,0,34.64485,30.926,0,-3.41664728,-3.41664728,-4.7911E-05,1050.748599,-1050.748599,0.001752522,-89.99991,-89.99991,6719.068,0.2517492
89.75076,89.75076,0.9306614,0,0.4429748,0,0,34.64485,30.94044,0,-3.403278827,-3.403278827,-4.79187E-05,1050.782632,-1050.782632,0.001752042,-89.99991,-89.99991,6708.56,0.2517667
89.76077,89.76077,0.9306583,0,0.4429617,0,0,34.64485,30.95485,0,-3.389923909,-3.389923909,-4.79264E-05,1050.816531,-1050.816531,0.001751563,-89.99991,-89.99991,6698.052,0.2517842
89.77077,89.77077,0.9306551,0,0.4429483,0,0,34.64485,30.96924,0,-3.376602768,-3.376602767,-4.7934E-05,1050.850298,-1050.850298,0.001751084,-89.99991,-89.99991,6687.543,0.2518017
89.78077,89.78077,0.9306515,0,0.4429348,0,0,34.64485,30.98363,0,-3.363271754,-3.363271754,-4.79416E-05,1050.88393,-1050.88393,0.001750604,-89.99991,-89.99991,6677.035,0.2518192
89.79077,89.79077,0.930648,0,0.442921,0,0,34.64485,30.99798,0,-3.349978055,-3.349978055,-4.79491E-05,1050.91743,-1050.91743,0.001750125,-89.99991,-89.99991,6666.525,0.2518367
89.80077,89.80077,0.9306445,0,0.4429074,0,0,34.64485,31.01235,0,-3.336668897,-3.336668896,-4.79567E-05,1050.950797,-1050.950797,0.001749645,-89.99991,-89.99991,6656.016,0.2518542
89.81078,89.81078,0.9306406,0,0.4428935,0,0,34.64485,31.02666,0,-3.323414872,-3.323414872,-4.79641E-05,1050.984031,-1050.984031,0.001749166,-89.99991,-89.99991,6645.506,0.2518717
89.82078,89.82078,0.9306368,0,0.4428793,0,0,34.64485,31.04097,0,-3.310161034,-3.310161034,-4.79716E-05,1051.017132,-1051.017132,0.001748686,-89.99991,-89.99991,6634.996,0.2518892
89.83078,89.83078,0.9306327,0,0.4428652,0,0,34.64485,31.05527,0,-3.296917192,-3.296917192,-4.7979E-05,1051.050102,-1051.050102,0.001748206,-89.99991,-89.99991,6624.485,0.2519067
89.84078,89.84078,0.9306286,0,0.4428508,0,0,34.64485,31.06956,0,-3.28368552,-3.283685519,-4.79864E-05,1051.082938,-1051.082938,0.001747726,-89.99991,-89.99991,6613.975,0.2519242
89.85078,89.85078,0.9306244,0,0.4428363,0,0,34.64485,31.0838,0,-3.270494887,-3.270494887,-4.79937E-05,1051.115643,-1051.115643,0.001747246,-89.99991,-89.99991,6603.463,0.2519417
89.86079,89.86079,0.9306201,0,0.4428216,0,0,34.64485,31.09807,0,-3.25728122,-3.25728122,-4.8001E-05,1051.148216,-1051.148216,0.001746766,-89.99991,-89.99991,6592.952,0.2519591
89.87079,89.87079,0.9306156,0,0.4428069,0,0,34.64485,31.1123,0,-3.244094996,-3.244094996,-4.80083E-05,1051.180657,-1051.180657,0.001746286,-89.99991,-89.99991,6582.44,0.2519766
89.88079,89.88079,0.9306111,0,0.4427936,0,0,34.64485,31.12663,0,-3.230819862,-3.230819861,-4.80157E-05,1051.212965,-1051.212965,0.001745806,-89.99991,-89.99991,6571.928,0.251994
89.89079,89.89079,0.9306063,0,0.4427882,0,0,34.64485,31.14149,0,-3.217055907,-3.217055907,-4.8024E-05,1051.245136,-1051.245136,0.001745326,-89.99991,-89.99991,6561.416,0.2520115
89.90079,89.90079,0.9306017,0,0.4427825,0,0,34.64485,31.15634,0,-3.20330704,-3.20330704,-4.80322E-05,1051.277169,-1051.277169,0.001744846,-89.99991,-89.99991,6550.903,0.252029
89.9108,89.9108,0.9305965,0,0.4427766,0,0,34.64485,31.17119,0,-3.189546128,-3.189546127,-4.80404E-05,1051.309064,-1051.309064,0.001744365,-89.99991,-89.99991,6540.39,0.2520464
89.9208,89.9208,0.9305916,0,0.4427707,0,0,34.64485,31.18599,0,-3.175844882,-3.175844882,-4.80485E-05,1051.340823,-1051.340823,0.001743885,-89.99991,-89.99991,6529.876,0.2520638
89.9308,89.9308,0.9305864,0,0.4427646,0,0,34.64485,31.20079,0,-3.162127121,-3.162127121,-4.80566E-05,1051.372444,-1051.372444,0.001743404,-89.99991,-89.99991,6519.363,0.2520813
89.9408,89.9408,0.9305811,0,0.4427584,0,0,34.64485,31.21559,0,-3.148420785,-3.148420784,-4.80647E-05,1051.403928,-1051.403928,0.001742923,-89.99991,-89.99991,6508.849,0.2520987
89.95081,89.95081,0.9305757,0,0.4427519,0,0,34.64485,31.23034,0,-3.134762877,-3.134762876,-4.80727E-05,1051.435276,-1051.435276,0.001742443,-89.99991,-89.99991,6498.334,0.2521161
89.96081,89.96081,0.93057,0,0.4427454,0,0,34.64485,31.24511,0,-3.121079823,-3.121079823,-4.80807E-05,1051.466487,-1051.466487,0.001741962,-89.99991,-89.99991,6487.82,0.2521336
89.97081,89.97081,0.9305644,0,0.4427387,0,0,34.64485,31.25983,0,-3.10744287,-3.107442869,-4.80887E-05,1051.497561,-1051.497561,0.001741481,-89.99991,-89.99991,6477.305,0.252151
89.98081,89.98081,0.9305586,0,0.4427318,0,0,34.64485,31.27455,0,-3.093816037,-3.093816037,-4.80966E-05,1051.528499,-1051.528499,0.001741,-89.99991,-89.99991,6466.79,0.2521684
89.99081,89.99081,0.9305527,0,0.4427248,0,0,34.64485,31.28924,0,-3.080205937,-3.080205937,-4.81045E-05,1051.559301,-1051.559301,0.001740519,-89.99991,-89.99991,6456.274,0.2521858
90.00082,90.00082,0.9305466,0,0.4427176,0,0,34.64485,31.30392,0,-3.06660397,-3.06660397,-4.81123E-05,1051.589968,-1051.589968,0.001740038,-89.99991,-89.99991,6445.758,0.2522032
90.01082,90.01082,0.9305405,0,0.4427104,0,0,34.64485,31.31858,0,-3.053021872,-3.053021872,-4.81202E-05,1051.620498,-1051.620498,0.001739557,-89.99991,-89.99991,6435.242,0.2522206
90.02082,90.02082,0.9305343,0,0.442703,0,0,34.64485,31.33326,0,-3.039434993,-3.039434993,-4.8128E-05,1051.650892,-1051.650892,0.001739075,-89.99991,-89.99991,6424.725,0.252238
90.03082,90.03082,0.9305279,0,0.4426955,0,0,34.64485,31.34787,0,-3.025900982,-3.025900982,-4.81357E-05,1051.681151,-1051.681151,0.001738594,-89.99991,-89.99991,6414.208,0.2522554
90.04082,90.04082,0.9305214,0,0.4426878,0,0,34.64485,31.3625,0,-3.012349679,-3.012349679,-4.81435E-05,1051.711275,-1051.711275,0.001738113,-89.99991,-89.99991,6403.691,0.2522728
90.05083,90.05083,0.9305148,0,0.4426799,0,0,34.64485,31.37709,0,-2.998831004,-2.998831004,-4.81511E-05,1051.741263,-1051.741263,0.001737631,-89.99991,-89.99991,6393.174,0.2522901
90.06083,90.06083,0.930508,0,0.4426718,0,0,34.64485,31.39168,0,-2.98532099,-2.98532099,-4.81588E-05,1051.771116,-1051.771116,0.00173715,-89.99991,-89.99991,6382.656,0.2523075
90.07083,90.07083,0.9305011,0,0.4426638,0,0,34.64485,31.40622,0,-2.971850092,-2.971850092,-4.81664E-05,1051.800835,-1051.800835,0.001736668,-89.99991,-89.99991,6372.138,0.2523249
90.08083,90.08083,0.9304942,0,0.4426554,0,0,34.64485,31.42078,0,-2.958368173,-2.958368173,-4.8174E-05,1051.830418,-1051.830418,0.001736186,-89.99991,-89.99991,6361.62,0.2523423
90.09084,90.09084,0.9304871,0,0.442647,0,0,34.64485,31.4353,0,-2.944912114,-2.944912113,-4.81815E-05,1051.859867,-1051.859867,0.001735704,-89.99991,-89.99991,6351.102,0.2523596
90.10084,90.10084,0.9304799,0,0.4426385,0,0,34.64485,31.44984,0,-2.931448728,-2.931448728,-4.81891E-05,1051.889182,-1051.889182,0.001735222,-89.99991,-89.99991,6340.583,0.2523769
90.11084,90.11084,0.9304726,0,0.4426298,0,0,34.64485,31.46433,0,-2.918029301,-2.9180293,-4.81965E-05,1051.918362,-1051.918362,0.00173474,-89.99991,-89.99991,6330.063,0.2523943
90.12084,90.12084,0.9304651,0,0.4426209,0,0,34.64485,31.4788,0,-2.904628872,-2.904628872,-4.82039E-05,1051.947408,-1051.947408,0.001734258,-89.99991,-89.99991,6319.544,0.2524116
90.13084,90.13084,0.9304575,0,0.4426119,0,0,34.64485,31.49328,0,-2.8912209,-2.8912209,-4.82114E-05,1051.976321,-1051.976321,0.001733776,-89.99991,-89.99991,6309.024,0.252429
90.14085,90.14085,0.9304499,0,0.4426028,0,0,34.64485,31.50772,0,-2.877845276,-2.877845276,-4.82188E-05,1052.005099,-1052.005099,0.001733294,-89.99991,-89.99991,6298.504,0.2524463
90.15085,90.15085,0.930442,0,0.4425936,0,0,34.64485,31.52217,0,-2.864463009,-2.864463008,-4.82261E-05,1052.033744,-1052.033744,0.001732812,-89.99991,-89.99991,6287.984,0.2524637
90.16085,90.16085,0.9304341,0,0.4425839,0,0,34.64485,31.53655,0,-2.851140998,-2.851140997,-4.82334E-05,1052.062255,-1052.062255,0.001732329,-89.99991,-89.99991,6277.463,0.252481
90.17085,90.17085,0.930426,0,0.4425745,0,0,34.64485,31.55097,0,-2.837784031,-2.837784031,-4.82407E-05,1052.090633,-1052.090633,0.001731847,-89.99991,-89.99991,6266.942,0.2524983
90.18085,90.18085,0.930418,0,0.4425648,0,0,34.64485,31.56534,0,-2.824475121,-2.824475121,-4.82479E-05,1052.118878,-1052.118878,0.001731365,-89.99991,-89.99991,6256.421,0.2525156
90.19086,90.19086,0.9304097,0,0.442555,0,0,34.64485,31.5797,0,-2.811172109,-2.811172109,-4.82551E-05,1052.146989,-1052.146989,0.001730882,-89.99991,-89.99991,6245.9,0.2525329
90.20086,90.20086,0.9304013,0,0.4425449,0,0,34.64485,31.59404,0,-2.797889214,-2.797889213,-4.82623E-05,1052.174968,-1052.174968,0.001730399,-89.99991,-89.99991,6235.378,0.2525502
90.21086,90.21086,0.9303927,0,0.4425347,0,0,34.64485,31.60836,0,-2.784630905,-2.784630905,-4.82694E-05,1052.202815,-1052.202815,0.001729917,-89.99991,-89.99991,6224.856,0.2525676
90.22086,90.22086,0.9303842,0,0.4425246,0,0,34.64485,31.62269,0,-2.771358254,-2.771358254,-4.82765E-05,1052.230528,-1052.230528,0.001729434,-89.99991,-89.99991,6214.333,0.2525848
90.23087,90.23087,0.9303755,0,0.4425142,0,0,34.64485,31.63699,0,-2.758109197,-2.758109197,-4.82836E-05,1052.258109,-1052.258109,0.001728951,-89.99991,-89.99991,6203.811,0.2526021
90.24087,90.24087,0.9303666,0,0.4425036,0,0,34.64485,31.65125,0,-2.744904967,-2.744904967,-4.82906E-05,1052.285558,-1052.285558,0.001728468,-89.99991,-89.99991,6193.288,0.2526194
90.25087,90.25087,0.9303576,0,0.4424929,0,0,34.64485,31.66553,0,-2.7316791,-2.7316791,-4.82976E-05,1052.312875,-1052.312875,0.001727985,-89.99991,-89.99991,6182.765,0.2526367
90.26087,90.26087,0.9303486,0,0.4424821,0,0,34.64485,31.67976,0,-2.718505045,-2.718505045,-4.83046E-05,1052.34006,-1052.34006,0.001727502,-89.99991,-89.99991,6172.242,0.252654
90.27087,90.27087,0.9303393,0,0.4424711,0,0,34.64485,31.69399,0,-2.705315127,-2.705315126,-4.83115E-05,1052.367113,-1052.367113,0.001727019,-89.99991,-89.99991,6161.718,0.2526713
90.28088,90.28088,0.93033,0,0.4424599,0,0,34.64485,31.70819,0,-2.692175065,-2.692175065,-4.83184E-05,1052.394035,-1052.394035,0.001726536,-89.99991,-89.99991,6151.194,0.2526885
90.29088,90.29088,0.9303206,0,0.4424488,0,0,34.64485,31.7224,0,-2.679008151,-2.67900815,-4.83253E-05,1052.420825,-1052.420825,0.001726053,-89.99991,-89.99991,6140.67,0.2527058
90.30088,90.30088,0.9303111,0,0.4424374,0,0,34.64485,31.73657,0,-2.665883922,-2.665883921,-4.83321E-05,1052.447484,-1052.447484,0.001725569,-89.99991,-89.99991,6130.146,0.252723
90.31088,90.31088,0.9303014,0,0.4424259,0,0,34.64485,31.75072,0,-2.652772234,-2.652772234,-4.83389E-05,1052.474012,-1052.474012,0.001725086,-89.99991,-89.99991,6119.621,0.2527403
90.32088,90.32088,0.9302916,0,0.4424142,0,0,34.64485,31.76487,0,-2.639677652,-2.639677652,-4.83456E-05,1052.500409,-1052.500409,0.001724602,-89.99991,-89.99991,6109.096,0.2527575
90.33089,90.33089,0.9302818,0,0.4424023,0,0,34.64485,31.779,0,-2.626587354,-2.626587354,-4.83524E-05,1052.526674,-1052.526674,0.001724119,-89.99991,-89.99991,6098.57,0.2527748
90.34089,90.34089,0.9302717,0,0.4423905,0,0,34.64485,31.79313,0,-2.613503017,-2.613503017,-4.83591E-05,1052.552809,-1052.552809,0.001723635,-89.99991,-89.99991,6088.045,0.252792
90.35089,90.35089,0.9302617,0,0.4423784,0,0,34.64485,31.8072,0,-2.600467139,-2.600467139,-4.83657E-05,1052.578814,-1052.578814,0.001723152,-89.99991,-89.99991,6077.519,0.2528093
90.36089,90.36089,0.9302515,0,0.4423662,0,0,34.64485,31.82128,0,-2.587425177,-2.587425177,-4.83724E-05,1052.604688,-1052.604688,0.001722668,-89.99991,-89.99991,6066.993,0.2528265
90.3709,90.3709,0.9302411,0,0.4423538,0,0,34.64485,31.83534,0,-2.574410813,-2.574410813,-4.8379E-05,1052.630433,-1052.630432,0.001722184,-89.99991,-89.99991,6056.467,0.2528437
90.3809,90.3809,0.9302306,0,0.4423413,0,0,34.64485,31.84937,0,-2.561415014,-2.561415013,-4.83855E-05,1052.656047,-1052.656047,0.0017217,-89.99991,-89.99991,6045.94,0.2528609
90.3909,90.3909,0.9302199,0,0.4423285,0,0,34.64485,31.86338,0,-2.548443894,-2.548443893,-4.8392E-05,1052.681531,-1052.681531,0.001721216,-89.99991,-89.99991,6035.414,0.2528782
90.4009,90.4009,0.9302094,0,0.4423158,0,0,34.64485,31.87742,0,-2.535437043,-2.535437042,-4.83985E-05,1052.706885,-1052.706885,0.001720732,-89.99991,-89.99991,6024.887,0.2528954
90.4109,90.4109,0.9301985,0,0.442303,0,0,34.64485,31.8914,0,-2.522489982,-2.522489982,-4.8405E-05,1052.73211,-1052.73211,0.001720248,-89.99991,-89.99991,6014.359,0.2529126
90.42091,90.42091,0.9301876,0,0.4422899,0,0,34.64485,31.90536,0,-2.509555991,-2.509555991,-4.84114E-05,1052.757206,-1052.757206,0.001719764,-89.99991,-89.99991,6003.832,0.2529297
90.43091,90.43091,0.9301767,0,0.4422768,0,0,34.64485,31.91933,0,-2.496621007,-2.496621006,-4.84178E-05,1052.782172,-1052.782172,0.00171928,-89.99991,-89.99991,5993.304,0.2529469
90.44091,90.44091,0.9301654,0,0.4422634,0,0,34.64485,31.93327,0,-2.483709119,-2.483709119,-4.84241E-05,1052.807009,-1052.807009,0.001718796,-89.99991,-89.99991,5982.776,0.2529641
90.45091,90.45091,0.9301542,0,0.44225,0,0,34.64485,31.94717,0,-2.470838117,-2.470838116,-4.84304E-05,1052.831718,-1052.831718,0.001718312,-89.99991,-89.99991,5972.248,0.2529813
90.46091,90.46091,0.9301429,0,0.4422363,0,0,34.64485,31.96107,0,-2.457959881,-2.457959881,-4.84367E-05,1052.856297,-1052.856297,0.001717827,-89.99991,-89.99991,5961.72,0.2529985
90.47092,90.47092,0.9301313,0,0.4422226,0,0,34.64485,31.97497,0,-2.445098937,-2.445098937,-4.8443E-05,1052.880748,-1052.880748,0.001717343,-89.99991,-89.99991,5951.191,0.2530157
90.48092,90.48092,0.9301198,0,0.4422089,0,0,34.64485,31.98885,0,-2.432234268,-2.432234267,-4.84492E-05,1052.905071,-1052.905071,0.001716858,-89.99991,-89.99991,5940.662,0.2530328
90.49092,90.49092,0.9301081,0,0.4421948,0,0,34.64485,32.0027,0,-2.41941812,-2.41941812,-4.84554E-05,1052.929265,-1052.929265,0.001716374,-89.99991,-89.99991,5930.133,0.25305
90.50092,90.50092,0.9300963,0,0.4421806,0,0,34.64485,32.01654,0,-2.406594056,-2.406594056,-4.84615E-05,1052.953331,-1052.953331,0.001715889,-89.99991,-89.99991,5919.604,0.2530672
90.51093,90.51093,0.9300843,0,0.4421664,0,0,34.64485,32.03036,0,-2.393794083,-2.393794082,-4.84676E-05,1052.977269,-1052.977269,0.001715404,-89.99991,-89.99991,5909.074,0.2530843
90.52093,90.52093,0.9300724,0,0.442152,0,0,34.64485,32.04416,0,-2.381007334,-2.381007333,-4.84737E-05,1053.001079,-1053.001079,0.00171492,-89.99991,-89.99991,5898.544,0.2531015
90.53093,90.53093,0.9300602,0,0.4421375,0,0,34.64485,32.05795,0,-2.368240888,-2.368240887,-4.84798E-05,1053.024761,-1053.024761,0.001714435,-89.99991,-89.99991,5888.014,0.2531186
90.54093,90.54093,0.9300479,0,0.4421228,0,0,34.64485,32.07172,0,-2.355493565,-2.355493565,-4.84858E-05,1053.048316,-1053.048316,0.00171395,-89.99991,-89.99991,5877.483,0.2531358
90.55093,90.55093,0.9300357,0,0.442108,0,0,34.64485,32.08548,0,-2.342752948,-2.342752947,-4.84918E-05,1053.071744,-1053.071744,0.001713465,-89.99991,-89.99991,5866.953,0.2531529
90.56094,90.56094,0.9300231,0,0.442093,0,0,34.64485,32.09921,0,-2.330039029,-2.330039028,-4.84977E-05,1053.095044,-1053.095044,0.00171298,-89.99991,-89.99991,5856.422,0.25317
90.57094,90.57094,0.9300104,0,0.4420781,0,0,34.64485,32.11293,0,-2.317325078,-2.317325078,-4.85036E-05,1053.118217,-1053.118217,0.001712495,-89.99991,-89.99991,5845.891,0.2531872
90.58094,90.58094,0.9299977,0,0.4420627,0,0,34.64485,32.12662,0,-2.304655831,-2.304655831,-4.85095E-05,1053.141264,-1053.141264,0.00171201,-89.99991,-89.99991,5835.359,0.2532043
90.59094,90.59094,0.929985,0,0.4420474,0,0,34.64485,32.1403,0,-2.291979227,-2.291979226,-4.85154E-05,1053.164184,-1053.164184,0.001711525,-89.99991,-89.99991,5824.828,0.2532214
90.60094,90.60094,0.9299721,0,0.4420319,0,0,34.64485,32.15397,0,-2.279326682,-2.279326681,-4.85212E-05,1053.186977,-1053.186977,0.00171104,-89.99991,-89.99991,5814.296,0.2532385
90.61095,90.61095,0.9299589,0,0.4420163,0,0,34.64485,32.16762,0,-2.26667901,-2.26667901,-4.8527E-05,1053.209644,-1053.209644,0.001710554,-89.99991,-89.99991,5803.764,0.2532556
90.62095,90.62095,0.9299459,0,0.4420006,0,0,34.64485,32.18127,0,-2.25404295,-2.254042949,-4.85327E-05,1053.232184,-1053.232184,0.001710069,-89.99991,-89.99991,5793.231,0.2532727
90.63095,90.63095,0.9299327,0,0.4419847,0,0,34.64485,32.19488,0,-2.241434953,-2.241434952,-4.85384E-05,1053.254598,-1053.254598,0.001709584,-89.99991,-89.99991,5782.699,0.2532898
90.64095,90.64095,0.9299192,0,0.4419687,0,0,34.64485,32.20848,0,-2.228839715,-2.228839714,-4.85441E-05,1053.276887,-1053.276887,0.001709098,-89.99991,-89.99991,5772.166,0.253307
90.65096,90.65096,0.9299058,0,0.4419526,0,0,34.64485,32.22206,0,-2.216267046,-2.216267045,-4.85498E-05,1053.299049,-1053.299049,0.001708613,-89.99991,-89.99991,5761.633,0.253324
90.66096,90.66096,0.9298922,0,0.4419364,0,0,34.64485,32.23565,0,-2.203683698,-2.203683698,-4.85554E-05,1053.321086,-1053.321086,0.001708127,-89.99991,-89.99991,5751.1,0.2533411
90.67096,90.67096,0.9298785,0,0.4419198,0,0,34.64485,32.24918,0,-2.19115089,-2.191150889,-4.8561E-05,1053.342998,-1053.342998,0.001707642,-89.99991,-89.99991,5740.566,0.2533582
90.68096,90.68096,0.9298647,0,0.4419034,0,0,34.64485,32.26272,0,-2.178618144,-2.178618143,-4.85665E-05,1053.364784,-1053.364784,0.001707156,-89.99991,-89.99991,5730.033,0.2533753
90.69096,90.69096,0.9298508,0,0.4418866,0,0,34.64485,32.27621,0,-2.166115231,-2.166115231,-4.8572E-05,1053.386445,-1053.386445,0.00170667,-89.99991,-89.99991,5719.499,0.2533923
90.70097,90.70097,0.9298368,0,0.44187,0,0,34.64485,32.28973,0,-2.153604154,-2.153604153,-4.85775E-05,1053.407981,-1053.407981,0.001706184,-89.99991,-89.99991,5708.965,0.2534094
90.71097,90.71097,0.9298227,0,0.441853,0,0,34.64485,32.3032,0,-2.141130205,-2.141130205,-4.85829E-05,1053.429392,-1053.429392,0.001705699,-89.99991,-89.99991,5698.431,0.2534265
90.72097,90.72097,0.9298084,0,0.441836,0,0,34.64485,32.31668,0,-2.128642038,-2.128642038,-4.85884E-05,1053.450679,-1053.450679,0.001705213,-89.99991,-89.99991,5687.896,0.2534435
90.73097,90.73097,0.9297941,0,0.4418188,0,0,34.64485,32.33012,0,-2.116195036,-2.116195036,-4.85938E-05,1053.471841,-1053.471841,0.001704727,-89.99991,-89.99991,5677.361,0.2534606
90.74097,90.74097,0.9297796,0,0.4418014,0,0,34.64485,32.34356,0,-2.103752132,-2.103752131,-4.85991E-05,1053.492878,-1053.492878,0.001704241,-89.99991,-89.99991,5666.826,0.2534776
90.75098,90.75098,0.929765,0,0.4417839,0,0,34.64485,32.35697,0,-2.091336173,-2.091336173,-4.86044E-05,1053.513792,-1053.513792,0.001703755,-89.99991,-89.99991,5656.291,0.2534947
90.76098,90.76098,0.9297504,0,0.4417664,0,0,34.64485,32.37036,0,-2.078937972,-2.078937972,-4.86097E-05,1053.534581,-1053.534581,0.001703269,-89.99991,-89.99991,5645.756,0.2535117
90.77098,90.77098,0.9297357,0,0.4417486,0,0,34.64485,32.38372,0,-2.066557342,-2.066557342,-4.86149E-05,1053.555247,-1053.555247,0.001702782,-89.99991,-89.99991,5635.22,0.2535287
90.78098,90.78098,0.9297207,0,0.4417308,0,0,34.64485,32.3971,0,-2.054167958,-2.054167957,-4.86202E-05,1053.575788,-1053.575788,0.001702296,-89.99991,-89.99991,5624.685,0.2535457
90.79099,90.79099,0.9297057,0,0.4417128,0,0,34.64485,32.41044,0,-2.041821073,-2.041821072,-4.86254E-05,1053.596207,-1053.596207,0.00170181,-89.99991,-89.99991,5614.148,0.2535627
90.80099,90.80099,0.9296906,0,0.4416946,0,0,34.64485,32.42376,0,-2.029489803,-2.029489802,-4.86305E-05,1053.616501,-1053.616501,0.001701324,-89.99991,-89.99991,5603.612,0.2535798
90.81099,90.81099,0.9296755,0,0.4416764,0,0,34.64485,32.43708,0,-2.017154435,-2.017154434,-4.86356E-05,1053.636673,-1053.636673,0.001700837,-89.99991,-89.99991,5593.076,0.2535968
90.82099,90.82099,0.9296601,0,0.4416581,0,0,34.64485,32.45038,0,-2.004839929,-2.004839928,-4.86407E-05,1053.656721,-1053.656721,0.001700351,-89.99991,-89.99991,5582.54,0.2536138
90.83099,90.83099,0.9296446,0,0.4416395,0,0,34.64485,32.46366,0,-1.992541131,-1.99254113,-4.86458E-05,1053.676647,-1053.676647,0.001699864,-89.99991,-89.99991,5572.003,0.2536308
90.841,90.841,0.9296291,0,0.4416209,0,0,34.64485,32.47691,0,-1.980270087,-1.980270086,-4.86508E-05,1053.696449,-1053.696449,0.001699378,-89.99991,-89.99991,5561.466,0.2536478
90.851,90.851,0.9296136,0,0.4416021,0,0,34.64485,32.49013,0,-1.96802515,-1.96802515,-4.86558E-05,1053.71613,-1053.71613,0.001698891,-89.99991,-89.99991,5550.929,0.2536648
90.861,90.861,0.9295979,0,0.4415834,0,0,34.64485,32.50339,0,-1.955750225,-1.955750225,-4.86607E-05,1053.735687,-1053.735687,0.001698405,-89.99991,-89.99991,5540.391,0.2536817
90.871,90.871,0.9295819,0,0.4415643,0,0,34.64485,32.51658,0,-1.94353416,-1.943534159,-4.86657E-05,1053.755123,-1053.755123,0.001697918,-89.99991,-89.99991,5529.854,0.2536987
90.881,90.881,0.9295659,0,0.4415451,0,0,34.64485,32.52978,0,-1.931316077,-1.931316076,-4.86706E-05,1053.774436,-1053.774436,0.001697431,-89.99991,-89.99991,5519.316,0.2537157
90.89101,90.89101,0.9295499,0,0.4415259,0,0,34.64485,32.54295,0,-1.919121339,-1.919121338,-4.86754E-05,1053.793627,-1053.793627,0.001696945,-89.99991,-89.99991,5508.778,0.2537327
90.90101,90.90101,0.9295339,0,0.4415065,0,0,34.64485,32.55612,0,-1.906924924,-1.906924924,-4.86802E-05,1053.812696,-1053.812696,0.001696458,-89.99991,-89.99991,5498.24,0.2537496
90.91101,90.91101,0.9295176,0,0.4414871,0,0,34.64485,32.56926,0,-1.894756915,-1.894756915,-4.8685E-05,1053.831644,-1053.831644,0.001695971,-89.99991,-89.99991,5487.702,0.2537666
90.92101,90.92101,0.9295011,0,0.4414673,0,0,34.64485,32.58238,0,-1.882606198,-1.882606197,-4.86898E-05,1053.85047,-1053.85047,0.001695484,-89.99991,-89.99991,5477.163,0.2537836
90.93102,90.93102,0.9294847,0,0.4414476,0,0,34.64485,32.59548,0,-1.870476155,-1.870476155,-4.86945E-05,1053.869175,-1053.869175,0.001694997,-89.99991,-89.99991,5466.625,0.2538005
90.94102,90.94102,0.9294681,0,0.4414275,0,0,34.64485,32.60855,0,-1.858377871,-1.858377871,-4.86992E-05,1053.887758,-1053.887758,0.00169451,-89.99991,-89.99991,5456.085,0.2538175
90.95102,90.95102,0.9294514,0,0.4414077,0,0,34.64485,32.62165,0,-1.846243328,-1.846243327,-4.87039E-05,1053.906221,-1053.906221,0.001694023,-89.99991,-89.99991,5445.546,0.2538344
90.96102,90.96102,0.9294345,0,0.4413874,0,0,34.64485,32.6347,0,-1.834157151,-1.83415715,-4.87085E-05,1053.924562,-1053.924562,0.001693536,-89.99991,-89.99991,5435.007,0.2538514
90.97102,90.97102,0.9294177,0,0.4413671,0,0,34.64485,32.64773,0,-1.822097144,-1.822097144,-4.87131E-05,1053.942783,-1053.942783,0.001693049,-89.99991,-89.99991,5424.468,0.2538683
