# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
8.3385,1751.3,80.712,-32.374,97.841,32.445,483.69,0.14504,483.69,0.017181,55.303,2.1531,33,107,32.132,2.2839,0,0.018214,-1.9837e-5,67.92,0,7.5787,0.058194,37.56,26.747,4.8058,0.096363,2612399,0,0.89361,0.56037,0.56866,0.43862,5.4295e-4,0.12121,0.57015,2.7259,3.7378e-4,0,0,0,0,0.01378,0.012746,2.25,3.9761,51.34,0.029734,NaN,51.852,942.22,1108.9,0.05,0.070672
8.3885,1755.3,79.098,-32.189,96.45,32.274,486.45,0.14679,486.45,0.017289,55.19,2.3352,33,107,32.132,2.6644,0,0.024838,-2.1445e-5,67.92,0,7.5787,0.058194,37.408,26.747,4.7384,0.095556,2590235,0,0.88288,0.56035,0.57144,0.43863,5.3383e-4,0.12119,0.67393,3.1676,4.5584e-4,0,0,0,0,0.02606,0.012583,2.25,3.9761,50.954,0.030084,NaN,51.838,942.08,1108.9,0.05,0.070884
8.4385,1759.2,77.49,-32.198,95.068,32.275,489.21,0.14854,489.21,0.017397,55.075,2.2335,33,107,32.132,2.5946,0,0.031703,-2.1542e-5,67.92,0,7.5787,0.058194,37.436,26.747,4.7505,0.094261,2554863,0,0.85812,0.56032,0.57087,0.43864,5.1937e-4,0.12116,0.65469,3.0663,-2.3683e-4,0,0,0,0,0.043635,0.012422,2.25,3.9761,50.444,0.030357,NaN,51.824,941.95,1108.8,0.05,0.07109
8.4885,1763.1,75.881,-32.114,93.696,32.194,491.96,0.1503,491.96,0.017505,54.963,2.2688,33,107,32.132,2.7304,0,0.038275,-2.2666e-5,67.92,0,7.5787,0.058194,37.382,26.747,4.7267,0.093443,2532449,0,0.84473,0.56029,0.57191,0.43865,5.1035e-4,0.12114,0.69217,3.2073,4.3326e-4,0,0,0,0,0.064716,0.012262,2.25,3.9761,49.815,0.030541,NaN,51.81,941.82,1108.8,0.05,0.071299
8.5385,1766.8,74.275,-32.144,92.334,32.216,494.71,0.15207,494.71,0.017613,54.852,2.1455,33,107,32.132,2.5941,0,0.044846,-2.3407e-5,67.92,0,7.5787,0.058194,37.436,26.747,4.7504,0.092391,2503672,0,0.82411,0.56026,0.57081,0.43866,4.9885e-4,0.12111,0.65453,3.0183,4.7226e-4,0,0,0,0,0.090885,0.012103,2.25,3.9761,49.066,0.030645,NaN,51.797,941.69,1108.8,0.05,0.071516
8.5885,1770.5,72.666,-32.23,90.983,32.289,497.45,0.15386,497.45,0.017721,54.749,1.9559,33,107,32.132,2.3182,0,0.050624,-2.4163e-5,67.92,0,7.5787,0.058194,37.545,26.747,4.7993,0.09128,2473313,0,0.80141,0.56023,0.56876,0.43866,4.8685e-4,0.12108,0.57934,2.6617,-3.7412e-4,0,0,0,0,0.11865,0.011946,2.25,3.9761,48.205,0.030672,NaN,51.784,941.56,1108.8,0.05,0.07171
8.6385,1774.1,71.051,-32.387,89.642,32.43,500.18,0.15565,500.18,0.01783,54.658,1.6854,33,107,32.132,1.8524,0,0.055359,-2.378e-5,67.92,0,7.5787,0.058194,37.736,26.747,4.884,0.090002,2438441,0,0.7749,0.5602,0.56575,0.43868,4.7323e-4,0.12105,0.45541,2.0781,1.4756e-4,0,0,0,0,0.14595,0.011791,2.25,3.9761,47.25,0.030635,NaN,51.771,941.44,1108.8,0.05,0.071904
8.6885,1777.6,69.427,-32.594,88.313,32.623,502.91,0.15745,502.91,0.017938,54.581,1.3702,33,107,32.132,1.229,0,0.058637,-2.1127e-5,67.92,0,7.5787,0.058194,38.002,26.747,5.0021,0.088565,2399278,0,0.74617,0.56016,0.56267,0.43869,4.5816e-4,0.12102,0.29547,1.3084,2.9599e-4,0,0,0,0,0.16911,0.011637,2.25,3.9761,46.221,0.030554,NaN,51.759,941.32,1108.8,0.05,0.072191
8.7385,1781,67.794,-32.663,86.995,32.687,505.64,0.15926,505.64,0.018047,54.517,1.246,33,107,32.132,0.9609,0,0.060681,-2.264e-5,67.92,0,7.5787,0.058194,38.12,26.747,5.0546,0.087728,2376387,0,0.73077,0.56014,0.56169,0.43869,4.4949e-4,0.121,0.22876,0.97207,-3.5602e-4,0,0,0,0,0.18458,0.011486,2.25,3.9761,45.146,0.030448,NaN,51.746,941.2,1108.7,0.05,0.072404
8.7885,1784.4,66.157,-32.852,85.69,32.867,508.37,0.16108,508.37,0.018155,54.46,0.99256,33,107,32.132,0.34286,0,0.061869,-6.5088e-6,67.92,0,7.5787,0.058194,38.401,26.747,5.1797,0.086369,2339359,0,0.70648,0.56011,0.56031,0.4387,4.356e-4,0.12097,0.079776,0.21495,-4.6942e-4,0,0,0,0,0.19796,0.011337,2.25,3.9761,44.041,0.030322,NaN,51.734,941.09,1108.7,0.05,0.072601
8.8385,1787.6,64.512,-32.937,84.396,32.948,511.09,0.16292,511.09,0.018264,54.414,0.8738,33,107,32.132,0.010888,0,0.061799,5.602e-4,67.92,0,7.5787,0.058194,38.558,26.747,5.2493,0.08545,2314274,0,0.69117,0.56009,0.56009,0.43871,4.2634e-4,0.12095,0.0025017,-0.1882,2.2228e-4,0,0,0,0,0.20179,0.011189,2.25,3.9761,42.927,0.03019,NaN,51.723,940.98,1108.7,0.05,0.072817
8.8885,1790.8,62.861,-33.108,83.116,33.115,513.81,0.16476,513.81,0.018372,54.375,0.67142,33,107,32.132,0.58566,0,-0.060933,4.6831e-5,67.92,0,7.5787,0.058194,38.289,26.747,5.1296,0.084073,2276777,0,0.66965,0.56005,0.56064,0.43872,4.1264e-4,0.12092,0.1375,0.90845,-2.6932e-4,0,0,0,0,-0.20266,0.011044,2.25,3.9761,41.821,0.030051,NaN,51.711,940.87,1108.7,0.05,0.073012
8.9385,1793.9,61.206,-33.066,81.849,33.074,516.53,0.16661,516.53,0.018481,54.342,0.70027,33,107,32.132,0.53092,0,-0.059309,4.0536e-5,67.92,0,7.5787,0.058194,38.314,26.747,5.1408,0.083694,2266321,0,0.66342,0.56004,0.56052,0.43872,4.089e-4,0.12091,0.1244,0.8334,2.1794e-5,0,0,0,0,-0.19375,0.0109,2.25,3.9761,40.739,0.029954,NaN,51.7,940.77,1108.7,0.05,0.073225
8.9885,1796.9,59.553,-33.058,80.597,33.065,519.24,0.16847,519.24,0.018589,54.307,0.69328,33,107,32.132,0.57707,0,-0.057936,3.546e-5,67.92,0,7.5787,0.058194,38.293,26.747,5.1313,0.083116,2250486,0,0.6543,0.56003,0.5606,0.43873,4.0325e-4,0.1209,0.13544,0.88248,-4.7298e-4,0,0,0,0,-0.18746,0.010759,2.25,3.9761,39.684,0.029888,NaN,51.69,940.66,1108.7,0.05,0.073438
9.0385,1799.9,57.9,-33.061,79.36,33.068,521.96,0.17034,521.96,0.018698,54.273,0.67301,33,107,32.132,0.66218,0,-0.056391,3.3074e-5,67.92,0,7.5787,0.058194,38.254,26.747,5.114,0.082425,2231581,0,0.64357,0.56001,0.56076,0.43873,3.9653e-4,0.12088,0.1559,0.97794,-3.9603e-5,0,0,0,0,-0.1806,0.010619,2.25,3.9761,38.654,0.02985,NaN,51.679,940.56,1108.7,0.05,0.073649
9.0885,1802.7,56.246,-33.104,78.139,33.11,524.67,0.17221,524.67,0.018806,54.24,0.61548,33,107,32.132,0.86724,0,-0.054642,3.4874e-5,67.92,0,7.5787,0.058194,38.161,26.747,5.0728,0.081458,2205251,0,0.62907,0.55999,0.56126,0.43874,3.8725e-4,0.12086,0.20573,1.2171,-3.7991e-4,0,0,0,0,-0.17362,0.010482,2.25,3.9761,37.655,0.029835,NaN,51.669,940.47,1108.7,0.05,0.073911
9.1385,1805.5,54.589,-33.172,76.934,33.176,527.38,0.1741,527.38,0.018915,54.211,0.53643,33,107,32.132,1.1524,0,-0.052473,3.7871e-5,67.92,0,7.5787,0.058194,38.034,26.747,5.0165,0.080261,2172673,0,0.61165,0.55996,0.56217,0.43875,3.759e-4,0.12084,0.27623,1.5504,1.4114e-4,0,0,0,0,-0.16492,0.010347,2.25,3.9761,36.69,0.029853,NaN,51.659,940.37,1108.7,0.05,0.074131
9.1885,1808.2,52.929,-33.233,75.747,33.236,530.09,0.176,530.09,0.019023,54.187,0.46362,33,107,32.132,1.4296,0,-0.04986,4.0621e-5,67.92,0,7.5787,0.058194,37.914,26.747,4.9629,0.078969,2137546,0,0.59324,0.55993,0.5633,0.43876,3.6384e-4,0.12081,0.34611,1.8719,4.7696e-5,0,0,0,0,-0.15382,0.010214,2.25,3.9761,35.768,0.029908,NaN,51.649,940.28,1108.6,0.05,0.074389
9.2385,1810.8,51.27,-33.114,74.58,33.119,532.8,0.1779,532.8,0.019131,54.162,0.54315,33,107,32.132,1.1584,0,-0.047232,4.1188e-5,67.92,0,7.5787,0.058194,38.031,26.747,5.0152,0.078577,2126776,0,0.58612,0.55992,0.56216,0.43876,3.6022e-4,0.1208,0.27772,1.5325,-3.1295e-4,0,0,0,0,-0.13942,0.010084,2.25,3.9761,34.895,0.030009,NaN,51.64,940.19,1108.6,0.05,0.074613
9.2885,1813.3,49.614,-33.165,73.432,33.168,535.51,0.17982,535.51,0.01924,54.136,0.4745,33,107,32.132,1.4208,0,-0.044889,4.5149e-5,67.92,0,7.5787,0.058194,37.917,26.747,4.9645,0.077092,2086438,0,0.56518,0.55989,0.56321,0.43877,3.4667e-4,0.12077,0.34386,1.8379,3.7721e-4,0,0,0,0,-0.13083,0.0099561,2.25,3.9761,34.066,0.030154,NaN,51.631,940.1,1108.6,0.05,0.074843
9.3385,1815.8,47.955,-33.156,72.304,33.159,538.21,0.18174,538.21,0.019348,54.113,0.4525,33,107,32.132,1.5089,0,-0.042179,4.8328e-5,67.92,0,7.5787,0.058194,37.879,26.747,4.9476,0.075812,2051658,0,0.54689,0.55986,0.5636,0.43878,3.3521e-4,0.12075,0.36633,1.932,-1.4965e-4,0,0,0,0,-0.11945,0.0098312,2.25,3.9761,33.282,0.030344,NaN,51.622,940.02,1108.6,0.05,0.075063
9.3885,1818.1,46.298,-33.117,71.199,33.12,540.92,0.18368,540.92,0.019456,54.09,0.45064,33,107,32.132,1.5079,0,-0.039563,5.2094e-5,67.92,0,7.5787,0.058194,37.879,26.747,4.9477,0.074579,2018169,0,0.52918,0.55983,0.56356,0.43879,3.2435e-4,0.12072,0.36607,1.9194,3.2385e-4,0,0,0,0,-0.1086,0.009709,2.25,3.9761,32.546,0.030585,NaN,51.614,939.94,1108.6,0.05,0.075295
9.4385,1820.4,44.645,-33.007,70.117,33.011,543.62,0.18562,543.62,0.019564,54.067,0.50027,33,107,32.132,1.2676,0,-0.037187,5.6968e-5,67.92,0,7.5787,0.058194,37.983,26.747,4.9937,0.073696,1994161,0,0.51569,0.55982,0.56248,0.43879,3.1669e-4,0.12071,0.30507,1.6212,-2.1876e-4,0,0,0,0,-0.098255,0.0095897,2.25,3.9761,31.856,0.030875,NaN,51.606,939.86,1108.6,0.05,0.075521
9.4885,1822.6,42.998,-32.845,69.059,32.85,546.32,0.18757,546.32,0.019671,54.04,0.58537,33,107,32.132,0.83511,0,-0.03541,6.6795e-5,67.92,0,7.5787,0.058194,38.174,26.747,5.0787,0.073114,1978272,0,0.50617,0.5598,0.56098,0.4388,3.1169e-4,0.12069,0.19784,1.095,2.9481e-4,0,0,0,0,-0.090515,0.0094732,2.25,3.9761,31.204,0.031213,NaN,51.598,939.79,1108.6,0.05,0.075763
9.5385,1824.7,41.36,-32.693,68.026,32.699,549.03,0.18953,549.03,0.019779,54.009,0.65982,33,107,32.132,0.41006,0,-0.034348,9.6589e-5,67.92,0,7.5787,0.058194,38.368,26.747,5.165,0.072466,1960641,0,0.49641,0.55979,0.56008,0.4388,3.0617e-4,0.12068,0.095623,0.58033,4.7204e-4,0,0,0,0,-0.086697,0.0093597,2.25,3.9761,30.577,0.031584,NaN,51.591,939.72,1108.6,0.05,0.075982
9.5885,1826.7,39.731,-32.426,67.019,32.437,551.72,0.1915,551.72,0.019887,53.972,0.82284,33,107,32.132,0.44736,0,0.034206,-5.5806e-6,67.92,0,7.5787,0.058194,38.351,26.747,5.1573,0.07275,1968213,0,0.50032,0.55979,0.56014,0.4388,3.0858e-4,0.12069,0.10447,0.45386,3.5973e-4,0,0,0,0,0.085313,0.0092491,2.25,3.9761,29.962,0.031989,NaN,51.583,939.65,1108.6,0.05,0.076206
9.6385,1828.7,38.114,-32.316,66.038,32.327,554.42,0.19347,554.42,0.019994,53.929,0.85985,33,107,32.132,0.7534,0,0.035105,-1.7576e-5,67.92,0,7.5787,0.058194,38.211,26.747,5.095,0.071857,1943936,0,0.4886,0.55978,0.56074,0.4388,3.0102e-4,0.12067,0.17794,0.81487,3.797e-4,0,0,0,0,0.092109,0.0091413,2.25,3.9761,29.339,0.03241,NaN,51.576,939.58,1108.6,0.05,0.076441
9.6885,1830.5,36.501,-32.198,65.084,32.21,557.12,0.19546,557.12,0.020102,53.885,0.90156,33,107,32.132,1.0907,0,0.036313,-2.4172e-5,67.92,0,7.5787,0.058194,38.06,26.747,5.028,0.071055,1922151,0,0.47858,0.55976,0.56174,0.43881,2.9432e-4,0.12066,0.26081,1.211,1.4451e-4,0,0,0,0,0.10079,0.0090368,2.25,3.9761,28.697,0.032829,NaN,51.57,939.52,1108.6,0.05,0.07671
9.7385,1832.3,34.893,-32.107,64.158,32.12,559.81,0.19746,559.81,0.020209,53.84,0.92149,33,107,32.132,1.3456,0,0.037959,-2.49e-5,67.92,0,7.5787,0.058194,37.949,26.747,4.9785,0.070094,1896073,0,0.46651,0.55974,0.56273,0.43882,2.8639e-4,0.12064,0.32474,1.5031,2.1656e-4,0,0,0,0,0.11318,0.0089355,2.25,3.9761,28.029,0.033238,NaN,51.563,939.46,1108.5,0.05,0.076984
9.7885,1834,33.29,-32.023,63.261,32.037,562.5,0.19946,562.5,0.020317,53.793,0.93556,33,107,32.132,1.5838,0,0.039863,-2.523e-5,67.92,0,7.5787,0.058194,37.846,26.747,4.933,0.069136,1870058,0,0.4547,0.55972,0.56382,0.43882,2.7858e-4,0.12062,0.38552,1.7739,1.5503e-4,0,0,0,0,0.1283,0.0088376,2.25,3.9761,27.329,0.033636,NaN,51.557,939.4,1108.5,0.05,0.077219
9.8385,1835.6,31.691,-31.944,62.394,31.958,565.19,0.20148,565.19,0.020425,53.746,0.94628,33,107,32.132,1.8142,0,0.04202,-2.5264e-5,67.92,0,7.5787,0.058194,37.749,26.747,4.8898,0.068212,1844991,0,0.44355,0.5597,0.56503,0.43883,2.7116e-4,0.1206,0.44524,2.0305,4.2807e-4,0,0,0,0,0.14645,0.0087431,2.25,3.9761,26.592,0.034023,NaN,51.552,939.34,1108.5,0.05,0.077456
9.8885,1837.2,30.094,-31.929,61.557,31.942,567.88,0.2035,567.88,0.020532,53.7,0.91112,33,107,32.132,1.8496,0,0.044283,-1.9706e-5,67.92,0,7.5787,0.058194,37.734,26.747,4.8832,0.066835,1807669,0,0.42593,0.55968,0.56521,0.43883,2.6029e-4,0.12058,0.45447,2.0497,2.3095e-5,0,0,0,0,0.16943,0.0086522,2.25,3.9761,25.816,0.0344,NaN,51.546,939.29,1108.5,0.05,0.077694
9.9385,1838.6,28.501,-31.777,60.753,31.792,570.56,0.20554,570.56,0.02064,53.653,0.97241,33,107,32.132,2.3097,0,0.046692,-2.7885e-5,67.92,0,7.5787,0.058194,37.546,26.747,4.7993,0.066658,1802809,0,0.42584,0.55967,0.56813,0.43884,2.5891e-4,0.12058,0.57679,2.5791,-1.6272e-4,0,0,0,0,0.18936,0.008565,2.25,3.9761,24.998,0.034773,NaN,51.541,939.24,1108.5,0.05,0.077933
9.9885,1840,26.915,-31.701,59.981,31.716,573.24,0.20758,573.24,0.020748,53.604,0.97994,33,107,32.132,2.5354,0,0.049596,-2.8634e-5,67.92,0,7.5787,0.058194,37.455,26.747,4.7592,0.065967,1784059,0,0.41823,0.55966,0.56975,0.43884,2.5355e-4,0.12057,0.63811,2.8187,1.7981e-4,0,0,0,0,0.21815,0.0084813,2.25,3.9761,24.131,0.035132,NaN,51.536,939.2,1108.5,0.05,0.078179
10.039,1841.3,25.331,-31.639,59.243,31.654,575.92,0.20963,575.92,0.020856,53.555,0.97785,33,107,32.132,2.7173,0,0.052597,-2.9312e-5,67.92,0,7.5787,0.058194,37.383,26.747,4.7273,0.065268,1765078,0,0.41039,0.55965,0.57114,0.43884,2.4819e-4,0.12055,0.68818,3.003,-3.1172e-5,0,0,0,0,0.25064,0.0084014,2.25,3.9761,23.212,0.035474,NaN,51.531,939.15,1108.5,0.05,0.078415
10.089,1842.6,23.75,-31.602,58.541,31.616,578.6,0.2117,578.6,0.020963,53.506,0.96043,33,107,32.132,2.8278,0,0.055692,-2.8235e-5,67.92,0,7.5787,0.058194,37.34,26.747,4.7081,0.064473,1743515,0,0.40105,0.55963,0.57202,0.43885,2.4216e-4,0.12054,0.71886,3.0967,4.5409e-4,0,0,0,0,0.28798,0.0083255,2.25,3.9761,22.237,0.0358,NaN,51.527,939.11,1108.5,0.05,0.078615
10.139,1843.7,22.172,-31.521,57.874,31.536,581.27,0.21377,581.27,0.021071,53.458,0.97133,33,107,32.132,3.0522,0,0.058863,-3.2176e-5,67.92,0,7.5787,0.058194,37.254,26.747,4.6696,0.064195,1735942,0,0.3989,0.55963,0.57392,0.43885,2.4007e-4,0.12054,0.78187,3.3269,-4.5184e-4,0,0,0,0,0.32451,0.0082536,2.25,3.9761,21.207,0.036109,NaN,51.523,939.07,1108.5,0.05,0.07877
10.189,1844.8,20.596,-31.533,57.244,31.547,583.94,0.21585,583.94,0.021179,53.41,0.92494,33,107,32.132,3.0162,0,0.062104,-2.7829e-5,67.92,0,7.5787,0.058194,37.267,26.747,4.6757,0.063184,1708569,0,0.3862,0.55961,0.57359,0.43886,2.3255e-4,0.12052,0.7717,3.2357,9.7523e-5,0,0,0,0,0.37287,0.0081857,2.25,3.9761,20.118,0.0364,NaN,51.519,939.03,1108.5,0.05,0.078922
10.239,1845.8,19.02,-31.488,56.653,31.501,586.61,0.21795,586.61,0.021287,53.365,0.91529,33,107,32.132,3.1272,0,0.065197,-3.0173e-5,67.92,0,7.5787,0.058194,37.225,26.747,4.6568,0.062844,1699333,0,0.38269,0.5596,0.57455,0.43886,2.3005e-4,0.12051,0.8031,3.3248,-3.2356e-4,0,0,0,0,0.41541,0.0081221,2.25,3.9761,18.972,0.036671,NaN,51.515,939,1108.5,0.05,0.079086
10.289,1846.7,17.446,-31.473,56.101,31.485,589.28,0.22005,589.28,0.021395,53.319,0.8898,33,107,32.132,3.1504,0,0.068338,-3.0383e-5,67.92,0,7.5787,0.058194,37.216,26.747,4.6529,0.062357,1686105,0,0.37689,0.55959,0.57475,0.43886,2.2648e-4,0.12051,0.8097,3.3044,-2.6542e-4,0,0,0,0,0.46356,0.0080628,2.25,3.9761,17.77,0.036924,NaN,51.512,938.97,1108.5,0.05,0.079322
10.339,1847.5,15.873,-31.482,55.59,31.494,591.94,0.22216,591.94,0.021503,53.276,0.85207,33,107,32.132,3.0986,0,0.071344,-2.8315e-5,67.92,0,7.5787,0.058194,37.236,26.747,4.6616,0.061724,1668962,0,0.36897,0.55958,0.57428,0.43886,2.219e-4,0.1205,0.79499,3.1908,1.8139e-4,0,0,0,0,0.51565,0.0080079,2.25,3.9761,16.513,0.03716,NaN,51.509,938.94,1108.5,0.05,0.07951
10.389,1848.3,14.299,-31.443,55.121,31.455,594.61,0.22428,594.61,0.021611,53.234,0.8447,33,107,32.132,3.1582,0,0.074262,-3.4927e-5,67.92,0,7.5787,0.058194,37.213,26.747,4.6515,0.061821,1671547,0,0.37046,0.55958,0.57481,0.43886,2.226e-4,0.1205,0.81192,3.2201,-2.6126e-4,0,0,0,0,0.55694,0.0079575,2.25,3.9761,15.202,0.03738,NaN,51.507,938.91,1108.5,0.05,0.079661
10.439,1849,12.728,-31.39,54.693,31.402,597.27,0.22641,597.27,0.02172,53.191,0.84763,33,107,32.132,3.2256,0,0.077264,-4.6467e-5,67.92,0,7.5787,0.058194,37.188,26.747,4.6402,0.062347,1685728,0,0.37719,0.55959,0.57543,0.43886,2.2641e-4,0.12051,0.83113,3.2642,-3.5617e-4,0,0,0,0,0.59277,0.0079115,2.25,3.9761,13.839,0.03758,NaN,51.504,938.89,1108.5,0.05,0.079811
10.489,1849.5,11.158,-31.448,54.309,31.458,599.93,0.22855,599.93,0.021828,53.15,0.79482,33,107,32.132,3.0237,0,0.080179,-4.1735e-5,67.92,0,7.5787,0.058194,37.264,26.747,4.6743,0.061648,1666802,0,0.36761,0.55958,0.57362,0.43886,2.2135e-4,0.12049,0.7738,2.9644,-4.6554e-4,0,0,0,0,0.65289,0.0078701,2.25,3.9761,12.421,0.037751,NaN,51.502,938.87,1108.5,0.05,0.07996
10.539,1850.1,9.5839,-31.508,53.969,31.517,602.58,0.2307,602.58,0.021936,53.112,0.7448,33,107,32.132,2.8008,0,0.0827,-3.5519e-5,67.92,0,7.5787,0.058194,37.35,26.747,4.7126,0.060959,1648153,0,0.35825,0.55957,0.57174,0.43887,2.1642e-4,0.12048,0.71132,2.6414,-4.0056e-4,0,0,0,0,0.71039,0.0078336,2.25,3.9761,10.955,0.037898,NaN,51.5,938.85,1108.5,0.05,0.080116
10.589,1850.5,8.0064,-31.596,53.676,31.604,605.24,0.23286,605.24,0.022045,53.076,0.68357,33,107,32.132,2.5052,0,0.084842,-1.6729e-5,67.92,0,7.5787,0.058194,37.467,26.747,4.7642,0.059769,1615957,0,0.34299,0.55955,0.56941,0.43887,2.0803e-4,0.12046,0.62979,2.223,3.2455e-4,0,0,0,0,0.77774,0.007802,2.25,3.9761,9.4462,0.038031,NaN,51.499,938.84,1108.5,0.05,0.080281
10.639,1850.9,6.4252,-31.644,53.43,31.651,607.89,0.23504,607.89,0.022153,53.043,0.64854,33,107,32.132,2.2932,0,0.086591,-8.6693e-6,67.92,0,7.5787,0.058194,37.551,26.747,4.8019,0.059298,1603215,0,0.3367,0.55954,0.56788,0.43888,2.0475e-4,0.12046,0.57227,1.925,4.178e-4,0,0,0,0,0.82305,0.0077753,2.25,3.9761,7.9029,0.03816,NaN,51.497,938.83,1108.5,0.05,0.080458
10.689,1851.1,4.8424,-31.665,53.231,31.672,610.54,0.23722,610.54,0.022261,53.011,0.6357,33,107,32.132,2.1292,0,0.088129,-1.9578e-5,67.92,0,7.5787,0.058194,37.618,26.747,4.8315,0.059635,1612309,0,0.33987,0.55954,0.56678,0.43887,2.0709e-4,0.12046,0.52831,1.7095,-2.5544e-4,0,0,0,0,0.84294,0.0077536,2.25,3.9761,6.3301,0.038287,NaN,51.496,938.82,1108.5,0.05,0.080612
10.739,1851.4,3.2589,-31.672,53.079,31.678,613.19,0.23941,613.19,0.02237,52.979,0.64493,33,107,32.132,1.9662,0,0.089537,-5.818e-5,67.92,0,7.5787,0.058194,37.685,26.747,4.8614,0.060951,1647877,0,0.35441,0.55957,0.56578,0.43887,2.1636e-4,0.12048,0.48509,1.5255,3.5608e-4,0,0,0,0,0.83293,0.0077366,2.25,3.9761,4.731,0.038411,NaN,51.496,938.81,1108.5,0.05,0.080773
10.789,1851.5,1.6738,-31.741,52.973,31.747,615.84,0.24161,615.84,0.022478,52.947,0.61492,33,107,32.132,1.6766,0,0.090737,-4.9146e-5,67.92,0,7.5787,0.058194,37.806,26.747,4.9151,0.06045,1634348,0,0.3476,0.55956,0.56413,0.43887,2.1281e-4,0.12048,0.40941,1.1424,-5.8959e-5,0,0,0,0,0.86963,0.0077245,2.25,3.9761,3.108,0.038524,NaN,51.495,938.81,1108.5,0.05,0.080925
10.839,1851.5,0.085232,-31.801,52.917,31.806,618.49,0.24382,618.49,0.022587,52.917,0.59771,33,107,32.132,1.3937,0,0.091575,-5.0611e-5,67.92,0,7.5787,0.058194,37.927,26.747,4.9688,0.06035,1631629,0,0.3456,0.55956,0.56276,0.43887,2.121e-4,0.12047,0.33689,0.78532,2.8698e-4,0,0,0,0,0.88873,0.0077175,2.25,3.9761,1.4667,0.038629,NaN,51.495,938.8,1108.5,0.05,0.081127
10.889,1851.5,-1.5063,-31.86,52.909,31.866,621.13,0.24604,621.13,0.022696,52.887,0.58432,33,107,32.132,1.1058,0,0.092105,-4.9722e-5,67.92,0,7.5787,0.058194,38.052,26.747,5.0245,0.060234,1628508,0,0.34356,0.55955,0.56159,0.43887,2.1129e-4,0.12047,0.26453,0.42636,-4.2349e-4,0,0,0,0,0.90249,0.0077155,2.25,3.9761,-0.18687,0.038731,NaN,51.495,938.81,1108.5,0.0025,0.081786
10.91,1851.4,-2.1659,-30.237,66.757,85.529,622.26,0.24699,622.26,0.022742,51.351,80.006,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.060224,1628238,0,46.968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0077155,NaN,NaN,NaN,NaN,13.853,51.495,938.81,1108.5,0.01918,0.082334
10.93,1851.4,-2.7567,-29.596,65.353,82.171,623.27,0.24785,623.27,0.022785,49.821,76.656,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.058958,1593994,0,45.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007494,NaN,NaN,NaN,NaN,13.966,51.495,938.81,1108.5,0.019964,0.082429
10.951,1851.3,-3.3558,-28.962,64.149,79.308,624.29,0.24873,624.29,0.022828,48.294,73.83,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.057872,1564635,0,43.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007274,NaN,NaN,NaN,NaN,14.269,51.495,938.81,1108.5,0.020684,0.082507
10.972,1851.3,-3.9634,-28.344,62.956,76.516,625.31,0.24961,625.31,0.022871,46.77,71.073,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.056795,1535527,0,41.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070554,NaN,NaN,NaN,NaN,14.573,51.496,938.81,1108.5,0.021439,0.082618
10.995,1851.2,-4.5848,-27.758,61.521,73.287,626.34,0.25051,626.34,0.022916,45.252,67.827,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.055501,1500543,0,39.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0068385,NaN,NaN,NaN,NaN,14.624,51.496,938.81,1108.5,0.022383,0.082733
