# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
11.018,1851,-5.2204,-27.189,60.104,70.165,627.38,0.25143,627.38,0.022962,43.74,64.683,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.054222,1465968,0,38.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0066237,NaN,NaN,NaN,NaN,14.677,51.496,938.82,1108.5,0.02338,0.082848
11.043,1850.9,-5.8768,-26.659,58.43,66.63,628.43,0.25238,628.43,0.02301,42.236,61.064,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.052712,1425154,0,35.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0064113,NaN,NaN,NaN,NaN,14.457,51.497,938.82,1108.5,0.02462,0.082972
11.069,1850.7,-6.5571,-26.155,56.681,63.063,629.51,0.25336,629.51,0.023059,40.744,57.383,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.051134,1382500,0,33.861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006202,NaN,NaN,NaN,NaN,14.14,51.497,938.82,1108.5,0.026012,0.083084
11.096,1850.6,-7.2557,-25.629,55.263,60.186,630.6,0.25435,630.6,0.02311,39.259,54.456,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.049855,1347913,0,32.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059964,NaN,NaN,NaN,NaN,14.129,51.498,938.83,1108.5,0.027256,0.083215
11.124,1850.3,-7.9699,-25.1,54.001,57.644,631.7,0.25537,631.7,0.023162,37.783,51.892,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.048716,1317136,0,30.734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057945,NaN,NaN,NaN,NaN,14.252,51.498,938.84,1108.5,0.028458,0.083324
11.154,1850.1,-8.6902,-24.527,53.166,55.86,632.79,0.25639,632.79,0.023215,36.309,50.187,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.047963,1296783,0,29.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055963,NaN,NaN,NaN,NaN,14.783,51.499,938.84,1108.5,0.029367,0.083436
11.184,1849.8,-9.416,-23.963,52.372,54.162,633.87,0.25742,633.87,0.023268,34.838,48.573,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.047247,1277415,0,28.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054015,NaN,NaN,NaN,NaN,15.337,51.5,938.85,1108.5,0.030287,0.08355
11.216,1849.5,-10.159,-23.482,51.175,51.85,634.94,0.25847,634.95,0.023323,33.375,46.228,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.046167,1248234,0,27.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052103,NaN,NaN,NaN,NaN,15.464,51.501,938.86,1108.5,0.031638,0.083665
11.249,1849.2,-10.924,-23.043,49.838,49.376,636.03,0.25953,636.03,0.02338,31.924,43.669,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.044961,1215638,0,26.179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050242,NaN,NaN,NaN,NaN,15.417,51.502,938.87,1108.5,0.033223,0.083773
11.284,1848.8,-11.719,-22.649,48.351,46.75,637.12,0.26063,637.12,0.023438,30.489,40.897,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.043619,1179357,0,24.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0048445,NaN,NaN,NaN,NaN,15.176,51.503,938.88,1108.5,0.035089,0.083879
11.322,1848.3,-12.561,-22.367,46.413,43.605,638.25,0.26177,638.25,0.0235,29.081,37.432,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.041871,1132105,0,22.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0046727,NaN,NaN,NaN,NaN,14.42,51.505,938.9,1108.5,0.03762,0.083984
11.362,1847.8,-13.446,-22.055,44.685,40.874,639.38,0.26296,639.38,0.023564,27.7,34.413,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.040312,1.09e6,0,21.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0045117,NaN,NaN,NaN,NaN,13.802,51.506,938.91,1108.5,0.040133,0.084112
11.404,1847.2,-14.36,-21.645,43.441,38.82,640.53,0.26417,640.53,0.02363,26.338,32.225,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.039189,1059628,0,19.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043626,NaN,NaN,NaN,NaN,13.607,51.508,938.93,1108.5,0.042257,0.084283
11.448,1846.6,-15.28,-21.072,42.892,37.593,641.65,0.26538,641.65,0.023697,24.98,31.132,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.038694,1046254,0,19.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042247,NaN,NaN,NaN,NaN,14.078,51.51,938.95,1108.5,0.043636,0.084395
11.494,1845.8,-16.233,-20.703,41.657,35.625,642.77,0.26662,642.77,0.023766,23.645,28.992,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.03758,1016151,0,18.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040955,NaN,NaN,NaN,NaN,13.774,51.513,938.97,1108.5,0.046047,0.084508
11.542,1845,-17.214,-20.286,40.639,33.925,643.88,0.26788,643.88,0.023838,22.33,27.191,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.036661,991334,0,17.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039802,NaN,NaN,NaN,NaN,13.611,51.515,939,1108.5,0.048355,0.08462
11.591,1844.1,-18.171,-19.508,40.838,33.441,644.94,0.26912,644.94,0.023908,20.997,27.161,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.036841,996205,0,17.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038791,NaN,NaN,NaN,NaN,14.703,51.518,939.03,1108.5,0.049055,0.084731
11.642,1843.2,-19.136,-18.971,40.332,32.251,645.97,0.27036,645.97,0.02398,19.671,26.082,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.036384,983884,0,17.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003785,NaN,NaN,NaN,NaN,15.009,51.521,939.06,1108.5,0.050864,0.08485
11.696,1842.1,-20.157,-18.779,38.854,30.158,647.01,0.27164,647.01,0.024055,18.387,23.597,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.035051,947860,0,15.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037037,NaN,NaN,NaN,NaN,14.144,51.525,939.09,1108.5,0.054395,0.084968
11.752,1841,-21.171,-18.105,38.745,29.291,648,0.27292,648,0.024131,17.098,23.026,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.034952,945212,0,15.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003644,NaN,NaN,NaN,NaN,14.701,51.528,939.12,1108.5,0.056004,0.085084
11.811,1839.7,-22.202,-17.61,38.189,28.024,648.97,0.2742,648.97,0.024209,15.822,21.8,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.03445,931671,0,15.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035962,NaN,NaN,NaN,NaN,14.685,51.533,939.16,1108.5,0.058535,0.085192
11.872,1838.3,-23.249,-17.094,37.708,26.802,649.9,0.27549,649.9,0.024288,14.558,20.643,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.034016,919965,0,14.991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035649,NaN,NaN,NaN,NaN,14.657,51.537,939.21,1108.5,0.061206,0.085299
11.936,1836.8,-24.3,-16.492,37.451,25.731,650.78,0.27679,650.78,0.024369,13.299,19.751,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.033785,913732,0,14.788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035501,NaN,NaN,NaN,NaN,14.803,51.542,939.25,1108.5,0.063752,0.085413
12.003,1835.1,-25.365,-15.941,37.09,24.549,651.63,0.27809,651.63,0.024452,12.051,18.669,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.033459,904967,0,14.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035504,NaN,NaN,NaN,NaN,14.723,51.547,939.31,1108.5,0.066822,0.085522
12.073,1833.3,-26.446,-15.381,36.759,23.35,652.43,0.2794,652.43,0.024537,10.817,17.568,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.03316,896929,0,14.248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035671,NaN,NaN,NaN,NaN,14.554,51.553,939.36,1108.5,0.070254,0.085633
12.146,1831.3,-27.509,-14.579,36.944,22.487,653.18,0.28071,653.18,0.024623,9.5683,17.121,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.033327,901475,0,14.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036002,NaN,NaN,NaN,NaN,14.98,51.56,939.42,1108.5,0.072951,0.085735
12.222,1829.2,-28.565,-13.837,37.014,21.508,653.86,0.282,653.86,0.024711,8.3124,16.467,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.033389,903213,0,14.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036439,NaN,NaN,NaN,NaN,15.196,51.567,939.49,1108.6,0.076269,0.085835
12.302,1826.9,-29.612,-13.088,37.103,20.504,654.47,0.2833,654.47,0.024801,7.0496,15.784,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.03347,905438,0,14.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036994,NaN,NaN,NaN,NaN,15.367,51.575,939.56,1108.6,0.080004,0.085936
12.383,1824.4,-30.58,-11.902,38.017,20.171,654.99,0.28455,654.99,0.024891,5.7252,16.286,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.034294,927801,0,15.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037662,NaN,NaN,NaN,NaN,16.793,51.583,939.64,1108.6,0.081325,0.086035
12.469,1821.8,-31.539,-11.204,38.081,19.149,655.43,0.2858,655.43,0.024983,4.3949,15.529,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.034351,929415,0,15.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038335,NaN,NaN,NaN,NaN,16.97,51.592,939.73,1108.6,0.085668,0.086129
12.561,1818.8,-32.516,-10.635,37.923,17.86,655.77,0.28705,655.77,0.02508,3.077,14.349,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.034208,925606,0,15.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039117,NaN,NaN,NaN,NaN,16.662,51.601,939.82,1108.6,0.091848,0.086205
12.662,1815.5,-33.556,-10.244,37.45,16.163,656.02,0.28835,656.02,0.025184,1.8081,12.502,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.033781,914120,0,14.795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040035,NaN,NaN,NaN,NaN,15.502,51.612,939.92,1108.6,0.10149,0.086281
12.769,1811.8,-34.534,-9.1558,38.089,15.362,656.14,0.28963,656.14,0.025291,0.49099,12.335,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.034357,929798,0,15.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041138,NaN,NaN,NaN,NaN,16.213,51.623,940.03,1108.6,0.10679,0.086355
12.882,1807.9,-35.45,-8.131,38.657,14.553,656.12,0.29087,656.12,0.025401,0.8697,12.069,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.034869,943749,0,15.768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042254,NaN,NaN,NaN,NaN,16.881,51.636,940.16,1108.6,0.11272,0.086431
13.002,1803.6,-36.311,-7.1887,39.131,13.693,655.93,0.29209,655.93,0.025514,2.2658,11.654,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.035296,955415,0,16.159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043387,NaN,NaN,NaN,NaN,17.439,51.65,940.29,1108.6,0.1198,0.086507
13.135,1798.7,-37.176,-6.5087,39.239,12.346,655.54,0.29331,655.54,0.025636,3.6597,10.491,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.035393,958154,0,16.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0044544,NaN,NaN,NaN,NaN,17.139,51.666,940.44,1108.7,0.13287,0.086582
13.276,1793.4,-37.958,-5.5173,39.804,11.576,654.92,0.29449,654.92,0.025764,5.1019,10.177,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.035902,972045,0,16.723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0045791,NaN,NaN,NaN,NaN,17.882,51.683,940.6,1108.7,0.14171,0.086659
13.447,1786.8,-38.822,-5.0593,39.648,9.6042,653.93,0.29574,653.93,0.025912,6.4962,8.1636,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.035761,968371,0,16.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0047026,NaN,NaN,NaN,NaN,16.555,51.702,940.78,1108.7,0.1708,0.086733
13.658,1778.6,-39.726,-4.2863,39.865,7.7791,652.41,0.29706,652.41,0.026088,7.8651,6.4917,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.035955,973811,0,16.781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0048426,NaN,NaN,NaN,NaN,15.554,51.726,941.01,1108.7,0.21088,0.086807
13.912,1768.4,-40.538,-3.1986,40.47,6.4657,650.24,0.29834,650.24,0.026288,9.2908,5.6191,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.0365,988781,0,17.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004993,NaN,NaN,NaN,NaN,15.587,51.755,941.29,1108.8,0.25371,0.08688
14.205,1756.4,-41.156,-2.1102,41.139,5.5984,647.29,0.29947,647.29,0.026508,10.81,5.1855,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037102,1005378,0,17.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051404,NaN,NaN,NaN,NaN,16.3,51.791,941.64,1108.8,0.29302,0.086959
14.582,1740.8,-41.666,-1.3541,41.527,4.3521,642.92,0.30048,642.92,0.026778,12.369,4.1361,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.03745,1015142,0,18.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052753,NaN,NaN,NaN,NaN,16.348,51.834,942.04,1108.8,0.37692,0.087045
15.082,1719.9,-42.045,-0.75748,41.794,2.5678,636.43,0.30118,636.43,0.027114,13.596,2.4535,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037689,1022051,0,18.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054063,NaN,NaN,NaN,NaN,15.634,51.89,942.57,1108.9,0.5,0.08712
15.582,1698.8,-42.173,-0.25587,42.054,0.71134,629.72,0.30136,629.72,0.027419,13.264,0.66373,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037921,1028917,0,18.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055118,NaN,NaN,NaN,NaN,12.727,51.964,943.29,1109,0.5,0.087208
16.082,1677.7,-42.173,-3.0787e-4,42.237,1.774,623.31,0.3012,623.31,0.027687,12.377,1.774,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.038083,1033904,0,18.885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055091,NaN,NaN,NaN,NaN,10.942,52.04,944,1109.1,0.5,0.087283
16.582,1656.6,-42.187,-0.028884,42.173,0.12587,617.1,0.30085,617.1,0.027933,12.438,0.12251,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.038023,1032866,0,18.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005465,NaN,NaN,NaN,NaN,12.545,52.115,944.72,1109.2,0.5,0.087357
17.082,1635.5,-42.181,0.013112,42.188,0.19486,610.86,0.30039,610.86,0.028175,12.536,0.19442,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.038034,1033745,0,18.865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054696,NaN,NaN,NaN,NaN,12.7,52.19,945.44,1109.2,0.5,0.087436
17.582,1614.5,-42.158,0.046152,42.212,1.2396,604.44,0.29985,604.44,0.028423,13.155,1.2387,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.038052,1034849,0,18.898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054736,NaN,NaN,NaN,NaN,14.166,52.265,946.16,1109.3,0.5,0.087511
18.082,1593.4,-42.15,0.015162,42.169,0.73576,597.77,0.29926,597.77,0.028684,13.523,0.73561,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.03801,1034298,0,18.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055017,NaN,NaN,NaN,NaN,14.126,52.34,946.88,1109.4,0.5,0.087585
18.582,1572.3,-42.132,0.036455,42.179,1.1794,590.86,0.29864,590.86,0.028959,14.112,1.1788,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.038016,1035049,0,18.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055198,NaN,NaN,NaN,NaN,15.074,52.415,947.59,1109.5,0.5,0.087663
19.082,1551.3,-42.12,0.024245,42.155,1.0638,583.67,0.29798,583.67,0.029251,14.644,1.0635,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037992,1034984,0,18.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005549,NaN,NaN,NaN,NaN,15.512,52.491,948.31,1109.6,0.5,0.087764
19.582,1530.2,-42.106,0.028138,42.147,1.1556,576.49,0.29728,576.49,0.029546,14.066,1.1553,33,107,32.132,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037982,1035286,0,18.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055769,NaN,NaN,NaN,NaN,13.138,52.566,949.03,1109.7,0.5,0.087834
20.082,1509.1,-42.082,0.048612,42.162,1.6724,569.67,0.29657,569.67,0.029828,13.23,1.6717,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037993,1036176,0,18.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055436,NaN,NaN,NaN,NaN,11.886,52.641,949.75,1109.7,0.5,0.0879
20.582,1488.1,-42.079,0.0056193,42.105,1.0653,562.92,0.29585,562.92,0.030113,13.763,1.0653,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037938,1035274,0,18.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054968,NaN,NaN,NaN,NaN,14.632,52.716,950.46,1109.8,0.5,0.087968
21.082,1467.1,-42.071,0.014777,42.094,0.8646,555.93,0.29514,555.93,0.030418,14.195,0.86447,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037926,1035518,0,18.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055243,NaN,NaN,NaN,NaN,14.901,52.791,951.18,1109.9,0.5,0.088037
21.582,1446,-42.066,0.011313,42.071,0.075327,548.82,0.29443,548.82,0.030738,14.233,0.074472,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037903,1035469,0,18.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055466,NaN,NaN,NaN,NaN,14.3,52.866,951.9,1110,0.5,0.088102
22.082,1425,-42.054,0.022631,42.067,0.20998,541.73,0.2937,541.73,0.031063,14.128,0.20875,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037895,1035855,0,18.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005548,NaN,NaN,NaN,NaN,13.966,52.941,952.61,1110.1,0.5,0.088168
22.582,1404,-42.042,0.024089,42.054,0.040044,534.66,0.29298,534.66,0.031396,14.144,0.031988,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037882,1036063,0,18.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055411,NaN,NaN,NaN,NaN,14.177,53.016,953.33,1110.2,0.5,0.088233
23.082,1383,-42.03,0.025304,42.043,0.14232,527.61,0.29224,527.61,0.031736,14.074,0.14005,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037868,1036281,0,18.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055406,NaN,NaN,NaN,NaN,13.968,53.091,954.04,1110.2,0.5,0.088301
23.582,1362,-42.01,0.038428,42.047,0.92664,520.69,0.29151,520.69,0.032078,13.611,0.92584,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037869,1036898,0,18.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055353,NaN,NaN,NaN,NaN,12.871,53.166,954.77,1110.3,0.5,0.088367
24.082,1341,-42.001,0.018463,42.013,0.37671,513.93,0.29079,513.93,0.032419,13.423,0.37626,33,107,32.133,NaN,NaN,NaN,NaN,67.92,0,NaN,NaN,NaN,NaN,NaN,0.037836,1036612,0,18.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055085,NaN,NaN,NaN,NaN,13.126,53.241,955.52,1110.4,0.5,0.088457
