# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
19.344,9334.4,41.744,-32.154,75.99,32.161,1773.6,1.1336,1773.6,0.03662,63.498,0.67767,33,107.01,32.109,1.2594,-7.98E-08,0.053688,1.55E-07,82.153,0,8.7843,0.06234,37.987,29.329,3.8481,0.076719,1676248,0,0.421,0.55988,0.56251,0.43877,3.43E-04,0.12077,0.30302,0.96659,-3.19E-04,0,0,0,0,0.19949,0.010571,2.25,3.9761,31.543,0.079407,NaN,24.809,708.19,1079,0.05,0.24208
19.394,9336.4,40.138,-32.073,75.091,32.082,1776.8,1.1386,1776.8,0.036715,63.463,0.72064,33,107.01,32.109,1.5632,-7.98E-08,0.054689,-2.67E-05,82.153,0,8.7843,0.06234,37.856,29.329,3.7899,0.076719,1676157,0,0.422,0.55988,0.56388,0.43877,3.43E-04,0.12077,0.38028,1.2347,4.99E-04,0,0,0,0,0.207,0.010473,2.25,3.9761,30.568,0.079452,NaN,24.802,708.14,1079,0.05,0.24243
19.444,9338.4,38.535,-32.062,74.216,32.069,1780,1.1435,1780,0.036809,63.427,0.70733,33,107.01,32.109,1.5647,-7.98E-08,0.055822,-2.44E-05,82.153,0,8.7843,0.06234,37.855,29.329,3.7896,0.076052,1661473,0,0.41465,0.55987,0.56387,0.43878,3.37E-04,0.12075,0.38065,1.2235,1.13E-04,0,0,0,0,0.21947,0.010378,2.25,3.9761,29.573,0.079484,NaN,24.795,708.08,1079,0.05,0.24278
19.494,9340.3,36.931,-32.062,73.366,32.069,1783.1,1.1485,1783.1,0.036904,63.393,0.6855,33,107.01,32.109,1.5151,-7.98E-08,0.05689,-1.70E-05,82.153,0,8.7843,0.06234,37.876,29.329,3.799,0.075283,1644580,0,0.40609,0.55985,0.56361,0.43878,3.31E-04,0.12074,0.36794,1.1652,-7.64E-05,0,0,0,0,0.23264,0.010286,2.25,3.9761,28.558,0.079507,NaN,24.788,708.03,1079,0.05,0.24314
19.544,9342.1,35.329,-32.055,72.543,32.062,1786.3,1.1535,1786.3,0.036999,63.359,0.66963,33,107.01,32.109,1.4951,-7.98E-08,0.057898,-1.15E-05,82.153,0,8.7843,0.06234,37.885,29.329,3.8028,0.074612,1629833,0,0.39877,0.55983,0.5635,0.43879,3.25E-04,0.12072,0.3628,1.1345,3.26E-04,0,0,0,0,0.24531,0.010197,2.25,3.9761,27.525,0.07952,NaN,24.782,707.98,1079,0.05,0.24351
19.594,9343.8,33.726,-32.063,71.747,32.069,1789.5,1.1585,1789.5,0.037094,63.326,0.64408,33,107.01,32.109,1.4123,-7.98E-08,0.058837,2.89E-06,82.153,0,8.7843,0.06234,37.92,29.329,3.8185,0.07379,1611797,0,0.38973,0.55982,0.5631,0.43879,3.18E-04,0.12071,0.34169,1.0459,-3.02E-05,0,0,0,0,0.25901,0.010112,2.25,3.9761,26.475,0.079526,NaN,24.776,707.93,1079,0.05,0.24387
19.644,9345.5,32.122,-32.085,70.979,32.091,1792.6,1.1635,1792.6,0.037188,63.295,0.60949,33,107.01,32.109,1.2631,-7.98E-08,0.059653,3.20E-05,82.153,0,8.7843,0.06234,37.985,29.329,3.8472,0.072783,1589724,0,0.3787,0.5598,0.56244,0.4388,3.09E-04,0.12069,0.30394,0.89587,2.25E-04,0,0,0,0,0.27367,0.010029,2.25,3.9761,25.408,0.079531,NaN,24.77,707.89,1079,0.05,0.24425
19.694,9347,30.518,-32.079,70.241,32.085,1795.8,1.1685,1795.8,0.037283,63.264,0.59515,33,107.01,32.108,1.2381,-7.98E-08,0.060369,4.35E-05,82.153,0,8.7843,0.06234,37.996,29.329,3.852,0.072124,1575258,0,0.37177,0.55978,0.56232,0.4388,3.03E-04,0.12068,0.29765,0.86122,1.95E-04,0,0,0,0,0.28542,0.0099501,2.25,3.9761,24.328,0.079541,NaN,24.764,707.84,1078.9,0.05,0.24462
19.744,9348.5,28.913,-32.096,69.532,32.101,1799,1.1736,1799,0.037378,63.235,0.56616,33,107.01,32.108,1.1082,-7.98E-08,0.061009,8.36E-05,82.153,0,8.7843,0.06234,38.052,29.329,3.8772,0.071146,1553841,0,0.36141,0.55976,0.56181,0.43881,2.95E-04,0.12066,0.26516,0.72808,-1.28E-04,0,0,0,0,0.29957,0.0098743,2.25,3.9761,23.235,0.079559,NaN,24.759,707.8,1078.9,0.05,0.24498
19.794,9349.9,27.309,-32.074,68.854,32.079,1802.1,1.1786,1802.1,0.037473,63.207,0.56425,33,107.01,32.108,1.1673,-7.98E-08,0.061592,7.65E-05,82.153,0,8.7843,0.06234,38.026,29.329,3.8656,0.070743,1544974,0,0.35744,0.55975,0.56202,0.43881,2.92E-04,0.12065,0.27991,0.77298,2.89E-04,0,0,0,0,0.30882,0.0098021,2.25,3.9761,22.132,0.079594,NaN,24.754,707.76,1078.9,0.05,0.24534
19.844,9351.2,25.705,-32.074,68.209,32.079,1805.3,1.1837,1805.3,0.037568,63.179,0.54715,33,107.01,32.108,1.117,-7.98E-08,0.062171,1.02E-04,82.153,0,8.7843,0.06234,38.048,29.329,3.8754,0.069993,1528516,0,0.34975,0.55974,0.56182,0.43882,2.86E-04,0.12064,0.26734,0.71442,-2.39E-04,0,0,0,0,0.32144,0.0097333,2.25,3.9761,21.018,0.079645,NaN,24.749,707.72,1078.9,0.05,0.2457
19.894,9352.5,24.102,-32.059,67.595,32.063,1808.4,1.1887,1808.4,0.037663,63.152,0.54049,33,107.01,32.108,1.1447,-7.98E-08,0.062716,1.05E-04,82.153,0,8.7843,0.06234,38.036,29.329,3.87,0.0695,1517707,0,0.34489,0.55973,0.56191,0.43882,2.82E-04,0.12063,0.27427,0.72999,-4.34E-04,0,0,0,0,0.33176,0.0096681,2.25,3.9761,19.894,0.079712,NaN,24.745,707.69,1078.9,0.05,0.24614
19.944,9353.6,22.5,-32.034,67.015,32.038,1811.6,1.1938,1811.6,0.037757,63.125,0.53963,33,107.01,32.108,1.2188,-7.98E-08,0.063285,9.25E-05,82.153,0,8.7843,0.06234,38.004,29.329,3.8556,0.069193,1510946,0,0.342,0.55972,0.56219,0.43882,2.79E-04,0.12062,0.2928,0.78829,-3.38E-04,0,0,0,0,0.34081,0.0096065,2.25,3.9761,18.76,0.079797,NaN,24.74,707.66,1078.9,0.05,0.24701
19.994,9354.7,20.899,-32.015,66.469,32.019,1814.7,1.1989,1814.7,0.037852,63.098,0.53464,33,107.01,32.108,1.2636,-7.98E-08,0.063883,8.98E-05,82.153,0,8.7843,0.06234,37.984,29.329,3.8468,0.068802,1502355,0,0.33823,0.55971,0.56236,0.43882,2.76E-04,0.12062,0.30405,0.81858,2.82E-04,0,0,0,0,0.35124,0.0095487,2.25,3.9761,17.615,0.079898,NaN,24.737,707.63,1078.9,0.05,0.24739
20.044,9355.7,19.298,-32.007,65.958,32.011,1817.9,1.204,1817.9,0.037947,63.072,0.52289,33,107.01,32.108,1.2583,-7.98E-08,0.064477,1.04E-04,82.153,0,8.7843,0.06234,37.986,29.329,3.8478,0.068212,1489439,0,0.33243,0.5597,0.56233,0.43883,2.71E-04,0.1206,0.30271,0.80058,-4.77E-04,0,0,0,0,0.36402,0.0094946,2.25,3.9761,16.46,0.080016,NaN,24.733,707.6,1078.9,0.05,0.24776
20.094,9356.7,17.698,-31.989,65.483,31.993,1821.1,1.2091,1821.1,0.038042,63.046,0.51759,33,107.01,32.108,1.3044,-7.98E-08,0.065065,1.01E-04,82.153,0,8.7843,0.06234,37.966,29.329,3.8389,0.067854,1481582,0,0.32904,0.5597,0.56251,0.43883,2.68E-04,0.1206,0.31432,0.83169,2.55E-04,0,0,0,0,0.37461,0.0094443,2.25,3.9761,15.294,0.080149,NaN,24.73,707.57,1078.9,0.05,0.24814
20.144,9357.5,16.099,-31.979,65.044,31.983,1824.2,1.2142,1824.2,0.038137,63.02,0.5067,33,107.01,32.108,1.3095,-7.98E-08,0.065657,1.14E-04,82.153,0,8.7843,0.06234,37.964,29.329,3.8379,0.067309,1469631,0,0.32377,0.55968,0.56252,0.43883,2.64E-04,0.12059,0.3156,0.82353,-4.76E-05,0,0,0,0,0.38767,0.0093979,2.25,3.9761,14.118,0.080301,NaN,24.727,707.55,1078.9,0.05,0.24851
20.194,9358.3,14.5,-31.973,64.643,31.977,1827.4,1.2193,1827.4,0.038232,62.995,0.49393,33,107.01,32.108,1.3031,-7.98E-08,0.066226,1.35E-04,82.153,0,8.7843,0.06234,37.967,29.329,3.8391,0.066682,1455910,0,0.31774,0.55967,0.56248,0.43884,2.59E-04,0.12058,0.31398,0.80342,3.16E-04,0,0,0,0,0.40188,0.0093555,2.25,3.9761,12.931,0.080473,NaN,24.724,707.53,1078.9,0.05,0.24887
20.244,9359,12.902,-31.946,64.279,31.95,1830.5,1.2245,1830.5,0.038327,62.971,0.49317,33,107.01,32.108,1.3889,-7.98E-08,0.066805,1.13E-04,82.153,0,8.7843,0.06234,37.93,29.329,3.8226,0.066597,1454027,0,0.31713,0.55967,0.56285,0.43884,2.58E-04,0.12058,0.33571,0.8736,-2.50E-04,0,0,0,0,0.40998,0.009317,2.25,3.9761,11.733,0.080663,NaN,24.722,707.51,1078.9,0.05,0.24924
20.294,9359.6,11.306,-31.917,63.953,31.921,1833.7,1.2296,1833.7,0.038421,62.946,0.49403,33,107.01,32.108,1.4818,-7.98E-08,0.067437,8.51E-05,82.153,0,8.7843,0.06234,37.89,29.329,3.8049,0.066665,1455486,0,0.31801,0.55967,0.56328,0.43884,2.59E-04,0.12058,0.35935,0.95063,7.06E-05,0,0,0,0,0.41692,0.0092825,2.25,3.9761,10.525,0.080869,NaN,24.719,707.49,1078.9,0.05,0.24959
20.344,9360.1,9.7103,-31.895,63.666,31.899,1836.8,1.2348,1836.8,0.038516,62.921,0.4911,33,107.01,32.108,1.5418,-7.98E-08,0.068113,6.90E-05,82.153,0,8.7843,0.06234,37.864,29.329,3.7935,0.066626,1454601,0,0.31779,0.55967,0.56356,0.43884,2.59E-04,0.12058,0.37472,0.99562,2.21E-05,0,0,0,0,0.42583,0.0092521,2.25,3.9761,9.3054,0.081092,NaN,24.717,707.48,1078.9,0.05,0.24994
20.394,9360.5,8.116,-31.875,63.418,31.879,1839.9,1.2399,1839.9,0.038611,62.897,0.48707,33,107.01,32.108,1.5873,-7.98E-08,0.068814,5.53E-05,82.153,0,8.7843,0.06234,37.845,29.329,3.7849,0.066596,1453941,0,0.31763,0.55967,0.56379,0.43884,2.58E-04,0.12058,0.3864,1.0276,4.70E-04,0,0,0,0,0.43502,0.0092257,2.25,3.9761,8.0731,0.081328,NaN,24.716,707.46,1078.9,0.05,0.25031
20.444,9360.9,6.5228,-31.852,63.21,31.856,1843.1,1.2451,1843.1,0.038706,62.873,0.48704,33,107.01,32.108,1.6408,-7.98E-08,0.069543,2.72E-05,82.153,0,8.7843,0.06234,37.822,29.329,3.7748,0.066872,1459946,0,0.32042,0.55968,0.56407,0.43883,2.61E-04,0.12058,0.40019,1.0699,3.46E-04,0,0,0,0,0.44063,0.0092034,2.25,3.9761,6.828,0.081576,NaN,24.715,707.45,1078.9,0.05,0.25069
20.494,9361.2,4.9303,-31.85,63.042,31.853,1846.2,1.2503,1846.2,0.038801,62.849,0.47274,33,107.01,32.108,1.6194,-7.98E-08,0.070274,4.62E-05,82.153,0,8.7843,0.06234,37.831,29.329,3.7788,0.066336,1448236,0,0.31523,0.55967,0.56395,0.43884,2.56E-04,0.12057,0.39466,1.0343,-2.90E-04,0,0,0,0,0.45724,0.0091852,2.25,3.9761,5.5695,0.081834,NaN,24.714,707.45,1078.9,0.05,0.25106
20.544,9361.4,3.338,-31.843,62.914,31.846,1849.4,1.2555,1849.4,0.038896,62.825,0.46263,33,107.01,32.108,1.6141,-7.98E-08,0.070974,5.18E-05,82.153,0,8.7843,0.06234,37.833,29.329,3.7798,0.066067,1442340,0,0.31265,0.55966,0.56391,0.43884,2.54E-04,0.12057,0.3933,1.0168,-4.83E-04,0,0,0,0,0.47022,0.0091713,2.25,3.9761,4.2983,0.082104,NaN,24.713,707.44,1078.9,0.05,0.25189
20.594,9361.5,1.746,-31.837,62.827,31.841,1852.5,1.2607,1852.5,0.038991,62.802,0.45155,33,107.01,32.108,1.604,-7.98E-08,0.071655,6.24E-05,82.153,0,8.7843,0.06234,37.837,29.329,3.7817,0.06574,1435203,0,0.30954,0.55965,0.56386,0.43884,2.52E-04,0.12056,0.39069,0.99298,-5.98E-05,0,0,0,0,0.48406,0.0091615,2.25,3.9761,3.0146,0.082387,NaN,24.712,707.44,1078.9,0.05,0.2545
20.644,9361.6,0.15423,-31.833,62.78,31.836,1855.7,1.2659,1855.7,0.039086,62.78,0.43872,33,107.01,32.108,1.5934,-7.98E-08,0.072312,8.20E-05,82.153,0,8.7843,0.06234,37.842,29.329,3.7836,0.065288,1425327,0,0.30526,0.55965,0.56379,0.43884,2.48E-04,0.12055,0.38796,0.96854,3.50E-04,0,0,0,0,0.49983,0.009156,2.25,3.9761,1.7188,0.082684,NaN,24.712,707.44,1078.9,0.05,0.25498
20.694,9361.5,-1.4372,-31.824,62.775,31.827,1858.8,1.2711,1858.8,0.039181,62.758,0.43526,33,107.01,32.108,1.576,-7.98E-08,0.072952,6.16E-05,82.153,0,8.7843,0.06234,37.849,29.329,3.7869,0.065543,1430899,0,0.3076,0.55965,0.56371,0.43884,2.50E-04,0.12056,0.38349,0.94797,2.91E-04,0,0,0,0,0.50476,0.0091546,2.25,3.9761,0.41144,0.082997,NaN,24.712,707.44,1078.9,0.05,0.25535
20.744,9361.4,-3.0283,-31.821,62.81,31.824,1861.9,1.2763,1861.9,0.039276,62.737,0.42126,33,107.01,32.108,1.5673,-7.98E-08,0.073574,8.98E-05,82.153,0,8.7843,0.06234,37.853,29.329,3.7885,0.065008,1419237,0,0.30258,0.55964,0.56366,0.43885,2.46E-04,0.12055,0.38126,0.92224,5.68E-05,0,0,0,0,0.52188,0.0091575,2.25,3.9761,-0.90734,0.083324,NaN,24.713,707.44,1078.9,0.0025,0.25644
20.772,9361.3,-3.8529,-29.544,70.102,65.057,1863.7,1.2792,1863.7,0.039328,61.274,57.962,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.064976,1418540,0,41.187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0091578,NaN,NaN,NaN,NaN,7.2978,24.713,707.44,1078.9,0.025215,0.25746
20.798,9361.2,-4.611,-28.991,68.698,62.731,1865.2,1.2819,1865.2,0.039376,59.819,55.63,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.063675,1390122,0,39.553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0089492,NaN,NaN,NaN,NaN,7.3156,24.713,707.44,1078.9,0.02615,0.25759
20.825,9361.1,-5.3815,-28.448,67.374,60.563,1866.8,1.2846,1866.8,0.039425,58.371,53.465,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.062448,1363338,0,38.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0087429,NaN,NaN,NaN,NaN,7.3966,24.713,707.45,1078.9,0.027086,0.25771
20.853,9360.9,-6.1696,-27.933,65.831,58.143,1868.5,1.2873,1868.5,0.039475,56.933,50.993,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.061017,1332121,0,36.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008539,NaN,NaN,NaN,NaN,7.2395,24.714,707.45,1078.9,0.028214,0.25782
20.883,9360.7,-6.9767,-27.434,64.271,55.76,1870.1,1.2901,1870.1,0.039527,55.504,48.544,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.059572,1300565,0,34.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0083381,NaN,NaN,NaN,NaN,7.0421,24.715,707.45,1078.9,0.02942,0.25793
20.913,9360.5,-7.806,-26.957,62.622,53.326,1871.8,1.293,1871.8,0.039579,54.089,46.011,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.058043,1267204,0,32.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0081405,NaN,NaN,NaN,NaN,6.7282,24.715,707.46,1078.9,0.030762,0.25803
20.945,9360.2,-8.652,-26.468,61.276,51.321,1873.5,1.2959,1873.5,0.039632,52.684,43.969,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.056796,1.24E+06,0,31.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0079469,NaN,NaN,NaN,NaN,6.6881,24.716,707.47,1078.9,0.031964,0.25814
20.978,9359.9,-9.5063,-25.951,60.338,49.83,1875.2,1.2989,1875.2,0.039686,51.283,42.539,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.055926,1220998,0,30.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007757,NaN,NaN,NaN,NaN,7.0311,24.717,707.47,1078.9,0.03292,0.25824
21.013,9359.6,-10.377,-25.483,59.09,48.008,1876.9,1.3019,1876.9,0.039741,49.893,40.687,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.054769,1195752,0,29.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0075702,NaN,NaN,NaN,NaN,7.0373,24.718,707.48,1078.9,0.03417,0.25834
21.048,9359.2,-11.264,-25.022,57.887,46.271,1878.7,1.3049,1878.7,0.039797,48.513,38.922,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.053654,1171416,0,28.086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0073876,NaN,NaN,NaN,NaN,7.0564,24.719,707.49,1078.9,0.035452,0.25845
21.085,9358.8,-12.165,-24.554,56.844,44.734,1880.4,1.308,1880.4,0.039853,47.142,37.393,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.052687,1150312,0,27.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072094,NaN,NaN,NaN,NaN,7.2034,24.721,707.5,1078.9,0.03667,0.25855
21.123,9358.3,-13.079,-24.096,55.824,43.245,1882.2,1.3111,1882.2,0.03991,45.78,35.909,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.051741,1129688,0,26.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070358,NaN,NaN,NaN,NaN,7.3405,24.722,707.51,1078.9,0.037934,0.25865
21.162,9357.8,-14.011,-23.673,54.663,41.639,1884,1.3142,1884,0.039968,44.43,34.255,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.050666,1106220,0,25.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0068671,NaN,NaN,NaN,NaN,7.2961,24.724,707.53,1078.9,0.039396,0.25876
21.203,9357.2,-14.962,-23.254,53.552,40.11,1885.8,1.3174,1885.8,0.040027,43.094,32.681,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.049636,1083741,0,24.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0067042,NaN,NaN,NaN,NaN,7.2563,24.726,707.54,1078.9,0.040898,0.25886
21.245,9356.5,-15.923,-22.791,52.771,38.905,1887.6,1.3206,1887.6,0.040086,41.764,31.531,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.048912,1067962,0,23.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0065476,NaN,NaN,NaN,NaN,7.5122,24.728,707.56,1078.9,0.042164,0.25897
21.289,9355.8,-16.905,-22.401,51.655,37.417,1889.4,1.3239,1889.4,0.040146,40.45,29.97,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.047877,1045386,0,22.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0063966,NaN,NaN,NaN,NaN,7.3754,24.73,707.58,1078.9,0.043841,0.25906
21.334,9355,-17.894,-21.922,51.053,36.385,1891.2,1.3271,1891.2,0.040207,39.141,29.039,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.047319,1033225,0,21.848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0062532,NaN,NaN,NaN,NaN,7.7227,24.733,707.6,1078.9,0.045086,0.25913
21.38,9354.2,-18.893,-21.475,50.345,35.266,1892.9,1.3304,1893,0.040268,37.84,27.973,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.046662,1018907,0,21.247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0061156,NaN,NaN,NaN,NaN,7.9164,24.736,707.62,1078.9,0.046515,0.2592
21.429,9353.2,-19.905,-21.049,49.592,34.117,1894.7,1.3337,1894.7,0.04033,36.549,26.85,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.045964,1003690,0,20.616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005985,NaN,NaN,NaN,NaN,8.0122,24.739,707.64,1078.9,0.048082,0.25927
21.478,9352.2,-20.931,-20.631,48.847,32.979,1896.5,1.337,1896.5,0.040392,35.269,25.729,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.045274,988646,0,20.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058623,NaN,NaN,NaN,NaN,8.0589,24.742,707.67,1078.9,0.049741,0.25933
21.53,9351.1,-21.981,-20.279,47.873,31.68,1898.3,1.3404,1898.3,0.040456,34.009,24.339,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.044371,968954,0,19.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057479,NaN,NaN,NaN,NaN,7.7858,24.746,707.7,1078.9,0.051781,0.2594
21.583,9349.9,-23.033,-19.774,47.529,30.829,1900.1,1.3437,1900.1,0.04052,32.75,23.651,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.044052,962012,0,18.939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056442,NaN,NaN,NaN,NaN,8.1315,24.75,707.73,1078.9,0.053211,0.25947
21.638,9348.6,-24.082,-19.231,47.351,30.083,1901.8,1.3471,1901.8,0.040583,31.489,23.133,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.043887,958443,0,18.798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055478,NaN,NaN,NaN,NaN,8.6208,24.754,707.76,1078.9,0.054529,0.25954
21.694,9347.2,-25.137,-18.763,46.934,29.165,1903.6,1.3505,1903.6,0.040647,30.233,22.328,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.0435,950040,0,18.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054584,NaN,NaN,NaN,NaN,8.796,24.758,707.8,1078.9,0.056246,0.25961
21.753,9345.7,-26.218,-18.428,46.09,27.96,1905.3,1.3539,1905.3,0.040713,28.999,21.028,33,107.01,32.108,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042718,932996,0,17.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005378,NaN,NaN,NaN,NaN,8.3992,24.763,707.84,1078.9,0.058671,0.25967
21.814,9344.1,-27.329,-18.109,45.216,26.738,1907.1,1.3573,1907.1,0.040779,27.792,19.673,33,107.01,32.109,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.041908,915342,0,17.144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053104,NaN,NaN,NaN,NaN,7.84,24.769,707.88,1079,0.061351,0.25974
21.877,9342.3,-28.441,-17.567,45.055,25.921,1908.8,1.3608,1908.8,0.040846,26.586,19.06,33,107.01,32.109,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.041758,912108,0,17.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052567,NaN,NaN,NaN,NaN,8.0272,24.775,707.92,1079,0.063286,0.25981
21.943,9340.4,-29.569,-17.131,44.586,24.909,1910.5,1.3642,1910.5,0.040914,25.395,18.082,33,107.01,32.109,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.041323,902667,0,16.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005212,NaN,NaN,NaN,NaN,7.7512,24.781,707.97,1079,0.065857,0.25988
