# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.068,0.11369,4.0515,70.976,4.0819,71.509,0.013959,0,0.013959,0,0.49746,8.7148,28.61,-80.6,9.7884,0,0,0,0,26053,3715.5,38.251,0.11032,NaN,221.89,NaN,0.012163,862590,2116.3,0.095527,0.68291,0.68291,0.46389,0.099007,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2378e-4,14.016,154.28,83,0,NaN,7.0745,875.42,335.59,2e-3,0.030216
0.07,0.12193,4.1934,70.994,4.2249,71.527,0.014971,0,0.014971,0,0.51489,8.717,28.61,-80.6,9.7884,0,0,0,0,26051,3713.4,38.249,0.11031,NaN,221.88,NaN,0.01259,892814,2116.6,0.10186,0.67972,0.67972,0.46069,0.099007,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4213e-4,14.016,154.28,83,0,NaN,7.0744,875.42,335.59,2e-3,0.030815
0.072,0.13046,4.3354,71.012,4.368,71.546,0.016019,0,0.016019,0,0.53232,8.7192,28.61,-80.6,9.7884,0,0,0,0,26049,3711.4,38.247,0.11031,NaN,221.87,NaN,0.013016,923046,2116.9,0.10838,0.67665,0.67665,0.45762,0.099008,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.6049e-4,14.016,154.28,83,0,NaN,7.0744,875.42,335.59,2e-3,0.031427
0.074,0.13927,4.4775,71.03,4.5111,71.564,0.017101,0,0.017101,0,0.54976,8.7214,28.61,-80.6,9.7884,0,0,0,0,26047,3709.4,38.245,0.11031,NaN,221.87,NaN,0.013442,953286,2117.2,0.1151,0.67372,0.67372,0.45469,0.099008,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7885e-4,14.016,154.28,83,0,NaN,7.0743,875.41,335.59,2e-3,0.032009
0.076,0.14837,4.6195,71.048,4.6542,71.582,0.018218,0,0.018218,0,0.56721,8.7236,28.61,-80.6,9.7884,0,0,0,0,26045,3707.3,38.243,0.11031,NaN,221.86,NaN,0.013869,983533,2117.5,0.12201,0.6709,0.6709,0.45187,0.099009,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9722e-4,14.016,154.28,83,0,NaN,7.0742,875.41,335.59,2e-3,0.03261
0.078,0.15775,4.7616,71.067,4.7974,71.6,0.01937,0,0.01937,0,0.58466,8.7259,28.61,-80.6,9.7884,0,0,0,0,26043,3705.3,38.242,0.1103,NaN,221.85,NaN,0.014296,1013788,2117.8,0.12911,0.6682,0.6682,0.44916,0.099009,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1559e-4,14.016,154.28,83,0,NaN,7.0742,875.41,335.59,2e-3,0.033215
0.08,0.16742,4.9038,71.085,4.9406,71.618,0.020556,0,0.020556,0,0.60211,8.7281,28.61,-80.6,9.7884,0,0,0,0,26041,3703.2,38.24,0.1103,NaN,221.85,NaN,0.014722,1044050,2118.1,0.1364,0.66559,0.66559,0.44656,0.099009,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3397e-4,14.016,154.28,83,0,NaN,7.0741,875.41,335.59,2e-3,0.033825
0.082,0.17737,5.046,71.103,5.0839,71.637,0.021778,0,0.021778,0,0.61957,8.7303,28.61,-80.6,9.7884,0,0,0,0,26039,3701.2,38.238,0.1103,NaN,221.84,NaN,0.015149,1074321,2118.5,0.14388,0.66308,0.66308,0.44404,0.09901,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5235e-4,14.016,154.28,83,0,NaN,7.074,875.41,335.59,2e-3,0.034419
0.084,0.1876,5.1882,71.121,5.2271,71.655,0.023035,0,0.023035,0,0.63703,8.7325,28.61,-80.6,9.7884,0,0,0,0,26037,3699.1,38.236,0.1103,NaN,221.83,NaN,0.015576,1104598,2118.8,0.15155,0.66067,0.66067,0.44162,0.09901,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7073e-4,14.016,154.28,83,0,NaN,7.074,875.41,335.59,2e-3,0.034996
0.086,0.19812,5.3304,71.139,5.3705,71.673,0.024326,0,0.024326,0,0.65449,8.7347,28.61,-80.6,9.7884,0,0,0,0,26035,3697.1,38.234,0.11029,NaN,221.82,NaN,0.016003,1134884,2119.1,0.1594,0.65833,0.65833,0.43929,0.099011,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8912e-4,14.016,154.28,83,0,NaN,7.0739,875.41,335.59,2e-3,0.035584
0.088,0.20892,5.4727,71.157,5.5138,71.691,0.025653,0,0.025653,0,0.67197,8.737,28.61,-80.6,9.7884,0,0,0,0,26033,3695.1,38.233,0.11029,NaN,221.82,NaN,0.01643,1165177,2119.4,0.16745,0.65607,0.65607,0.43703,0.099011,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0752e-4,14.016,154.28,83,0,NaN,7.0738,875.41,335.59,2e-3,0.036165
0.09,0.22001,5.615,71.175,5.6572,71.709,0.027014,0,0.027014,0,0.68944,8.7392,28.61,-80.6,9.7884,0,0,0,0,26031,3693,38.231,0.11029,NaN,221.81,NaN,0.016858,1195477,2119.7,0.17569,0.65389,0.65389,0.43484,0.099012,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2592e-4,14.016,154.28,83,0,NaN,7.0738,875.41,335.59,2e-3,0.036745
0.092,0.23138,5.7574,71.193,5.8006,71.728,0.02841,0,0.02841,0,0.70692,8.7414,28.61,-80.6,9.7884,0,0,0,0,26029,3691,38.229,0.11029,NaN,221.8,NaN,0.017285,1225786,2120,0.18411,0.65178,0.65178,0.43273,0.099012,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4432e-4,14.016,154.28,83,0,NaN,7.0737,875.4,335.59,2e-3,0.037331
0.094,0.24304,5.8998,71.211,5.9441,71.746,0.029842,0,0.029842,0,0.7244,8.7436,28.61,-80.6,9.7884,0,0,0,0,26027,3688.9,38.227,0.11028,NaN,221.79,NaN,0.017713,1256102,2120.4,0.19273,0.64973,0.64973,0.43068,0.099013,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6273e-4,14.016,154.28,83,0,NaN,7.0736,875.4,335.59,2e-3,0.037912
0.096,0.25498,6.0422,71.229,6.0876,71.764,0.031308,0,0.031308,0,0.74189,8.7458,28.61,-80.6,9.7884,0,0,0,0,26025,3686.9,38.225,0.11028,NaN,221.79,NaN,0.01814,1286425,2120.7,0.20153,0.64775,0.64775,0.42869,0.099013,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8115e-4,14.016,154.28,83,0,NaN,7.0735,875.4,335.59,2e-3,0.038556
0.098,0.26721,6.1847,71.247,6.2311,71.782,0.032809,0,0.032809,0,0.75939,8.748,28.61,-80.6,9.7884,0,0,0,0,26023,3684.8,38.224,0.11028,NaN,221.78,NaN,0.018568,1316756,2121,0.21051,0.64582,0.64582,0.42676,0.099014,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9956e-4,14.016,154.28,83,0,NaN,7.0735,875.4,335.59,2e-3,0.039151
0.1,0.27972,6.3272,71.265,6.3747,71.8,0.034345,0,0.034345,0,0.77688,8.7503,28.61,-80.6,9.7884,0,0,0,0,26020,3682.8,38.222,0.11028,NaN,221.77,NaN,0.018996,1347095,2121.3,0.21969,0.64395,0.64395,0.42489,0.099014,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1799e-4,14.016,154.28,83,0,NaN,7.0734,875.4,335.59,2e-3,0.039773
0.102,0.29252,6.4697,71.283,6.5183,71.819,0.035917,0,0.035917,0,0.79438,8.7525,28.61,-80.6,9.7884,0,0,0,0,26018,3680.8,38.22,0.11027,NaN,221.77,NaN,0.019424,1377441,2121.6,0.22905,0.64214,0.64214,0.42307,0.099015,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3642e-4,14.016,154.28,83,0,NaN,7.0733,875.4,335.59,2e-3,0.040422
0.104,0.3056,6.6123,71.301,6.662,71.837,0.037523,0,0.037523,0,0.81189,8.7547,28.61,-80.6,9.7884,0,0,0,0,26016,3678.7,38.218,0.11027,NaN,221.76,NaN,0.019852,1407795,2121.9,0.2386,0.64037,0.64037,0.42131,0.099016,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5485e-4,14.016,154.28,83,0,NaN,7.0732,875.4,335.59,2e-3,0.040979
0.106,0.31897,6.7549,71.319,6.8057,71.855,0.039164,0,0.039164,0,0.8294,8.7569,28.61,-80.6,9.7884,0,0,0,0,26014,3676.7,38.216,0.11027,NaN,221.75,NaN,0.02028,1438156,2122.3,0.24833,0.63865,0.63865,0.41958,0.099016,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7329e-4,14.016,154.28,83,0,NaN,7.0731,875.4,335.59,2e-3,0.041548
0.108,0.33262,6.8976,71.337,6.9494,71.873,0.040841,0,0.040841,0,0.84692,8.7591,28.61,-80.6,9.7884,0,0,0,0,26012,3674.6,38.214,0.11027,NaN,221.74,NaN,0.020708,1468525,2122.6,0.25825,0.63698,0.63698,0.41791,0.099017,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9173e-4,14.016,154.28,83,0,NaN,7.073,875.39,335.59,2e-3,0.042168
0.11,0.34656,7.0403,71.355,7.0931,71.891,0.042552,0,0.042552,0,0.86444,8.7613,28.61,-80.6,9.7884,0,0,0,0,26010,3672.6,38.213,0.11026,NaN,221.74,NaN,0.021137,1498901,2122.9,0.26836,0.63536,0.63536,0.41628,0.099017,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1017e-4,14.016,154.28,83,0,NaN,7.0729,875.39,335.59,2e-3,0.042774
0.112,0.36078,7.183,71.373,7.2369,71.909,0.044298,0,0.044298,0,0.88196,8.7635,28.61,-80.6,9.7884,0,0,0,0,26008,3670.5,38.211,0.11026,NaN,221.73,NaN,0.021565,1529286,2123.2,0.27865,0.63377,0.63377,0.41469,0.099018,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2862e-4,14.016,154.28,83,0,NaN,7.0729,875.39,335.59,2e-3,0.043376
