Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.299999,0.439466,0,0.5594763,0,796.9456,57.83032,11.65338,0,70.67471,95.31544,6.160183,405.0695254,399.8895496,64.57297052,513.1842359,507.5433206,75.88041989,81.49696,81.49696,326.6264,46.7737
1.309999,0.4429694,0,0.5594981,0,797.2026,57.79199,11.83806,0,70.65067,95.31544,6.166194,405.3995069,400.2094676,64.66175264,517.2379525,511.5454152,76.52703741,81.49167,81.49167,331.7418,47.53573
1.319999,0.4464759,0,0.5595201,0,797.4597,57.75365,12.0243,0,70.62663,95.31544,6.172204,405.7292269,400.5291631,64.75025163,521.294965,515.5507068,77.17453991,81.48642,81.48642,336.8973,48.30424
1.329999,0.4499853,0,0.5595421,0,797.7168,57.7153,12.21212,0,70.60258,95.31544,6.178214,406.0586073,400.8485566,64.83847048,525.3552716,519.5591922,77.8229246,81.4812,81.4812,342.0929,49.07923
1.339999,0.4534978,0,0.5595641,0,797.9739,57.67693,12.4015,0,70.57854,95.31544,6.184225,406.3876662,401.167664,64.92642508,529.4188695,523.5708688,78.47218883,81.47602,81.47602,347.3286,49.8607
1.349999,0.4570133,0,0.559586,0,798.2312,57.63856,12.59246,0,70.5545,95.31544,6.190235,406.716405,401.4864852,65.01412338,533.4857536,527.5857335,79.12233005,81.47089,81.47089,352.6045,50.64867
1.359999,0.4605318,0,0.5596081,0,798.4884,57.60017,12.78499,0,70.53046,95.31544,6.196245,407.0448351,401.8050363,65.10154055,537.5559224,531.6037838,79.77334545,81.46577,81.46577,357.9205,51.44315
1.369999,0.4640533,0,0.5596302,0,798.7457,57.56176,12.9791,0,70.50642,95.31544,6.202255,407.3728906,402.1232456,65.18870539,541.6293713,535.6250162,80.42523248,81.46071,81.46071,363.2768,52.24414
1.379999,0.4675778,0,0.5596523,0,799.0032,57.52335,13.17479,0,70.48238,95.31544,6.208265,407.7007354,402.4412801,65.27561294,545.7060987,539.6494289,81.0779886,81.45567,81.45567,368.6733,53.05166
1.389999,0.4711054,0,0.5596744,0,799.2606,57.48492,13.37206,0,70.45834,95.31544,6.214275,408.0281253,402.7588934,65.36225823,549.7861004,543.6770177,81.73161117,81.45068,81.45068,374.11,53.86571
1.399999,0.4746359,0,0.5596966,0,799.5181,57.44649,13.57091,0,70.4343,95.31544,6.220285,408.3553065,403.0763319,65.44865913,553.8693735,547.707781,82.38609774,81.44571,81.44571,379.5871,54.68629
1.409999,0.4781696,0,0.5597188,0,799.7758,57.40804,13.77135,0,70.41026,95.31544,6.226295,408.6821446,403.3934604,65.5348107,557.9559139,551.7417155,83.04144584,81.44078,81.44078,385.1046,55.51343
1.419999,0.4817062,0,0.559741,0,800.0333,57.36957,13.97338,0,70.38622,95.31544,6.232306,409.0085277,403.7101677,65.6207,562.0457196,555.7788171,83.69765282,81.43588,81.43588,390.6624,56.34713
1.429999,0.4852457,0,0.5597633,0,800.291,57.3311,14.17699,0,70.36218,95.31544,6.238316,409.3346161,404.0266127,65.7063479,566.1387847,559.8190831,84.35471629,81.43102,81.43102,396.2606,57.18739
1.439999,0.4887883,0,0.5597856,0,800.5487,57.29261,14.3822,0,70.33814,95.31544,6.244326,409.6604324,404.3428194,65.79174944,570.235109,563.8625112,85.01263377,81.42619,81.42619,401.8992,58.03423
1.449999,0.4923339,0,0.559808,0,800.8065,57.25411,14.58899,0,70.3141,95.31544,6.250336,409.9858867,404.6586922,65.87693143,574.3346871,567.909098,85.67140306,81.42138,81.42138,407.5782,58.88765
1.459999,0.4958826,0,0.5598303,0,801.0644,57.2156,14.79739,0,70.29006,95.31544,6.256347,410.3110273,404.9742869,65.96185315,578.4375172,571.9588408,86.33102158,81.41661,81.41661,413.2978,59.74766
1.469999,0.4994342,0,0.5598527,0,801.3223,57.17708,15.00738,0,70.26602,95.31544,6.262357,410.635829,405.2895716,66.04655334,582.5435942,576.0117364,86.9914871,81.41187,81.41187,419.058,60.61427
1.479999,0.5029888,0,0.5596632,0,801.5803,57.13854,15.2132,0,70.24197,95.31544,6.268367,410.9635291,405.6077492,66.13150585,586.6529487,580.0678138,87.65280214,81.40717,81.40717,424.8586,61.48749
1.489999,0.5065464,0,0.5596938,0,801.8383,57.09999,15.42655,0,70.21793,95.31544,6.274377,411.2875041,405.9222709,66.2157153,590.7655426,584.1270365,88.31495928,81.40249,81.40249,430.6999,62.36733
1.499999,0.510107,0,0.559726,0,802.0963,57.06144,15.64153,0,70.19389,95.31544,6.280387,411.6111538,406.2364987,66.29969129,594.8813739,588.1894014,88.97795618,81.39784,81.39784,436.5818,63.25379
1.509999,0.5136707,0,0.5597599,0,802.3544,57.02287,15.85817,0,70.16985,95.31544,6.286397,411.9344248,406.5503768,66.38344277,599.000437,592.254905,89.64179059,81.39322,81.39322,442.5044,64.14689
1.519999,0.5172374,0,0.5597953,0,802.6126,56.98428,16.07648,0,70.14581,95.31544,6.292408,412.2572672,406.8638575,66.46695286,603.1227278,596.3235435,90.30646011,81.38863,81.38863,448.4676,65.04663
1.529999,0.520807,0,0.5598323,0,802.8709,56.94569,16.29644,0,70.12177,95.31544,6.298418,412.5798351,407.1770918,66.55025333,607.2482452,600.3953143,90.97196263,81.38407,81.38407,454.4716,65.95303
1.539999,0.5243796,0,0.559871,0,803.1292,56.90708,16.51807,0,70.09773,95.31544,6.304428,412.9019749,407.4899288,66.63331638,611.3769841,604.4702135,91.63829577,81.37955,81.37955,460.5163,66.86607
1.549999,0.5279552,0,0.5599114,0,803.3876,56.86846,16.74138,0,70.07369,95.31544,6.310438,413.2236891,407.8023684,66.7161569,615.5089394,608.5482371,92.30545733,81.37504,81.37504,466.6017,67.78579
1.559999,0.5315338,0,0.5599533,0,803.646,56.82983,16.96635,0,70.04965,95.31544,6.316448,413.5450955,408.1145298,66.79877689,619.6441084,612.6293823,92.97344508,81.37057,81.37057,472.728,68.71218
1.569999,0.5351154,0,0.5599968,0,803.9044,56.79118,17.19301,0,70.02561,95.31544,6.322458,413.8660426,408.4262621,66.88116044,623.7824879,616.7136449,93.64225667,81.36612,81.36612,478.8952,69.64526
1.579999,0.5386999,0,0.560042,0,804.163,56.75253,17.42134,0,70.00157,95.31544,6.328469,414.1866287,408.7376606,66.96333439,627.9240724,620.8010214,94.31189,81.3617,81.3617,485.1032,70.58503
1.589999,0.5422875,0,0.5600888,0,804.4216,56.71386,17.65137,0,69.97753,95.31544,6.334479,414.5068216,409.0486936,67.04529376,632.0688594,624.8915082,94.98234292,81.3573,81.3573,491.3521,71.5315
1.599999,0.545878,0,0.5601373,0,804.6802,56.67518,17.88308,0,69.95349,95.31544,6.340489,414.8266216,409.3593609,67.12704054,636.216843,628.9851018,95.65361331,81.35294,81.35294,497.6419,72.48468
1.609999,0.5494715,0,0.5601875,0,804.9389,56.63649,18.1165,0,69.92945,95.31544,6.346499,415.1460091,409.6696468,67.20855088,640.3680218,633.0817981,96.32569881,81.34859,81.34859,503.9727,73.44458
1.619999,0.553068,0,0.5602392,0,805.1977,56.59778,18.3516,0,69.90541,95.31544,6.352509,415.4649998,409.9795592,67.28987347,644.5223898,637.1815936,96.99859753,81.34428,81.34428,510.3446,74.4112
1.629999,0.5566674,0,0.5602927,0,805.4565,56.55907,18.58841,0,69.88137,95.31544,6.35852,415.7835621,410.2890742,67.37095864,648.6799441,641.2844843,97.6723071,81.33999,81.33999,516.7574,75.38456
1.639999,0.5602699,0,0.5603477,0,805.7153,56.52034,18.82693,0,69.85732,95.31544,6.36453,416.1016383,410.5981283,67.45183817,652.840678,645.3904655,98.34682547,81.33572,81.33572,523.2114,76.36465
1.649999,0.5638753,0,0.5604045,0,805.9743,56.4816,19.06715,0,69.83328,95.31544,6.37054,416.4194662,410.9069598,67.53252697,657.0045904,649.499535,99.02215072,81.33149,81.33149,529.7064,77.3515
1.659999,0.5674837,0,0.5604629,0,806.2333,56.44284,19.30909,0,69.80924,95.31544,6.37655,416.7367494,411.2152748,67.61298728,661.1716761,653.6116876,99.69828058,81.32727,81.32727,536.2425,78.3451
1.669999,0.571095,0,0.560523,0,806.4923,56.40408,19.55275,0,69.7852,95.31544,6.38256,417.0536954,411.5232798,67.69324196,665.3419311,657.7269203,100.375213,81.32308,81.32308,542.8198,79.34547
1.679999,0.5747094,0,0.5605847,0,806.7515,56.3653,19.79813,0,69.76116,95.31544,6.38857,417.3702188,411.8308875,67.77329596,669.5153513,661.8452291,101.0529459,81.31892,81.31892,549.4382,80.35261
1.689999,0.5783266,0,0.5606482,0,807.0106,56.32652,20.04523,0,69.73712,95.31544,6.39458,417.6862795,412.138058,67.85314433,673.6919313,665.9666096,101.7314774,81.31477,81.31477,556.0979,81.36653
1.699999,0.5819468,0,0.5606592,0,807.2698,56.28771,20.29211,0,69.71308,95.31544,6.400591,418.0030898,412.4459915,67.93296092,677.8716798,670.0910694,102.4108069,81.31065,81.31065,562.7988,82.38725
1.709999,0.5855701,0,0.5606254,0,807.5291,56.2489,20.53897,0,69.68904,95.31544,6.406601,418.3203626,412.7544018,68.01271591,682.0546015,674.2186134,103.0909341,81.30656,81.30656,569.541,83.41476
1.719999,0.5891963,0,0.5605932,0,807.7884,56.21007,20.78747,0,69.665,95.31544,6.412611,418.6373568,413.0625579,68.0922891,686.2406928,678.3492388,103.771857,81.30249,81.30249,576.3245,84.44907
1.729999,0.5928254,0,0.5605626,0,808.0478,56.17123,21.03763,0,69.64096,95.31544,6.418621,418.9539134,413.3703006,68.1716666,690.4299495,682.4829418,104.4535736,81.29845,81.29845,583.1494,85.4902
1.739999,0.5964576,0,0.5605336,0,808.3073,56.13239,21.28943,0,69.61692,95.31544,6.424632,419.2701822,413.6777811,68.25085435,694.6223691,686.6197195,105.1360821,81.29441,81.29441,590.0156,86.53815
1.749999,0.6000927,0,0.5605172,0,808.5667,56.09352,21.54332,0,69.59288,95.31544,6.430642,419.5857497,413.9845861,68.3298166,698.8179438,690.7595652,105.8193803,81.29041,81.29041,596.9232,87.59293
1.759999,0.6037307,0,0.5605769,0,808.8263,56.05465,21.80176,0,69.56884,95.31544,6.436652,419.8993177,414.2894361,68.4083338,703.0166542,694.9024595,106.5034636,81.28643,81.28643,603.8722,88.65455
1.769999,0.6073717,0,0.5606384,0,809.0859,56.01576,22.06196,0,69.5448,95.31544,6.442662,420.2123606,414.5937853,68.48664934,707.2184954,699.0483973,107.1883301,81.28247,81.28247,610.8627,89.72301
1.779999,0.6110157,0,0.5607014,0,809.3455,55.97686,22.3239,0,69.52076,95.31544,6.448672,420.5249521,414.8977055,68.56478209,711.4234619,703.1973742,107.8739779,81.27853,81.27853,617.8947,90.79832
1.789999,0.6146627,0,0.5607663,0,809.6053,55.93795,22.58759,0,69.49672,95.31544,6.454682,420.8371675,415.2012759,68.64271317,715.6315505,707.3493869,108.560405,81.27461,81.27461,624.9681,91.88049
1.799999,0.6183126,0,0.5608328,0,809.8651,55.89902,22.85303,0,69.47267,95.31544,6.460692,421.1489549,415.504441,68.72046048,719.8427581,711.5044312,109.2476096,81.27072,81.27072,632.0832,92.96953
1.809999,0.6219653,0,0.560901,0,810.1249,55.86009,23.12024,0,69.44863,95.31544,6.466702,421.4602886,415.807177,68.79801209,724.0570783,715.6625029,109.9355897,81.26685,81.26685,639.2398,94.06544
1.819999,0.6256211,0,0.560971,0,810.3848,55.82114,23.38921,0,69.42459,95.31544,6.472713,421.7711144,416.1094282,68.87537097,728.2745062,719.8235971,110.6243434,81.26299,81.26299,646.438,95.16824
1.829999,0.6292799,0,0.5610427,0,810.6448,55.78218,23.65994,0,69.40055,95.31544,6.478723,422.0814803,416.4112423,68.95254408,732.4950376,723.9877094,111.3138688,81.25916,81.25916,653.6779,96.27793
1.839999,0.6329415,0,0.5611161,0,810.9048,55.74321,23.93243,0,69.37651,95.31544,6.484733,422.3915025,416.7127385,69.02952249,736.7186704,728.1548367,112.004164,81.25535,81.25535,660.9595,97.39452
1.849999,0.6366061,0,0.5611912,0,811.1649,55.70423,24.20671,0,69.35247,95.31544,6.490743,422.7009316,417.0136624,69.10631612,740.9453968,732.3249732,112.6952272,81.25156,81.25156,668.2827,98.51802
1.859999,0.6402735,0,0.5612681,0,811.425,55.66523,24.48277,0,69.32843,95.31544,6.496754,423.0099237,417.3141732,69.18292002,745.1752125,736.4981149,113.3870564,81.24779,81.24779,675.6477,99.64843
1.869999,0.643944,0,0.5613467,0,811.6852,55.62622,24.76061,0,69.30439,95.31544,6.502764,423.3184638,417.6142547,69.25933913,749.4081146,740.6742573,114.0796498,81.24403,81.24403,683.0544,100.7858
1.879999,0.6476174,0,0.5614271,0,811.9454,55.5872,25.04024,0,69.28035,95.31544,6.508774,423.6265832,417.913939,69.33557248,753.6440968,744.8533966,114.7730055,81.2403,81.2403,690.503,101.93
1.889999,0.6512937,0,0.5615091,0,812.2057,55.54817,25.32165,0,69.25631,95.31544,6.514784,423.934148,418.2130907,69.41161708,757.8831561,749.0355274,115.4671216,81.23658,81.23658,697.9933,103.0812
1.899999,0.654973,0,0.5615929,0,812.4661,55.50912,25.60487,0,69.23227,95.31544,6.520794,424.2412374,418.5117895,69.4874779,762.1252846,753.2206452,116.1619964,81.23289,81.23289,705.5256,104.2394
1.909999,0.658655,0,0.5616786,0,812.7266,55.47007,25.88988,0,69.20823,95.31544,6.526804,424.5478823,418.810067,69.56315196,766.3704805,757.4087458,116.8576279,81.22921,81.22921,713.0997,105.4045
1.919999,0.6623401,0,0.5617659,0,812.9869,55.431,26.1767,0,69.18419,95.31544,6.532815,424.8539568,419.1077962,69.63863727,770.6187372,761.5998237,117.5540142,81.22556,81.22556,720.7157,106.5765
1.929999,0.666028,0,0.561855,0,813.2475,55.39192,26.46532,0,69.16015,95.31544,6.538825,425.159652,419.4051677,69.71395072,774.87005,765.7938753,118.2511537,81.22192,81.22192,728.3737,107.7556
1.939999,0.6697189,0,0.5619459,0,813.5081,55.35283,26.75576,0,69.13611,95.31544,6.544835,425.4648466,419.7020625,69.78907145,779.1244153,769.9908958,118.9490444,81.21831,81.21831,736.0735,108.9416
1.949998,0.6734127,0,0.5620385,0,813.7687,55.31372,27.04801,0,69.11206,95.31544,6.550845,425.7695052,419.9984406,69.86402131,783.3818269,774.1908801,119.6476846,81.2147,81.2147,743.8154,110.1345
1.959998,0.6771095,0,0.562133,0,814.0295,55.2746,27.34209,0,69.08802,95.31544,6.556855,426.0736798,420.2943578,69.93878342,787.6422802,778.3938236,120.3470724,81.21112,81.21112,751.5994,111.3345
1.969998,0.6808091,0,0.5622292,0,814.2902,55.23547,27.63798,0,69.06398,95.31544,6.562866,426.3773328,420.5897743,70.01336771,791.9057703,782.5997212,121.0472061,81.20756,81.20756,759.4254,112.5415
1.979998,0.6845117,0,0.5623271,0,814.551,55.19633,27.93571,0,69.03994,95.31544,6.568876,426.6805404,420.8847696,70.08776126,796.172293,786.8085688,121.7480837,81.204,81.204,767.2935,113.7555
1.989998,0.688217,0,0.5624269,0,814.0108,55.15718,28.23527,0,69.0159,95.31544,6.574886,426.5160011,420.7175031,70.09052592,800.4371693,791.0157438,122.4489889,81.20048,81.20048,775.2036,114.9764
1.999998,0.6919214,0,0.5625284,0,813.3817,55.11803,28.53633,0,68.99186,95.31544,6.580896,426.2984357,420.497856,70.08501547,804.6998698,795.2207223,123.1498391,81.19696,81.19696,783.1558,116.2044
2.009999,0.6956241,0,0.5626315,0,812.7524,55.07892,28.83885,0,68.96782,95.31544,6.586906,426.0794142,420.2767943,70.07912256,808.9603794,799.4234901,123.8506303,81.19347,81.19347,791.1501,117.4394
2.019999,0.6993251,0,0.5627362,0,812.1233,55.03983,29.14281,0,68.94378,95.31544,6.592916,425.8590319,420.0544133,70.07285414,813.2186851,803.6240341,124.5513588,81.18999,81.18999,799.1863,118.6815
2.029999,0.7030246,0,0.5628427,0,811.4942,55.00078,29.44825,0,68.91974,95.31544,6.598927,425.6372166,419.8306416,70.06620127,817.4747719,807.8223405,125.2520208,81.18652,81.18652,807.2646,119.9305
2.039999,0.7067224,0,0.5629507,0,810.8652,54.96175,29.75514,0,68.8957,95.31544,6.604937,425.4140584,419.6055665,70.05918679,821.728627,812.018396,125.9526127,81.18308,81.18308,815.3848,121.1865
2.049999,0.7104186,0,0.5630605,0,810.2363,54.92276,30.06346,0,68.87166,95.31544,6.610947,425.1895636,419.379196,70.05180178,825.9802364,816.2121879,126.6531307,81.17966,81.17966,823.5469,122.4495
2.059999,0.7141132,0,0.5631719,0,809.6074,54.8838,30.37324,0,68.84762,95.31544,6.616957,424.9636715,419.1514665,70.04405913,830.2295867,820.4037025,127.3535713,81.17624,81.17624,831.7509,123.7196
2.069999,0.717806,0,0.5632849,0,808.9785,54.84487,30.68445,0,68.82358,95.31544,6.622967,424.7362591,418.9222588,70.03592509,834.476662,824.592925,128.0539305,81.17284,81.17284,839.9968,124.9966
2.079998,0.7214973,0,0.5633996,0,808.3497,54.80597,30.99711,0,68.79954,95.31544,6.628977,424.5074658,418.6917081,70.02743838,838.7214516,828.779842,128.7542049,81.16946,81.16946,848.2846,126.2806
2.089998,0.7251868,0,0.5635158,0,807.721,54.7671,31.3112,0,68.7755,95.31544,6.634988,424.2774239,418.4599493,70.01859206,842.9639376,832.9644414,129.4543908,81.1661,81.1661,856.6143,127.5717
2.099998,0.7288746,0,0.5636338,0,807.0923,54.72826,31.62673,0,68.75146,95.31544,6.640998,424.0458474,418.2266965,70.00936426,847.2041075,837.1467082,130.1544844,81.16276,81.16276,864.9857,128.8697
2.109998,0.7325608,0,0.5637534,0,806.4636,54.68946,31.94369,0,68.72741,95.31544,6.647008,423.8128886,417.9921005,69.99977487,851.4419481,841.3266291,130.8544821,81.15942,81.15942,873.399,130.1748
2.119998,0.7362452,0,0.5638747,0,805.8351,54.65068,32.26208,0,68.70337,95.31544,6.653018,423.57862,417.756233,69.98983579,855.6774469,845.5041914,131.5543805,81.15611,81.15611,881.854,131.4868
2.129998,0.7399278,0,0.5639975,0,805.2065,54.61194,32.58189,0,68.67933,95.31544,6.659029,423.3428963,417.5189509,69.9795222,859.9105875,849.6793808,132.2541757,81.15279,81.15279,890.3508,132.8059
2.139998,0.7436089,0,0.564122,0,804.5781,54.57323,32.90313,0,68.65529,95.31544,6.665039,423.105721,417.2802542,69.96885496,864.1413536,853.8521832,132.9538642,81.14951,81.14951,898.8893,134.1319
2.149998,0.7472881,0,0.5642481,0,803.9497,54.53455,33.22579,0,68.63125,95.31544,6.671049,422.8671928,417.0402461,69.95781518,868.369737,858.0225856,133.6534423,81.14624,81.14624,907.4695,135.4649
2.159998,0.7509655,0,0.5643758,0,803.3214,54.4959,33.54987,0,68.60721,95.31544,6.677059,422.6272461,416.7988552,69.94643268,872.5957192,862.1905741,134.3529066,81.14298,81.14298,916.0914,136.805
2.169998,0.7546412,0,0.5645052,0,802.6931,54.45728,33.87537,0,68.58317,95.31544,6.683069,422.3859561,416.556161,69.93468858,876.8192874,866.3561356,135.0522535,81.13974,81.13974,924.7549,138.152
2.179998,0.758315,0,0.5646361,0,802.0649,54.41869,34.20227,0,68.55913,95.31544,6.689079,422.1432138,416.3120522,69.92258685,881.0404301,870.519256,135.7514794,81.13651,81.13651,933.4601,139.506
2.189998,0.7619871,0,0.5647687,0,801.4367,54.38013,34.53057,0,68.53509,95.31544,6.695089,421.8991474,416.0666559,69.91014538,885.2591297,874.6799225,136.4505808,81.13329,81.13329,942.207,140.867
2.199998,0.7656576,0,0.564903,0,800.8085,54.3416,34.86029,0,68.51105,95.31544,6.7011,421.6535466,415.8197655,69.89732442,889.4753738,878.83812,137.149554,81.1301,81.1301,950.9954,142.235
2.209998,0.769326,0,0.5650387,0,800.1805,54.3031,35.19143,0,68.48701,95.31544,6.70711,421.4065892,415.5715558,69.88415676,893.6891472,882.9938355,137.8483956,81.12691,81.12691,959.8253,143.61
2.219998,0.7729927,0,0.5651762,0,799.5525,54.26464,35.52394,0,68.46297,95.31544,6.71312,421.158242,415.3219952,69.87063147,897.9004387,887.1470554,138.5471019,81.12373,81.12373,968.6968,144.992
2.229998,0.7766576,0,0.5653152,0,798.9246,54.22621,35.85785,0,68.43893,95.31544,6.71913,420.9085008,415.0710755,69.85677041,902.1092303,891.297766,139.2456696,81.12057,81.12057,977.6097,146.3809
2.239998,0.7803206,0,0.5654558,0,798.2966,54.18781,36.19318,0,68.41489,95.31544,6.725141,420.6572964,414.8187333,69.84253384,906.3155102,895.4459533,139.9440949,81.11742,81.11742,986.5642,147.7769
2.249998,0.7839817,0,0.565598,0,797.6688,54.14944,36.52986,0,68.39085,95.31544,6.731151,420.4047292,414.5650638,69.8279615,910.5192654,899.5916038,140.6423745,81.1143,81.1143,995.5601,149.1798
2.259998,0.787641,0,0.5657418,0,797.041,54.1111,36.86795,0,68.3668,95.31544,6.737161,420.1506387,414.3099083,69.81302954,914.7204764,903.7347028,141.3405048,81.11118,81.11118,1004.597,150.5897
2.269998,0.7912984,0,0.5658872,0,796.4133,54.07279,37.20742,0,68.34276,95.31544,6.743171,419.8953193,414.0535606,69.79776578,918.9191362,907.8752383,142.0384824,81.10806,81.10806,1013.676,152.0066
2.279998,0.7949539,0,0.5660343,0,795.7856,54.03452,37.54827,0,68.31872,95.31544,6.749181,419.6384053,413.7956553,69.78213844,923.1152247,912.0131948,142.7363038,81.10498,81.10498,1022.796,153.4305
2.289998,0.7986075,0,0.5661828,0,795.158,53.99627,37.89051,0,68.29468,95.31544,6.755191,419.3801812,413.5364784,69.76616241,927.3087317,916.1485595,143.4339654,81.1019,81.1019,1031.958,154.8614
2.299998,0.8022592,0,0.5663329,0,794.5304,53.95805,38.23412,0,68.27064,95.31544,6.761201,419.1205625,413.2759425,69.74984762,931.4996437,920.2813188,144.1314639,81.09883,81.09883,1041.161,156.2992
2.309998,0.805909,0,0.5664847,0,793.9028,53.91987,38.57908,0,68.2466,95.31544,6.767211,418.8594551,413.0139523,69.73319408,935.6879418,924.4114582,144.8287958,81.09578,81.09578,1050.405,157.744
2.319998,0.8095568,0,0.566638,0,793.2755,53.88171,38.92544,0,68.22256,95.31544,6.773222,418.5970848,412.7507382,69.71619285,939.873616,928.5389655,145.5259577,81.09274,81.09274,1059.69,159.1957
