Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
20.44037,0.8735011,0,0.5914316,0,0,43.42574,16.09339,0,58.66396,95.31544,9.162871,-43.7466147,-43.65517942,-2.826943125,923.372312,897.0110608,219.0606825,76.27631,76.27631,26175.62,4886.508
20.45037,0.8731241,0,0.5914022,0,0,43.42574,16.07195,0,58.66396,95.31544,9.162871,-43.73077539,-43.639489,-2.824131059,922.9416783,896.574666,219.0324411,76.27159,76.27159,26184.58,4888.698
20.46037,0.8727471,0,0.5913728,0,0,43.42574,16.05056,0,58.66396,95.31544,9.162871,-43.71497909,-43.62384129,-2.821323866,922.51121,896.1384276,219.0042279,76.26686,76.26686,26193.54,4890.888
20.47037,0.8723704,0,0.5913435,0,0,43.42574,16.02919,0,58.66396,95.31544,9.162871,-43.69920388,-43.60821444,-2.818519747,922.0809071,895.7023454,218.9760427,76.26213,76.26213,26202.5,4893.078
20.48037,0.8719937,0,0.5913141,0,0,43.42574,16.00785,0,58.66396,95.31544,9.162871,-43.68344328,-43.592602,-2.81571808,921.6507694,895.2664194,218.9478855,76.25739,76.25739,26211.45,4895.268
20.49037,0.871617,0,0.5912849,0,0,43.42574,15.98655,0,58.66396,95.31544,9.162871,-43.66770542,-43.5770119,-2.812922064,921.2207931,894.8306493,218.9197563,76.25266,76.25266,26220.4,4897.457
20.50037,0.8712406,0,0.5912556,0,0,43.42574,15.96527,0,58.66396,95.31544,9.162871,-43.65199497,-43.56144913,-2.810127134,920.7909851,894.3950348,218.891655,76.24791,76.24791,26229.34,4899.646
20.51037,0.8708643,0,0.5912263,0,0,43.42574,15.94402,0,58.66396,95.31544,9.162871,-43.6363028,-43.54590424,-2.807337853,920.3613381,893.9595758,218.8635817,76.24316,76.24316,26238.28,4901.835
20.52037,0.870488,0,0.5911971,0,0,43.42574,15.9228,0,58.66396,95.31544,9.162871,-43.62063563,-43.53038418,-2.804550964,919.9318553,893.524272,218.8355362,76.23841,76.23841,26247.22,4904.023
20.53037,0.8701119,0,0.591168,0,0,43.42574,15.90161,0,58.66396,95.31544,9.162871,-43.60498758,-43.514883,-2.801767241,919.5025368,893.0891231,218.8075185,76.23366,76.23366,26256.15,4906.211
20.54037,0.869736,0,0.5911388,0,0,43.42574,15.88046,0,58.66396,95.31544,9.162871,-43.58936068,-43.49940268,-2.798987522,919.0733785,892.6541291,218.7795286,76.2289,76.2289,26265.08,4908.399
20.55037,0.86936,0,0.5911097,0,0,43.42574,15.85933,0,58.66396,95.31544,9.162871,-43.5737598,-43.48394819,-2.796210473,918.6443876,892.2192896,218.7515665,76.22414,76.22414,26274,4910.587
20.56038,0.8689843,0,0.5910806,0,0,43.42574,15.83823,0,58.66396,95.31544,9.162871,-43.55817665,-43.46851108,-2.793438236,918.2155566,891.7846045,218.7236321,76.21938,76.21938,26282.92,4912.774
20.57038,0.8686087,0,0.5910515,0,0,43.42574,15.81716,0,58.66396,95.31544,9.162871,-43.54261901,-43.45309931,-2.790668483,917.786889,891.3500736,218.6957254,76.21461,76.21461,26291.83,4914.961
20.58038,0.868233,0,0.5910225,0,0,43.42574,15.79612,0,58.66396,95.31544,9.162871,-43.52708303,-43.43770889,-2.787903045,917.3583844,890.9156965,218.6678464,76.20983,76.20983,26300.74,4917.148
20.59038,0.8678577,0,0.5909935,0,0,43.42574,15.77511,0,58.66396,95.31544,9.162871,-43.51156611,-43.42233735,-2.785139997,916.9300427,890.4814731,218.639995,76.20505,76.20505,26309.64,4919.335
20.60038,0.8674824,0,0.5909645,0,0,43.42574,15.75413,0,58.66396,95.31544,9.162871,-43.49607586,-43.40699213,-2.782381978,916.5018602,890.0474032,218.6121712,76.20027,76.20027,26318.54,4921.521
20.61038,0.8671071,0,0.5909355,0,0,43.42574,15.73318,0,58.66396,95.31544,9.162871,-43.48060911,-43.39167026,-2.779626008,916.0738437,889.6134865,218.5843749,76.19549,76.19549,26327.44,4923.707
20.62038,0.8667321,0,0.5909066,0,0,43.42574,15.71226,0,58.66396,95.31544,9.162871,-43.46515456,-43.37636031,-2.776873608,915.6459859,889.1797229,218.5566062,76.1907,76.1907,26336.33,4925.893
20.63038,0.8663571,0,0.5908777,0,0,43.42574,15.69137,0,58.66396,95.31544,9.162871,-43.44973006,-43.36108017,-2.774124996,915.2182902,888.7461121,218.5288649,76.18591,76.18591,26345.22,4928.078
20.64038,0.8659822,0,0.5908487,0,0,43.42574,15.6705,0,58.66396,95.31544,9.162871,-43.43431572,-43.34580995,-2.77137896,914.7907528,888.312654,218.5011512,76.1811,76.1811,26354.1,4930.263
20.65038,0.8656075,0,0.5908199,0,0,43.42574,15.64967,0,58.66396,95.31544,9.162871,-43.41893244,-43.33057053,-2.768637147,914.3633808,887.8793483,218.4734648,76.17631,76.17631,26362.98,4932.448
20.66038,0.8652329,0,0.590791,0,0,43.42574,15.62887,0,58.66396,95.31544,9.162871,-43.40357326,-43.31535496,-2.765898872,913.9361666,887.4461948,218.4458058,76.1715,76.1715,26371.86,4934.633
20.67038,0.8648584,0,0.5907622,0,0,43.42574,15.60809,0,58.66396,95.31544,9.162871,-43.38823211,-43.30015726,-2.763162491,913.5091136,887.0131932,218.4181742,76.16669,76.16669,26380.73,4936.817
20.68038,0.864484,0,0.5907335,0,0,43.42574,15.58734,0,58.66396,95.31544,9.162871,-43.37291067,-43.28497894,-2.76043086,913.0822218,886.5803435,218.3905699,76.16188,76.16188,26389.59,4939.001
20.69038,0.8641097,0,0.5907047,0,0,43.42574,15.56663,0,58.66396,95.31544,9.162871,-43.35761038,-43.26982148,-2.757703202,912.655491,886.1476453,218.3629928,76.15707,76.15707,26398.45,4941.185
20.70038,0.8637356,0,0.590676,0,0,43.42574,15.54595,0,58.66396,95.31544,9.162871,-43.34233612,-43.25468985,-2.754978587,912.2289208,885.7150984,218.335443,76.15224,76.15224,26407.31,4943.368
20.71038,0.8633614,0,0.5906472,0,0,43.42574,15.52529,0,58.66396,95.31544,9.162871,-43.32707945,-43.2395756,-2.752256548,911.8025074,885.2827026,218.3079205,76.14742,76.14742,26416.16,4945.551
20.72038,0.8629875,0,0.5906186,0,0,43.42574,15.50466,0,58.66396,95.31544,9.162871,-43.31184989,-43.22448817,-2.749538762,911.3762543,884.8504577,218.2804251,76.14259,76.14259,26425.01,4947.734
20.73038,0.8626137,0,0.5905899,0,0,43.42574,15.48406,0,58.66396,95.31544,9.162871,-43.29663788,-43.20941813,-2.746823057,910.9501614,884.4183636,218.2529569,76.13776,76.13776,26433.86,4949.917
20.74038,0.8622399,0,0.5905613,0,0,43.42574,15.46348,0,58.66396,95.31544,9.162871,-43.28143808,-43.19436001,-2.744111108,910.5242247,883.98642,218.2255158,76.13292,76.13292,26442.7,4952.1
20.75038,0.8618664,0,0.5905327,0,0,43.42574,15.44294,0,58.66396,95.31544,9.162871,-43.26627478,-43.17933815,-2.741402946,910.0984514,883.5546266,218.1981017,76.12809,76.12809,26451.53,4954.282
20.76038,0.8614928,0,0.5905041,0,0,43.42574,15.42243,0,58.66396,95.31544,9.162871,-43.25112419,-43.16432871,-2.738698819,909.6728339,883.1229833,218.1707147,76.12325,76.12325,26460.36,4956.463
20.77038,0.8611194,0,0.5904756,0,0,43.42574,15.40194,0,58.66396,95.31544,9.162871,-43.23600308,-43.14934857,-2.735997208,909.2473757,882.6914899,218.1433548,76.11839,76.11839,26469.19,4958.645
20.78038,0.8607461,0,0.590447,0,0,43.42574,15.38148,0,58.66396,95.31544,9.162871,-43.22089414,-43.13438035,-2.733298794,908.8220766,882.2601461,218.1160218,76.11355,76.11355,26478.01,4960.826
20.79038,0.860373,0,0.5904185,0,0,43.42574,15.36105,0,58.66396,95.31544,9.162871,-43.20580632,-43.119433,-2.730603981,908.3969328,881.8289517,218.0887157,76.10869,76.10869,26486.83,4963.007
20.80038,0.8599999,0,0.59039,0,0,43.42574,15.34065,0,58.66396,95.31544,9.162871,-43.1907465,-43.10451346,-2.727911869,907.9719477,881.3979066,218.0614366,76.10383,76.10383,26495.64,4965.188
20.81038,0.8596268,0,0.5903616,0,0,43.42574,15.32028,0,58.66396,95.31544,9.162871,-43.17570394,-43.0896108,-2.725225003,907.5471212,880.9670105,218.0341844,76.09896,76.09896,26504.46,4967.369
20.82038,0.8592541,0,0.5903332,0,0,43.42574,15.29994,0,58.66396,95.31544,9.162871,-43.16067488,-43.07472156,-2.722538913,907.122453,880.5362633,218.006959,76.0941,76.0941,26513.26,4969.549
20.83038,0.8588814,0,0.5903048,0,0,43.42574,15.27962,0,58.66396,95.31544,9.162871,-43.14567544,-43.05986163,-2.719857667,906.697943,880.1056647,217.9797604,76.08923,76.08923,26522.06,4971.729
20.84038,0.8585087,0,0.5902764,0,0,43.42574,15.25934,0,58.66396,95.31544,9.162871,-43.13069461,-43.04502007,-2.717179524,906.2735872,879.6752145,217.9525886,76.08435,76.08435,26530.86,4973.909
20.85038,0.8581362,0,0.590248,0,0,43.42574,15.23908,0,58.66396,95.31544,9.162871,-43.11573683,-43.03020136,-2.714504145,905.8493892,879.2449125,217.9254436,76.07948,76.07948,26539.65,4976.088
20.86038,0.8577638,0,0.5902197,0,0,43.42574,15.21885,0,58.66396,95.31544,9.162871,-43.1007992,-43.01540252,-2.711832801,905.4253488,878.8147585,217.8983252,76.07459,76.07459,26548.44,4978.267
20.87038,0.8573915,0,0.5901914,0,0,43.42574,15.19865,0,58.66396,95.31544,9.162871,-43.08588858,-43.00063051,-2.709164158,905.001462,878.3847522,217.8712336,76.0697,76.0697,26557.22,4980.446
20.88038,0.8570192,0,0.5901632,0,0,43.42574,15.17848,0,58.66396,95.31544,9.162871,-43.07098718,-42.98586743,-2.70649921,904.5777324,877.9548935,217.8441686,76.06481,76.06481,26566,4982.625
20.89038,0.8566473,0,0.5901349,0,0,43.42574,15.15833,0,58.66396,95.31544,9.162871,-43.05611234,-42.97113068,-2.703837707,904.1541598,877.5251822,217.8171302,76.05991,76.05991,26574.78,4984.803
20.90038,0.8562753,0,0.5901067,0,0,43.42574,15.13821,0,58.66396,95.31544,9.162871,-43.0412531,-42.95640932,-2.701178812,903.730744,877.0956182,217.7901184,76.05502,76.05502,26583.55,4986.981
20.91038,0.8559035,0,0.5900785,0,0,43.42574,15.11812,0,58.66396,95.31544,9.162871,-43.02642388,-42.94171777,-2.698523053,903.3074848,876.666201,217.7631332,76.05011,76.05011,26592.32,4989.159
20.92038,0.8555317,0,0.5900503,0,0,43.42574,15.09806,0,58.66396,95.31544,9.162871,-43.01160878,-42.92704013,-2.695870118,902.8843784,876.2369306,217.7361745,76.04521,76.04521,26601.08,4991.336
20.93038,0.8551601,0,0.5900222,0,0,43.42574,15.07803,0,58.66396,95.31544,9.162871,-42.9968129,-42.91238136,-2.693222151,902.4614281,875.8078068,217.7092423,76.0403,76.0403,26609.84,4993.514
20.94038,0.8547885,0,0.5899941,0,0,43.42574,15.05802,0,58.66396,95.31544,9.162871,-42.98204398,-42.89774941,-2.690576232,902.0386339,875.3788293,217.6823365,76.03539,76.03539,26618.59,4995.69
20.95038,0.8544171,0,0.589966,0,0,43.42574,15.03804,0,58.66396,95.31544,9.162871,-42.96729872,-42.88314081,-2.687934877,901.6159918,874.9499979,217.6554572,76.03046,76.03046,26627.34,4997.867
20.96038,0.8540457,0,0.5899379,0,0,43.42574,15.01809,0,58.66396,95.31544,9.162871,-42.95256205,-42.86854065,-2.685295074,901.1935053,874.5213125,217.6286042,76.02554,76.02554,26636.09,5000.043
20.97038,0.8536746,0,0.5899099,0,0,43.42574,14.99817,0,58.66396,95.31544,9.162871,-42.93785394,-42.8539688,-2.682658966,900.7711743,874.0927728,217.6017776,76.02061,76.02061,26644.83,5002.22
20.98038,0.8533035,0,0.5898819,0,0,43.42574,14.97828,0,58.66396,95.31544,9.162871,-42.92315854,-42.83940938,-2.680026831,900.3489986,873.6643788,217.5749774,76.01568,76.01568,26653.56,5004.396
20.99039,0.8529325,0,0.5898539,0,0,43.42574,14.95841,0,58.66396,95.31544,9.162871,-42.90849264,-42.82487925,-2.67739749,899.9269743,873.23613,217.5482034,76.01075,76.01075,26662.29,5006.571
21.00039,0.8525617,0,0.5898259,0,0,43.42574,14.93858,0,58.66396,95.31544,9.162871,-42.89385033,-42.81037248,-2.674771905,899.5051048,872.8080263,217.5214557,76.00581,76.00581,26671.02,5008.747
21.01039,0.8521909,0,0.589798,0,0,43.42574,14.91876,0,58.66396,95.31544,9.162871,-42.8792206,-42.79587812,-2.672148183,899.08339,872.3800675,217.4947342,76.00087,76.00087,26679.75,5010.922
21.02039,0.8518202,0,0.5897701,0,0,43.42574,14.89897,0,58.66396,95.31544,9.162871,-42.86460504,-42.78139766,-2.669527969,898.6618261,871.9522535,217.4680389,75.99593,75.99593,26688.47,5013.097
21.03039,0.8514496,0,0.5897422,0,0,43.42574,14.87922,0,58.66396,95.31544,9.162871,-42.85002105,-42.7669485,-2.666912039,898.2404202,871.524584,217.4413698,75.99097,75.99097,26697.18,5015.271
21.04039,0.8510792,0,0.5897143,0,0,43.42574,14.85949,0,58.66396,95.31544,9.162871,-42.83545066,-42.75251275,-2.664298531,897.8191647,871.0970589,217.4147268,75.98602,75.98602,26705.89,5017.445
21.05039,0.8507088,0,0.5896865,0,0,43.42574,14.83979,0,58.66396,95.31544,9.162871,-42.82090487,-42.73810134,-2.661688747,897.3980595,870.6696779,217.3881099,75.98106,75.98106,26714.6,5019.619
21.06039,0.8503386,0,0.5896587,0,0,43.42574,14.82011,0,58.66396,95.31544,9.162871,-42.80638008,-42.7237108,-2.659080982,896.9771117,870.2424408,217.3615191,75.9761,75.9761,26723.3,5021.793
21.07039,0.8499684,0,0.5896309,0,0,43.42574,14.80047,0,58.66396,95.31544,9.162871,-42.79187447,-42.70933912,-2.656477501,896.5563138,869.8153474,217.3349544,75.97113,75.97113,26732,5023.966
21.08039,0.8495984,0,0.5896031,0,0,43.42574,14.78085,0,58.66396,95.31544,9.162871,-42.7773825,-42.69498086,-2.653876907,896.1356657,869.3883976,217.3084156,75.96616,75.96616,26740.69,5026.14
21.09039,0.8492284,0,0.5895754,0,0,43.42574,14.76126,0,58.66396,95.31544,9.162871,-42.76291752,-42.68064942,-2.651278951,895.7151744,868.9615912,217.2819028,75.96118,75.96118,26749.38,5028.312
21.10039,0.8488586,0,0.5895476,0,0,43.42574,14.74169,0,58.66396,95.31544,9.162871,-42.74847418,-42.66633934,-2.648684969,895.2948324,868.5349278,217.2554159,75.95621,75.95621,26758.07,5030.485
21.11039,0.848489,0,0.58952,0,0,43.42574,14.72215,0,58.66396,95.31544,9.162871,-42.73404095,-42.65203919,-2.646093192,894.8746433,868.1084074,217.228955,75.95122,75.95122,26766.75,5032.658
21.12039,0.8481194,0,0.5894923,0,0,43.42574,14.70264,0,58.66396,95.31544,9.162871,-42.71963931,-42.63777033,-2.643505915,894.4546031,867.6820297,217.20252,75.94624,75.94624,26775.43,5034.83
21.13039,0.8477499,0,0.5894647,0,0,43.42574,14.68315,0,58.66396,95.31544,9.162871,-42.70524725,-42.62351092,-2.640920191,894.0347191,867.2557946,217.1761108,75.94124,75.94124,26784.1,5037.002
21.14039,0.8473805,0,0.5894371,0,0,43.42574,14.6637,0,58.66396,95.31544,9.162871,-42.69088329,-42.60927931,-2.638339031,893.6149837,866.8297018,217.1497274,75.93625,75.93625,26792.77,5039.173
21.15039,0.8470111,0,0.5894095,0,0,43.42574,14.64426,0,58.66396,95.31544,9.162871,-42.67653343,-42.59506162,-2.635760074,893.1953967,866.4037512,217.1233698,75.93124,75.93124,26801.43,5041.345
21.16039,0.846642,0,0.5893819,0,0,43.42574,14.62486,0,58.66396,95.31544,9.162871,-42.66221064,-42.58087075,-2.633184998,892.7759616,865.9779425,217.0970379,75.92624,75.92624,26810.09,5043.516
21.17039,0.8462729,0,0.5893543,0,0,43.42574,14.60548,0,58.66396,95.31544,9.162871,-42.64790596,-42.56669775,-2.630613089,892.3566782,865.5522755,217.0707318,75.92123,75.92123,26818.75,5045.687
21.18039,0.8459039,0,0.5893269,0,0,43.42574,14.58613,0,58.66396,95.31544,9.162871,-42.63361583,-42.55253917,-2.628042794,891.9375464,865.1267502,217.0444514,75.91622,75.91622,26827.4,5047.857
21.19039,0.8455351,0,0.5892994,0,0,43.42574,14.56681,0,58.66396,95.31544,9.162871,-42.61934537,-42.53839995,-2.625477,891.5185659,864.7013662,217.0181966,75.91121,75.91121,26836.04,5050.027
21.20039,0.8451664,0,0.5892719,0,0,43.42574,14.54752,0,58.66396,95.31544,9.162871,-42.6051015,-42.52428706,-2.622915056,891.0997329,864.2761233,216.9919674,75.90619,75.90619,26844.69,5052.197
21.21039,0.8447977,0,0.5892445,0,0,43.42574,14.52824,0,58.66396,95.31544,9.162871,-42.59087263,-42.51018907,-2.620354167,890.6810472,863.8510214,216.9657639,75.90116,75.90116,26853.33,5054.367
21.22039,0.8444291,0,0.589217,0,0,43.42574,14.509,0,58.66396,95.31544,9.162871,-42.57666338,-42.49611046,-2.617796973,890.2625161,863.4260603,216.9395859,75.89613,75.89613,26861.96,5056.537
21.23039,0.8440607,0,0.5891896,0,0,43.42574,14.48978,0,58.66396,95.31544,9.162871,-42.56247628,-42.48205369,-2.615243969,889.8441319,863.0012398,216.9134335,75.8911,75.8911,26870.59,5058.706
21.24039,0.8436924,0,0.5891623,0,0,43.42574,14.4706,0,58.66396,95.31544,9.162871,-42.54831323,-42.46802077,-2.612694008,889.425898,862.5765596,216.8873065,75.88606,75.88606,26879.22,5060.875
21.25039,0.8433241,0,0.5891349,0,0,43.42574,14.45143,0,58.66396,95.31544,9.162871,-42.53415427,-42.45399183,-2.610145164,889.0078108,862.1520197,216.8612051,75.88103,75.88103,26887.84,5063.044
21.26039,0.8429559,0,0.5891076,0,0,43.42574,14.43229,0,58.66396,95.31544,9.162871,-42.52002593,-42.43999318,-2.607601194,888.5898738,861.7276198,216.8351291,75.87598,75.87598,26896.46,5065.212
21.27039,0.8425879,0,0.5890803,0,0,43.42574,14.41318,0,58.66396,95.31544,9.162871,-42.50591214,-42.42600893,-2.605059087,888.1720866,861.3033597,216.8090785,75.87093,75.87093,26905.07,5067.381
21.28039,0.8422199,0,0.589053,0,0,43.42574,14.3941,0,58.66396,95.31544,9.162871,-42.49182347,-42.41204953,-2.602521202,887.7544455,860.8792392,216.7830533,75.86588,75.86588,26913.68,5069.549
21.29039,0.8418521,0,0.5890258,0,0,43.42574,14.37504,0,58.66396,95.31544,9.162871,-42.47775336,-42.3981085,-2.599985894,887.3369539,860.4552581,216.7570534,75.86082,75.86082,26922.28,5071.716
21.30039,0.8414844,0,0.5889986,0,0,43.42574,14.35601,0,58.66396,95.31544,9.162871,-42.46370441,-42.38418833,-2.597454838,886.9196117,860.0314163,216.7310789,75.85576,75.85576,26930.88,5073.884
21.31039,0.8411168,0,0.5889714,0,0,43.42574,14.337,0,58.66396,95.31544,9.162871,-42.44966849,-42.37028107,-2.594925149,886.502415,859.6077135,216.7051296,75.85069,75.85069,26939.48,5076.051
21.32039,0.8407493,0,0.5889443,0,0,43.42574,14.31802,0,58.66396,95.31544,9.162871,-42.43565714,-42.35639816,-2.592398905,886.0853673,859.1841495,216.6792056,75.84563,75.84563,26948.07,5078.218
21.33039,0.8403819,0,0.5889171,0,0,43.42574,14.29907,0,58.66396,95.31544,9.162871,-42.42166193,-42.34253114,-2.589875952,885.6684684,858.7607242,216.6533069,75.84055,75.84055,26956.66,5080.384
21.34039,0.8400145,0,0.58889,0,0,43.42574,14.28014,0,58.66396,95.31544,9.162871,-42.40769224,-42.32868945,-2.587355917,885.2517145,858.3374373,216.6274333,75.83547,75.83547,26965.24,5082.551
21.35039,0.8396474,0,0.5888629,0,0,43.42574,14.26124,0,58.66396,95.31544,9.162871,-42.39373571,-42.31486067,-2.584839235,884.8351091,857.9142887,216.6015849,75.83039,75.83039,26973.82,5084.717
21.36039,0.8392802,0,0.5888358,0,0,43.42574,14.24236,0,58.66396,95.31544,9.162871,-42.37979576,-42.30104829,-2.582324913,884.418652,857.4912782,216.5757617,75.8253,75.8253,26982.4,5086.883
21.37039,0.8389132,0,0.5888088,0,0,43.42574,14.22351,0,58.66396,95.31544,9.162871,-42.3658759,-42.28725578,-2.579813912,884.0023394,857.0684057,216.5499635,75.82021,75.82021,26990.97,5089.048
21.38039,0.8385463,0,0.5887817,0,0,43.42574,14.20468,0,58.66396,95.31544,9.162871,-42.35198109,-42.2734881,-2.577306015,883.5861747,856.6456708,216.5241905,75.81512,75.81512,26999.53,5091.214
21.39039,0.8381795,0,0.5887547,0,0,43.42574,14.18589,0,58.66396,95.31544,9.162871,-42.33810492,-42.25973879,-2.574801937,883.1701578,856.2230734,216.4984425,75.81002,75.81002,27008.1,5093.379
21.40039,0.8378128,0,0.5887278,0,0,43.42574,14.16711,0,58.66396,95.31544,9.162871,-42.32423732,-42.24599794,-2.572299194,882.7542848,855.8006135,216.4727195,75.80492,75.80492,27016.65,5095.544
21.41039,0.8374462,0,0.5887008,0,0,43.42574,14.14837,0,58.66396,95.31544,9.162871,-42.3104018,-42.23228887,-2.569801014,882.3385592,855.3782906,216.4470215,75.7998,75.7998,27025.21,5097.708
21.42039,0.8370798,0,0.5886739,0,0,43.42574,14.12965,0,58.66396,95.31544,9.162871,-42.29657736,-42.21859073,-2.567304728,881.9229772,854.9561047,216.4213484,75.7947,75.7947,27033.76,5099.873
21.4304,0.8367133,0,0.5886469,0,0,43.42574,14.11095,0,58.66396,95.31544,9.162871,-42.28277348,-42.20491295,-2.564811174,881.5075461,854.5340556,216.3957003,75.78958,75.78958,27042.3,5102.037
21.4404,0.836347,0,0.5886201,0,0,43.42574,14.09229,0,58.66396,95.31544,9.162871,-42.26899573,-42.191261,-2.562322152,881.0922543,854.112143,216.3700771,75.78446,75.78446,27050.84,5104.201
21.4504,0.8359808,0,0.5885932,0,0,43.42574,14.07364,0,58.66396,95.31544,9.162871,-42.25522957,-42.17762048,-2.559835335,880.677113,853.6903668,216.3444787,75.77934,75.77934,27059.38,5106.365
21.4604,0.8356147,0,0.5885664,0,0,43.42574,14.05502,0,58.66396,95.31544,9.162871,-42.24148451,-42.16400082,-2.557351839,880.2621146,853.2687268,216.3189052,75.77421,75.77421,27067.91,5108.528
21.4704,0.8352487,0,0.5885396,0,0,43.42574,14.03643,0,58.66396,95.31544,9.162871,-42.22775454,-42.15039606,-2.554871013,879.8472588,852.8472228,216.2933565,75.76908,75.76908,27076.44,5110.691
21.4804,0.8348828,0,0.5885128,0,0,43.42574,14.01786,0,58.66396,95.31544,9.162871,-42.21404563,-42.13681216,-2.55239295,879.432553,852.4258547,216.2678326,75.76394,75.76394,27084.97,5112.854
21.4904,0.8345171,0,0.5884861,0,0,43.42574,13.99932,0,58.66396,95.31544,9.162871,-42.20036022,-42.1232516,-2.549917091,879.0179895,852.0046222,216.2423334,75.7588,75.7588,27093.49,5115.016
21.5004,0.8341513,0,0.5884593,0,0,43.42574,13.9808,0,58.66396,95.31544,9.162871,-42.186693,-42.10970893,-2.547445795,878.6035681,851.5835251,216.2168589,75.75365,75.75365,27102,5117.178
21.5104,0.8337858,0,0.5884326,0,0,43.42574,13.96231,0,58.66396,95.31544,9.162871,-42.17303988,-42.09618017,-2.544977014,878.1892924,851.1625633,216.1914092,75.7485,75.7485,27110.51,5119.34
21.5204,0.8334202,0,0.5884059,0,0,43.42574,13.94385,0,58.66396,95.31544,9.162871,-42.15940583,-42.08267028,-2.542511058,877.7751623,850.7417366,216.1659841,75.74335,75.74335,27119.02,5121.502
21.5304,0.8330548,0,0.5883793,0,0,43.42574,13.92541,0,58.66396,95.31544,9.162871,-42.14579085,-42.06917926,-2.540047772,877.3611738,850.3210448,216.1405836,75.73819,75.73819,27127.53,5123.664
21.5404,0.8326896,0,0.5883526,0,0,43.42574,13.90699,0,58.66396,95.31544,9.162871,-42.13218794,-42.05570017,-2.537586162,876.9473306,849.9004879,216.1152077,75.73302,75.73302,27136.02,5125.825
21.5504,0.8323243,0,0.588326,0,0,43.42574,13.8886,0,58.66396,95.31544,9.162871,-42.11862211,-42.04225783,-2.53513014,876.5336323,849.4800653,216.0898564,75.72787,75.72787,27144.52,5127.986
21.5604,0.8319592,0,0.5882994,0,0,43.42574,13.87023,0,58.66396,95.31544,9.162871,-42.10506185,-42.02882096,-2.532674988,876.1200751,849.0597771,216.0645297,75.72269,75.72269,27153.01,5130.146
21.5704,0.8315942,0,0.5882728,0,0,43.42574,13.85189,0,58.66396,95.31544,9.162871,-42.09151679,-42.01539898,-2.530224088,875.7066626,848.6396231,216.0392274,75.71751,75.71751,27161.49,5132.307
21.5804,0.8312293,0,0.5882463,0,0,43.42574,13.83358,0,58.66396,95.31544,9.162871,-42.07800419,-42.0020093,-2.527776044,875.2933908,848.219603,216.0139497,75.71234,75.71234,27169.98,5134.467
21.5904,0.8308645,0,0.5882198,0,0,43.42574,13.81529,0,58.66396,95.31544,9.162871,-42.06449423,-41.98862209,-2.525329522,874.8802635,847.7997168,215.9886964,75.70715,75.70715,27178.46,5136.627
21.6004,0.8304998,0,0.5881933,0,0,43.42574,13.79702,0,58.66396,95.31544,9.162871,-42.05101779,-41.97526817,-2.52288716,874.4672802,847.3799641,215.9634675,75.70197,75.70197,27186.93,5138.787
21.6104,0.8301353,0,0.5881668,0,0,43.42574,13.77879,0,58.66396,95.31544,9.162871,-42.03755005,-41.96192269,-2.520447995,874.0544372,846.9603449,215.938263,75.69678,75.69678,27195.4,5140.947
21.6204,0.8297707,0,0.5881403,0,0,43.42574,13.76057,0,58.66396,95.31544,9.162871,-42.02409736,-41.94859211,-2.51801091,873.6417382,846.540859,215.9130829,75.69157,75.69157,27203.86,5143.106
21.6304,0.8294063,0,0.5881139,0,0,43.42574,13.74238,0,58.66396,95.31544,9.162871,-42.01067271,-41.93528935,-2.515577209,873.2291789,846.1215061,215.8879272,75.68638,75.68638,27212.32,5145.265
21.6404,0.829042,0,0.5880875,0,0,43.42574,13.72422,0,58.66396,95.31544,9.162871,-41.99726214,-41.92200049,-2.513145929,872.8167632,845.7022861,215.8627957,75.68118,75.68118,27220.78,5147.424
21.6504,0.8286778,0,0.5880612,0,0,43.42574,13.70608,0,58.66396,95.31544,9.162871,-41.9838697,-41.90872952,-2.510718095,872.4044908,845.2831988,215.8376885,75.67596,75.67596,27229.23,5149.583
21.6604,0.8283136,0,0.5880347,0,0,43.42574,13.68796,0,58.66396,95.31544,9.162871,-41.97049732,-41.89547841,-2.508292993,871.9923579,844.8642441,215.8126056,75.67075,75.67075,27237.68,5151.741
21.6704,0.8279497,0,0.5880085,0,0,43.42574,13.66987,0,58.66396,95.31544,9.162871,-41.95713905,-41.88224121,-2.505870809,871.5803679,844.4454217,215.7875469,75.66553,75.66553,27246.13,5153.899
21.6804,0.8275858,0,0.5879821,0,0,43.42574,13.6518,0,58.66396,95.31544,9.162871,-41.94379581,-41.86901891,-2.50344996,871.1685171,844.0267315,215.7625124,75.66031,75.66031,27254.57,5156.057
21.6904,0.8272219,0,0.5879558,0,0,43.42574,13.63376,0,58.66396,95.31544,9.162871,-41.93047717,-41.85582096,-2.501033396,870.7568089,843.6081733,215.737502,75.65508,75.65508,27263,5158.214
21.7004,0.8268583,0,0.5879296,0,0,43.42574,13.61575,0,58.66396,95.31544,9.162871,-41.91718607,-41.84265032,-2.498620215,870.3452394,843.1897468,215.7125158,75.64985,75.64985,27271.44,5160.372
