# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
7.6122,1401.7,173.62,-16.065,176.51,16.108,219.92,0.056058,219.92,0.014605,31.803,1.1722,28.61,-80.598,9.7841,1.6663e-4,0,0,0,22226,0,34.302,0.10572,266.84,205.97,4.3428,0.53478,33257296,0,141.84,0.62421,0.62421,0.35785,0.10918,0.15718,2.9706e-5,5.3835e-4,2.1187e-4,0,0,0,0,0,0.022707,14.016,154.28,79.62,0.028356,NaN,-2.0358,735.77,330.07,0.01,0.83184
7.6222,1403.4,173.46,-16.052,176.35,16.095,220.23,0.056212,220.23,0.014624,31.792,1.1689,28.61,-80.598,9.7841,7.7412e-4,0,-0.6445,-0.10022,22226,0,34.302,0.10572,266.84,205.97,4.3424,0.5343,33222434,0,141.54,0.62415,0.62415,0.35787,0.10916,0.15711,1.38e-4,9.6437e-4,4.8793e-4,0,0,0,0,-3.7784e-5,0.022687,14.016,154.28,79.613,0.028311,NaN,-2.0471,735.61,330.06,0.01,0.83251
7.6322,1405.2,173.3,-16.039,176.19,16.082,220.55,0.056365,220.55,0.014643,31.78,1.1657,28.61,-80.598,9.7841,0.0016156,0,-0.65045,-0.041747,22226,0,34.302,0.10572,266.83,205.97,4.342,0.53383,33187609,0,141.24,0.62408,0.62408,0.35789,0.10914,0.15705,2.88e-4,7.9337e-4,-1.8319e-4,0,0,0,0,-3.8554e-5,0.022666,14.016,154.28,79.607,0.02826,NaN,-2.0583,735.45,330.05,0.01,0.83322
7.6422,1406.9,173.14,-16.026,176.03,16.068,220.87,0.056519,220.87,0.014662,31.768,1.1625,28.61,-80.598,9.7841,0.0024419,0,-0.6505,-0.023187,22226,0,34.302,0.10572,266.82,205.97,4.3415,0.53336,33152821,0,140.95,0.62402,0.62402,0.35791,0.10912,0.15698,4.3533e-4,0.0015124,-2.012e-4,0,0,0,0,-3.8631e-5,0.022646,14.016,154.28,79.6,0.028202,NaN,-2.0696,735.29,330.04,0.01,0.83399
7.6522,1408.6,172.98,-16.013,175.87,16.055,221.19,0.056673,221.19,0.01468,31.757,1.1594,28.61,-80.598,9.7841,0.0032466,0,-0.64962,-0.014,22226,0,34.302,0.10572,266.82,205.97,4.3411,0.53288,33118071,0,140.65,0.62395,0.62395,0.35793,0.10911,0.15692,5.7877e-4,0.0026469,7.8061e-5,0,0,0,0,-3.8596e-5,0.022626,14.016,154.28,79.594,0.028139,NaN,-2.0808,735.13,330.04,0.01,0.8347
7.6622,1410.3,172.82,-16.001,175.71,16.042,221.5,0.056827,221.5,0.014699,31.745,1.1563,28.61,-80.598,9.7841,0.0040248,0,-0.64811,-0.0083858,22226,0,34.302,0.10572,266.81,205.97,4.3406,0.53241,33083359,0,140.36,0.62389,0.62389,0.35795,0.10909,0.15685,7.175e-4,0.0028944,2.1229e-4,0,0,0,0,-3.8487e-5,0.022605,14.016,154.28,79.587,0.028069,NaN,-2.0921,734.97,330.03,0.01,0.8355
7.6722,1412.1,172.66,-15.988,175.55,16.029,221.82,0.056981,221.82,0.014718,31.734,1.1533,28.61,-80.598,9.7841,0.0047741,0,-0.64645,-0.004442,22226,0,34.302,0.10572,266.81,205.97,4.3402,0.53194,33048683,0,140.07,0.62382,0.62382,0.35797,0.10907,0.15678,8.5109e-4,0.0036781,-2.0303e-4,0,0,0,0,-3.836e-5,0.022585,14.016,154.28,79.581,0.027992,NaN,-2.1033,734.82,330.02,0.01,0.83623
7.6822,1413.8,172.5,-15.975,175.39,16.016,222.14,0.057136,222.14,0.014737,31.722,1.1504,28.61,-80.598,9.7841,0.0054923,0,-0.64441,-0.001501,22226,0,34.302,0.10572,266.8,205.97,4.3398,0.53147,33014045,0,139.77,0.62376,0.62376,0.35798,0.10905,0.15672,9.7911e-4,0.0041246,-3.3516e-4,0,0,0,0,-3.8187e-5,0.022564,14.016,154.28,79.574,0.027917,NaN,-2.1145,734.66,330.02,0.01,0.83688
7.6922,1415.5,172.34,-15.962,175.23,16.003,222.46,0.05729,222.46,0.014756,31.711,1.1475,28.61,-80.598,9.7841,0.006176,0,-0.64197,6.5543e-4,22226,0,34.302,0.10572,266.79,205.97,4.3394,0.531,32979444,0,139.48,0.62369,0.62369,0.358,0.10903,0.15665,0.001101,0.004882,2.2647e-4,0,0,0,0,-3.7967e-5,0.022544,14.016,154.28,79.568,0.027844,NaN,-2.1257,734.5,330.01,0.01,0.83751
7.7022,1417.2,172.18,-15.949,175.08,15.99,222.77,0.057445,222.77,0.014774,31.699,1.1446,28.61,-80.598,9.7841,0.0068223,0,-0.63931,0.0023651,22226,0,34.302,0.10572,266.79,205.97,4.339,0.53052,32944880,0,139.19,0.62363,0.62363,0.35802,0.10902,0.15659,0.0012162,0.005437,2.6847e-4,0,0,0,0,-3.7722e-5,0.022524,14.016,154.28,79.562,0.027772,NaN,-2.1369,734.34,330,0.01,0.83845
7.7122,1419,172.02,-15.936,174.92,15.977,223.09,0.0576,223.09,0.014793,31.688,1.1419,28.61,-80.598,9.7841,0.0074288,0,-0.63639,0.0038675,22226,0,34.302,0.10572,266.78,205.97,4.3386,0.53005,3.291e7,0,138.9,0.62356,0.62356,0.35804,0.109,0.15652,0.0013243,0.0058389,-2.2422e-4,0,0,0,0,-3.7446e-5,0.022503,14.016,154.28,79.555,0.027703,NaN,-2.1481,734.19,330,0.01,0.83931
7.7222,1420.7,171.86,-15.924,174.76,15.964,223.41,0.057755,223.41,0.014812,31.676,1.1392,28.61,-80.598,9.7841,0.0079935,0,-0.63329,0.0049692,22226,0,34.302,0.10572,266.78,205.97,4.3382,0.52958,32875862,0,138.61,0.6235,0.6235,0.35806,0.10898,0.15646,0.001425,0.0059936,-4.0583e-4,0,0,0,0,-3.7149e-5,0.022483,14.016,154.28,79.549,0.027641,NaN,-2.1593,734.03,329.99,0.01,0.84037
7.7322,1422.4,171.7,-15.911,174.6,15.951,223.72,0.05791,223.72,0.014831,31.665,1.1366,28.61,-80.598,9.7841,0.0085149,0,-0.62998,0.0059074,22226,0,34.302,0.10572,266.77,205.97,4.3379,0.52911,32841409,0,138.32,0.62343,0.62343,0.35808,0.10896,0.15639,0.0015179,0.006934,-3.0164e-7,0,0,0,0,-3.6829e-5,0.022463,14.016,154.28,79.543,0.027582,NaN,-2.1705,733.87,329.98,0.01,0.84132
7.7422,1424.1,171.54,-15.898,174.44,15.938,224.04,0.058066,224.04,0.01485,31.654,1.1341,28.61,-80.598,9.7841,0.0089913,0,-0.62651,0.0068033,22226,0,34.302,0.10572,266.77,205.97,4.3375,0.52864,32806992,0,138.03,0.62337,0.62337,0.35809,0.10894,0.15633,0.0016028,0.0067305,4.9129e-4,0,0,0,0,-3.6491e-5,0.022443,14.016,154.28,79.536,0.027525,NaN,-2.1816,733.71,329.98,0.01,0.84259
7.7522,1425.8,171.39,-15.885,174.28,15.925,224.36,0.058221,224.36,0.014868,31.642,1.1317,28.61,-80.598,9.7841,0.0094219,0,-0.62293,0.0074601,22226,0,34.302,0.10572,266.76,205.97,4.3372,0.52818,32772612,0,137.74,0.6233,0.6233,0.35811,0.10893,0.15627,0.0016795,0.0069506,3.7297e-4,0,0,0,0,-3.614e-5,0.022422,14.016,154.28,79.53,0.02747,NaN,-2.1928,733.56,329.97,0.01,0.84388
7.7622,1427.6,171.23,-15.872,174.12,15.913,224.67,0.058377,224.67,0.014887,31.631,1.1293,28.61,-80.598,9.784,0.0098048,0,-0.61913,0.0081911,22226,0,34.302,0.10572,266.76,205.97,4.3369,0.52771,32738268,0,137.45,0.62324,0.62324,0.35813,0.10891,0.1562,0.0017478,0.0078259,-5.7936e-5,0,0,0,0,-3.5765e-5,0.022402,14.016,154.28,79.524,0.027415,NaN,-2.2039,733.4,329.96,0.01,0.8452
7.7722,1429.3,171.07,-15.86,173.97,15.9,224.99,0.058533,224.99,0.014906,31.62,1.1271,28.61,-80.598,9.784,0.010138,0,-0.61505,0.0089149,22226,0,34.302,0.10572,266.76,205.97,4.3366,0.52724,32703961,0,137.17,0.62318,0.62318,0.35815,0.10889,0.15614,0.0018071,0.0075395,3.499e-4,0,0,0,0,-3.536e-5,0.022382,14.016,154.28,79.518,0.027365,NaN,-2.215,733.24,329.96,0.01,0.84639
7.7822,1431,170.91,-15.847,173.81,15.887,225.31,0.058689,225.31,0.014925,31.608,1.1249,28.61,-80.598,9.784,0.010421,0,-0.6111,0.0094726,22226,0,34.302,0.10572,266.75,205.97,4.3363,0.52677,3.267e7,0,136.88,0.62311,0.62311,0.35817,0.10887,0.15607,0.0018575,0.0082948,4.5127e-4,0,0,0,0,-3.4971e-5,0.022362,14.016,154.28,79.512,0.02732,NaN,-2.2261,733.09,329.95,0.01,0.84754
7.7922,1432.7,170.75,-15.834,173.65,15.874,225.62,0.058845,225.62,0.014943,31.597,1.1228,28.61,-80.598,9.784,0.010653,0,-0.60686,0.0101,22226,0,34.302,0.10572,266.75,205.97,4.3361,0.5263,32635457,0,136.59,0.62305,0.62305,0.35819,0.10885,0.15601,0.0018989,0.0080702,2.0914e-4,0,0,0,0,-3.455e-5,0.022341,14.016,154.28,79.505,0.027279,NaN,-2.2372,732.93,329.94,0.01,0.84881
7.8022,1434.4,170.59,-15.822,173.49,15.861,225.94,0.059001,225.94,0.014962,31.586,1.1208,28.61,-80.598,9.784,0.010833,0,-0.60258,0.010575,22226,0,34.302,0.10572,266.75,205.97,4.3359,0.52584,32601259,0,136.31,0.62299,0.62299,0.3582,0.10884,0.15595,0.0019309,0.0082244,4.7106e-4,0,0,0,0,-3.4126e-5,0.022321,14.016,154.28,79.499,0.027241,NaN,-2.2483,732.78,329.94,0.01,0.84987
7.8122,1436.1,170.43,-15.809,173.33,15.848,226.25,0.059157,226.25,0.014981,31.575,1.1189,28.61,-80.598,9.784,0.010961,0,-0.5983,0.011149,22226,0,34.302,0.10572,266.74,205.97,4.3356,0.52537,32567097,0,136.02,0.62292,0.62292,0.35822,0.10882,0.15588,0.0019536,0.0083637,1.8355e-4,0,0,0,0,-3.3704e-5,0.022301,14.016,154.28,79.493,0.027206,NaN,-2.2594,732.62,329.93,0.01,0.85075
7.8222,1437.8,170.28,-15.796,173.18,15.836,226.57,0.059314,226.57,0.015,31.564,1.1171,28.61,-80.598,9.784,0.011037,0,-0.59403,0.011635,22226,0,34.302,0.10572,266.74,205.97,4.3354,0.5249,32532972,0,135.74,0.62286,0.62286,0.35824,0.1088,0.15582,0.0019671,0.0081274,3.6099e-4,0,0,0,0,-3.3286e-5,0.022281,14.016,154.28,79.487,0.027173,NaN,-2.2705,732.46,329.92,0.01,0.85155
7.8322,1439.5,170.12,-15.784,173.02,15.823,226.88,0.05947,226.88,0.015018,31.552,1.1154,28.61,-80.598,9.784,0.011062,0,-0.58973,0.012214,22226,0,34.302,0.10572,266.74,205.97,4.3353,0.52444,32498882,0,135.46,0.6228,0.6228,0.35826,0.10878,0.15575,0.0019715,0.0088032,3.7532e-4,0,0,0,0,-3.2865e-5,0.022261,14.016,154.28,79.482,0.027141,NaN,-2.2815,732.31,329.92,0.01,0.85236
7.8422,1441.2,169.96,-15.771,172.86,15.81,227.2,0.059627,227.2,0.015037,31.541,1.1137,28.61,-80.598,9.784,0.011035,0,-0.58545,0.012787,22226,0,34.302,0.10572,266.73,205.97,4.3351,0.52397,32464829,0,135.17,0.62273,0.62273,0.35828,0.10877,0.15569,0.0019666,0.0089324,3.8311e-4,0,0,0,0,-3.2448e-5,0.022241,14.016,154.28,79.476,0.02711,NaN,-2.2926,732.15,329.91,0.01,0.85318
7.8522,1442.9,169.8,-15.758,172.71,15.798,227.51,0.059784,227.51,0.015056,31.53,1.1122,28.61,-80.598,9.784,0.010956,0,-0.58102,0.013466,22226,0,34.302,0.10572,266.73,205.97,4.3349,0.52351,32430811,0,134.89,0.62267,0.62267,0.35829,0.10875,0.15563,0.0019524,0.0083177,-4.383e-5,0,0,0,0,-3.2017e-5,0.022221,14.016,154.28,79.47,0.027081,NaN,-2.3036,732,329.9,0.01,0.85395
7.8622,1444.6,169.65,-15.746,172.55,15.785,227.83,0.059941,227.83,0.015074,31.519,1.1107,28.61,-80.598,9.784,0.010827,0,-0.57691,0.014241,22226,0,34.302,0.10572,266.73,205.97,4.3348,0.52304,32396830,0,134.61,0.62261,0.62261,0.35831,0.10873,0.15556,0.0019293,0.0080913,2.3233e-4,0,0,0,0,-3.1623e-5,0.022201,14.016,154.28,79.464,0.027061,NaN,-2.3147,731.84,329.9,0.01,0.85474
7.8722,1446.3,169.49,-15.733,172.39,15.772,228.15,0.060098,228.15,0.015093,31.508,1.1093,28.61,-80.598,9.784,0.010649,0,-0.57271,0.014854,22226,0,34.302,0.10572,266.73,205.97,4.3347,0.52258,32362884,0,134.33,0.62254,0.62254,0.35833,0.10871,0.1555,0.0018975,0.0087521,1.5272e-4,0,0,0,0,-3.1222e-5,0.022181,14.016,154.28,79.458,0.027046,NaN,-2.3257,731.69,329.89,0.01,0.85555
7.8822,1448,169.33,-15.72,172.24,15.759,228.46,0.060255,228.46,0.015112,31.497,1.108,28.61,-80.598,9.784,0.010421,0,-0.56847,0.015575,22226,0,34.302,0.10572,266.73,205.97,4.3346,0.52211,32328974,0,134.05,0.62248,0.62248,0.35835,0.1087,0.15544,0.0018568,0.0083316,-3.9816e-4,0,0,0,0,-3.0816e-5,0.022161,14.016,154.28,79.453,0.027031,NaN,-2.3367,731.53,329.88,0.01,0.85623
7.8922,1449.7,169.17,-15.708,172.08,15.747,228.78,0.060413,228.78,0.01513,31.486,1.1068,28.61,-80.598,9.784,0.010144,0,-0.56433,0.016364,22226,0,34.302,0.10572,266.73,205.97,4.3345,0.52165,32295099,0,133.77,0.62242,0.62242,0.35837,0.10868,0.15538,0.0018074,0.0081085,-4.8295e-4,0,0,0,0,-3.0425e-5,0.022141,14.016,154.28,79.447,0.027021,NaN,-2.3477,731.38,329.88,0.01,0.85698
7.9022,1451.4,169.02,-15.695,171.92,15.734,229.09,0.06057,229.09,0.015149,31.475,1.1056,28.61,-80.598,9.784,0.0098199,0,-0.56036,0.017414,22226,0,34.302,0.10572,266.73,205.97,4.3344,0.52118,32261260,0,133.49,0.62236,0.62236,0.35838,0.10866,0.15531,0.0017495,0.0075182,2.837e-4,0,0,0,0,-3.0053e-5,0.022121,14.016,154.28,79.441,0.027018,NaN,-2.3587,731.22,329.87,0.01,0.85775
7.9122,1453.1,168.86,-15.683,171.77,15.722,229.4,0.060728,229.4,0.015167,31.464,1.1045,28.61,-80.598,9.784,0.0094501,0,-0.5565,0.018381,22226,0,34.302,0.10572,266.72,205.97,4.3344,0.52072,32227457,0,133.21,0.62229,0.62229,0.3584,0.10864,0.15525,0.0016835,0.0071756,-1.7608e-5,0,0,0,0,-2.9694e-5,0.022101,14.016,154.28,79.436,0.027025,NaN,-2.3697,731.07,329.86,0.01,0.85864
7.9222,1454.7,168.7,-15.67,171.61,15.709,229.72,0.060886,229.72,0.015186,31.453,1.1035,28.61,-80.598,9.784,0.0090365,0,-0.55287,0.019433,22226,0,34.302,0.10572,266.72,205.97,4.3343,0.52026,32193689,0,132.93,0.62223,0.62223,0.35842,0.10863,0.15519,0.0016097,0.0071685,3.0471e-4,0,0,0,0,-2.9361e-5,0.022081,14.016,154.28,79.43,0.027039,NaN,-2.3806,730.91,329.86,0.01,0.8594
7.9322,1456.4,168.55,-15.658,171.45,15.696,230.03,0.061043,230.03,0.015204,31.442,1.1026,28.61,-80.598,9.784,0.0085808,0,-0.5493,0.020542,22226,0,34.302,0.10572,266.72,205.97,4.3343,0.5198,3.216e7,0,132.66,0.62217,0.62217,0.35844,0.10861,0.15512,0.0015284,0.0070335,2.0398e-4,0,0,0,0,-2.9036e-5,0.022061,14.016,154.28,79.425,0.027059,NaN,-2.3916,730.76,329.85,0.01,0.8602
7.9422,1458.1,168.39,-15.645,171.3,15.684,230.35,0.061201,230.35,0.015223,31.431,1.1017,28.61,-80.598,9.784,0.0080849,0,-0.546,0.021759,22226,0,34.302,0.10572,266.72,205.97,4.3343,0.51933,32126259,0,132.38,0.62211,0.62211,0.35845,0.10859,0.15506,0.00144,0.0060745,-4.0277e-4,0,0,0,0,-2.874e-5,0.022041,14.016,154.28,79.419,0.027083,NaN,-2.4026,730.6,329.84,0.01,0.86084
7.9522,1459.8,168.23,-15.633,171.14,15.671,230.66,0.061359,230.66,0.015241,31.42,1.1008,28.61,-80.598,9.7839,0.0075521,0,-0.54292,0.023375,22226,0,34.302,0.10572,266.72,205.97,4.3343,0.51887,32092597,0,132.1,0.62204,0.62204,0.35847,0.10857,0.155,0.001345,0.0059327,-3.1497e-4,0,0,0,0,-2.8469e-5,0.022021,14.016,154.28,79.414,0.027116,NaN,-2.4135,730.45,329.84,0.01,0.86155
7.9622,1461.5,168.08,-15.62,170.99,15.659,230.98,0.061518,230.98,0.01526,31.409,1.1001,28.61,-80.598,9.7839,0.0069844,0,-0.54009,0.025064,22226,0,34.302,0.10572,266.72,205.97,4.3343,0.51841,32058970,0,131.83,0.62198,0.62198,0.35849,0.10856,0.15494,0.0012438,0.0055667,-2.9466e-4,0,0,0,0,-2.8224e-5,0.022001,14.016,154.28,79.408,0.027158,NaN,-2.4244,730.3,329.83,0.01,0.86211
7.9722,1463.2,167.92,-15.608,170.83,15.646,231.29,0.061676,231.29,0.015278,31.398,1.0993,28.61,-80.598,9.7839,0.0063843,0,-0.53737,0.027172,22226,0,34.302,0.10572,266.72,205.97,4.3344,0.51795,32025379,0,131.55,0.62192,0.62192,0.35851,0.10854,0.15488,0.0011369,0.0050581,1.8796e-4,0,0,0,0,-2.7992e-5,0.021981,14.016,154.28,79.403,0.027209,NaN,-2.4353,730.14,329.82,0.01,0.86279
7.9822,1464.8,167.77,-15.595,170.68,15.634,231.6,0.061834,231.6,0.015297,31.387,1.0987,28.61,-80.598,9.7839,0.0057537,0,-0.53482,0.029599,22226,0,34.302,0.10572,266.72,205.97,4.3344,0.51749,31991822,0,131.28,0.62186,0.62186,0.35852,0.10852,0.15481,0.0010245,0.0048972,2.6017e-5,0,0,0,0,-2.7777e-5,0.021961,14.016,154.28,79.397,0.02727,NaN,-2.4463,729.99,329.82,0.01,0.86367
7.9922,1466.5,167.61,-15.583,170.52,15.621,231.92,0.061993,231.92,0.015315,31.376,1.098,28.61,-80.598,9.7839,0.0050947,0,-0.53254,0.032544,22226,0,34.302,0.10572,266.73,205.97,4.3344,0.51703,31958300,0,131,0.6218,0.6218,0.35854,0.1085,0.15475,9.071e-4,0.0036634,-6.9351e-5,0,0,0,0,-2.759e-5,0.021941,14.016,154.28,79.392,0.027342,NaN,-2.4572,729.84,329.81,0.01,0.8647
8.0022,1468.2,167.45,-15.57,170.37,15.609,232.23,0.062151,232.23,0.015334,31.365,1.0974,28.61,-80.598,9.7839,0.0044112,0,-0.53047,0.036267,22226,0,34.302,0.10572,266.73,205.97,4.3345,0.51657,31924813,0,130.73,0.62174,0.62174,0.35856,0.10849,0.15469,7.8535e-4,0.003258,8.5603e-5,0,0,0,0,-2.7427e-5,0.021921,14.016,154.28,79.387,0.027421,NaN,-2.468,729.68,329.8,0.01,0.86553
8.0122,1469.9,167.3,-15.558,170.21,15.597,232.55,0.06231,232.55,0.015352,31.354,1.0969,28.61,-80.598,9.7839,0.0037065,0,-0.52858,0.04156,22226,0,34.302,0.10572,266.73,205.97,4.3346,0.51611,31891361,0,130.46,0.62168,0.62168,0.35858,0.10847,0.15463,6.5984e-4,0.0030978,6.7926e-5,0,0,0,0,-2.7282e-5,0.021902,14.016,154.28,79.382,0.027502,NaN,-2.4789,729.53,329.8,0.01,0.86641
8.0222,1471.5,167.14,-15.546,170.06,15.584,232.86,0.062469,232.86,0.015371,31.343,1.0963,28.61,-80.598,9.7839,0.0029833,0,-0.52669,0.049531,22226,0,34.302,0.10572,266.73,205.97,4.3346,0.51565,31857944,0,130.18,0.62161,0.62161,0.35859,0.10845,0.15457,5.3105e-4,0.0019332,3.5127e-4,0,0,0,0,-2.7135e-5,0.021882,14.016,154.28,79.376,0.027592,NaN,-2.4898,729.38,329.79,0.01,0.86723
8.0322,1473.2,166.99,-15.533,169.9,15.572,233.17,0.062628,233.17,0.015389,31.332,1.0958,28.61,-80.598,9.7839,0.0022454,0,-0.52433,0.062426,22226,0,34.302,0.10572,266.73,205.97,4.3347,0.51519,31824561,0,129.91,0.62155,0.62155,0.35861,0.10844,0.1545,3.9968e-4,0.0022009,-4.1868e-5,0,0,0,0,-2.6942e-5,0.021862,14.016,154.28,79.371,0.027689,NaN,-2.5007,729.22,329.78,0.01,0.86828
8.0422,1474.9,166.83,-15.521,169.75,15.56,233.49,0.062787,233.49,0.015408,31.321,1.0953,28.61,-80.598,9.7839,0.001496,0,-0.51977,0.088204,22226,0,34.302,0.10572,266.73,205.97,4.3348,0.51473,31791213,0,129.64,0.62149,0.62149,0.35863,0.10842,0.15444,2.6625e-4,0.0010674,7.7477e-5,0,0,0,0,-2.6524e-5,0.021842,14.016,154.28,79.366,0.027795,NaN,-2.5115,729.07,329.78,0.01,0.86941
8.0522,1476.5,166.68,-15.509,169.59,15.547,233.8,0.062946,233.8,0.015426,31.31,1.0948,28.61,-80.598,9.7839,7.4685e-4,0,-0.50063,0.16418,22226,0,34.302,0.10572,266.73,205.97,4.3349,0.51427,31757899,0,129.37,0.62143,0.62143,0.35865,0.1084,0.15438,1.3292e-4,5.8384e-4,-2.868e-4,0,0,0,0,-2.4651e-5,0.021822,14.016,154.28,79.36,0.027908,NaN,-2.5223,728.92,329.77,0.01,0.87053
8.0622,1478.2,166.52,-15.496,169.44,15.535,234.11,0.063106,234.11,0.015444,31.299,1.0944,28.61,-80.598,9.7839,2.2363e-4,0,0,0,22226,0,34.302,0.10572,266.73,205.97,4.3349,0.51382,31724620,0,129.1,0.62137,0.62137,0.35866,0.10838,0.15432,3.9796e-5,-2.6289e-4,-3.0978e-4,0,0,0,0,0,0.021803,14.016,154.28,79.355,0.028024,NaN,-2.5332,728.77,329.76,0.01,0.8715
8.0722,1479.9,166.37,-15.484,169.28,15.523,234.42,0.063265,234.42,0.015463,31.288,1.0939,28.61,-80.598,9.7839,8.6268e-4,0,0.51315,0.1196,22226,0,34.302,0.10572,266.73,205.97,4.3345,0.51336,31691376,0,128.83,0.62131,0.62131,0.35868,0.10837,0.15426,1.5352e-4,4.8229e-4,-4.5515e-4,0,0,0,0,2.5994e-5,0.021783,14.016,154.28,79.35,0.028142,NaN,-2.544,728.61,329.76,0.01,0.87213
8.0822,1481.5,166.21,-15.472,169.13,15.511,234.74,0.063425,234.74,0.015481,31.277,1.0934,28.61,-80.598,9.7839,0.001629,0,0.52417,0.057316,22226,0,34.302,0.10572,266.72,205.97,4.3341,0.5129,31658165,0,128.56,0.62125,0.62125,0.3587,0.10835,0.1542,2.8989e-4,0.0010558,1.9788e-4,0,0,0,0,2.7172e-5,0.021763,14.016,154.28,79.345,0.028261,NaN,-2.5548,728.46,329.75,0.01,0.87291
8.0922,1483.2,166.06,-15.46,168.98,15.498,235.05,0.063585,235.05,0.015499,31.266,1.093,28.61,-80.598,9.7839,0.0024037,0,0.52684,0.034675,22226,0,34.302,0.10572,266.71,205.97,4.3337,0.51244,31624989,0,128.3,0.62119,0.62119,0.35872,0.10833,0.15414,4.2774e-4,0.001812,3.7022e-4,0,0,0,0,2.75e-5,0.021744,14.016,154.28,79.339,0.028383,NaN,-2.5656,728.31,329.74,0.01,0.87371
8.1022,1484.9,165.9,-15.448,168.82,15.486,235.36,0.063745,235.36,0.015518,31.255,1.0925,28.61,-80.598,9.7839,0.0031763,0,0.52862,0.022972,22226,0,34.302,0.10572,266.71,205.97,4.3333,0.51199,31591847,0,128.03,0.62113,0.62113,0.35873,0.10832,0.15408,5.6525e-4,0.002243,1.5156e-4,0,0,0,0,2.7736e-5,0.021724,14.016,154.28,79.334,0.028507,NaN,-2.5764,728.16,329.74,0.01,0.87479
8.1122,1486.5,165.75,-15.435,168.67,15.474,235.68,0.063905,235.68,0.015536,31.244,1.092,28.61,-80.598,9.7839,0.0039426,0,0.5302,0.015694,22226,0,34.302,0.10572,266.7,205.97,4.3329,0.51153,31558740,0,127.76,0.62107,0.62107,0.35875,0.1083,0.15402,7.0162e-4,0.0032594,2.3036e-4,0,0,0,0,2.7953e-5,0.021704,14.016,154.28,79.329,0.028635,NaN,-2.5872,728.01,329.73,0.01,0.87583
8.1222,1488.2,165.59,-15.423,168.51,15.462,235.99,0.064065,235.99,0.015554,31.233,1.0915,28.61,-80.598,9.7839,0.0046995,0,0.53199,0.010644,22226,0,34.302,0.10572,266.7,205.97,4.3325,0.51107,31525666,0,127.49,0.62101,0.62101,0.35877,0.10828,0.15396,8.3631e-4,0.0035442,-3.7412e-4,0,0,0,0,2.8194e-5,0.021685,14.016,154.28,79.323,0.02877,NaN,-2.5979,727.85,329.72,0.01,0.87665
8.1322,1489.8,165.44,-15.411,168.36,15.45,236.3,0.064225,236.3,0.015573,31.222,1.091,28.61,-80.598,9.7839,0.0054441,0,0.53395,0.0071207,22226,0,34.302,0.10572,266.69,205.97,4.3321,0.51062,31492626,0,127.23,0.62095,0.62095,0.35878,0.10827,0.1539,9.6882e-4,0.004295,-1.7236e-5,0,0,0,0,2.8454e-5,0.021665,14.016,154.28,79.318,0.028906,NaN,-2.6087,727.7,329.72,0.01,0.87742
8.1422,1491.5,165.29,-15.399,168.21,15.438,236.61,0.064386,236.61,0.015591,31.212,1.0904,28.61,-80.598,9.7839,0.0061737,0,0.53618,0.0045045,22226,0,34.302,0.10572,266.69,205.97,4.3317,0.51016,3.146e7,0,126.96,0.62089,0.62089,0.3588,0.10825,0.15383,0.0010987,0.0050109,-2.5505e-4,0,0,0,0,2.8744e-5,0.021645,14.016,154.28,79.313,0.029042,NaN,-2.6194,727.55,329.71,0.01,0.87827
8.1522,1493.1,165.13,-15.387,168.05,15.426,236.92,0.064546,236.92,0.015609,31.201,1.0898,28.61,-80.598,9.7838,0.0068861,0,0.53844,0.0025415,22226,0,34.302,0.10572,266.68,205.97,4.3313,0.50971,31426649,0,126.7,0.62083,0.62083,0.35882,0.10823,0.15377,0.0012255,0.0052363,-2.2445e-4,0,0,0,0,2.904e-5,0.021626,14.016,154.28,79.307,0.029172,NaN,-2.6302,727.4,329.71,0.01,0.8791
8.1622,1494.8,164.98,-15.375,167.9,15.414,237.24,0.064707,237.24,0.015628,31.19,1.0892,28.61,-80.598,9.7838,0.0075805,0,0.54096,8.576e-4,22226,0,34.302,0.10572,266.68,205.97,4.3309,0.50925,31393711,0,126.43,0.62077,0.62077,0.35884,0.10822,0.15371,0.001349,0.005419,2.3885e-4,0,0,0,0,2.9366e-5,0.021606,14.016,154.28,79.302,0.029303,NaN,-2.6409,727.25,329.7,0.01,0.87993
